内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
欧舒丹简直是先天送礼圣体,banfo,开头金句,激昂,d2f7ecee82704bdbfa3ec9d2ba717e18,8.0,待处理,断言式开场,逻辑
最近参加了很多场婚礼，收了很多主人家批量的礼。很离谱的是，居然是各种欧舒丹礼盒。现在家里的欧舒丹都可以把我的手做成法国名菜油封鸭腿了。,banfo,正文段落,激昂,b35db8bf2ca6f8a9d0d9e222886b78ba,7.0,待处理,故事引入 + 夸张比喻,逻辑
然后，我悟了。欧舒丹真的是太适合当礼品了，是先天送礼圣体。,banfo,正文段落,激昂,9cb39d39def6795269cfbd97856b7ed0,7.0,待处理,顿悟转折,逻辑
这种送礼场景，挑礼物首要就是价格要合理，成本要可控。,banfo,正文段落,中性,e5c3fe56db695eda5e0cd5b503823576,6.0,待处理,痛点分析,逻辑
如果礼物不是亲手制作或稀缺特产，就不能太便宜，让别人感受不到诚意。但又不能太贵，让钱包感受到暴击。而且几千块的东西，他又觉得你是不是在图他什么东西。,banfo,正文段落,消极,11ac40a90fa74a8e543581b4e14c0a20,8.0,待处理,矛盾揭示 + 心理洞察,逻辑
关键是很多友情，确实也不值这个价。几百块，这个价位就差不多了。再多，就不礼貌了。,banfo,金句语录,消极,b53beb57e98342d3928f87c1e8148ac6,9.0,待处理,扎心真相 + 金句收尾,逻辑
送礼是人情世故，送礼是人情世故，送礼是人情世故。默诵三遍。,banfo,正文段落,激昂,f8d86c499d209c769ad437cc63773254,7.0,待处理,重复强调,逻辑
什么是人情世故，就是表达诚意。最好的表达诚意，光价格达标还不行，还得是这个品类里比较好的。,banfo,正文段落,中性,fe21d372a65027e0a7f98d63d32d3a37,6.0,待处理,定义概念 + 提出标准,逻辑
zippo的打火机和千元机，尽管前者只要几百块，但档次就是比后者上千块的手机高。因为前者是品类头部后者是品类臀部。要送，就要送头部。,banfo,正文段落,激昂,b9389ea07a0cbd8a36fe07e0b5e4605a,8.0,待处理,对比论证 + 形象比喻,对比
【价格适中】+【是那个领域里最好的】，这两个条件一结合，你就发现可选的东西，实在是少之又少。掰着手指头，都数不见几个。,banfo,正文段落,消极,0e37975ab447f87c955c1ac8fffe2004,7.0,待处理,总结痛点 + 夸张表达,逻辑
只需要两三百块，你就可以买到一个精致的、都不需要额外再包装的欧舒丹礼盒。,banfo,正文段落,积极,765b82e5e073df79564f84c7f9f205cc,6.0,待处理,解决方案,逻辑
欧舒丹的全称就叫“普罗旺斯的欧舒丹”，把自己牢牢和薰衣草圣地普罗旺斯绑定在一起。主打天然成份，强调法国身份，这两招虽然不是啥独特秘方，放在化妆品里甚至称不上刺激。但这是，护手霜。,banfo,正文段落,中性,95eaf2db4bfedae81f4f0d79c2561ca7,6.0,待处理,品牌分析 + 转折,逻辑
护手霜这个品类，那天花板太低了，欧舒丹已经是大家日常接触到的比较高端的护手霜了。你送大几百的护肤品，人家还有海蓝之谜赫莲娜在上面。但你送护手霜，欧舒丹已经是天花板了。这就是，逼格拉满。,banfo,正文段落,激昂,b7b03064870ad7c3ad01f356730d89ae,8.0,待处理,降维打击 + 对比论证,对比
它是用在手上的，而不是用在脸上的。它是用在手上的，而不是用在脸上的。它是用在手上的，而不是用在脸上的。感受一下上面那句话的含义。,banfo,正文段落,激昂,6168a6fa42a5a5720d4702f3b87a8e05,7.0,待处理,重复强调 + 引导思考,逻辑
