内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
仙剑4重制，要割老玩家韭菜吗？,banfo,开头金句,激昂,4ef01d57337342e3c60ebb236048667f,8.0,待处理,制造争议 + 情感共鸣,"共情,煽情"
来了，终于来了，这个IP果然不会无声无息的狗带，它终于还是要被拿来榨出最后的剩余价值。,banfo,开头金句,消极,1bf19aadd6816b76774d6d5c9b7feaae,7.0,待处理,先抑后扬 + 制造焦虑,焦虑
但对我们这帮从小就打游戏的人来说，它不仅是回忆，甚至代表着国产单机游戏最后的一点脸面。,banfo,正文段落,积极,319b52ad540b1c226ceee7d221a1bcb1,8.0,待处理,情感共鸣 + 身份认同,"共情,煽情"
如果不幸有不玩游戏的人看了国外的游戏大作，回头问一句“那中国有什么游戏？”，大多数国内单机玩家都只能尴尬地顾左右而言他，然后弱弱地说，“我们有国产双剑啊”。,banfo,正文段落,消极,c88af2dc9a74d828136b08843cf381b4,8.0,待处理,场景构建 + 情感共鸣,"共情,煽情"
毕竟当时的国产游戏，除了剧情也没什么好讨论的。,banfo,正文段落,中性,d19426ae6329b94f8d46d8b436002805,6.0,待处理,事实陈述 + 自嘲,数据流
而《仙剑4》又是这个系列中最特别的存在。因为那是第一次我们发现，国产单机好像真的要崩了。,banfo,开头金句,消极,16557910123de625eb9ca496f73ac74b,7.0,待处理,转折 + 制造悬念,逻辑
玩过《仙剑3》的玩家可能有500万都不止，但它只卖出了50万份。,banfo,正文段落,消极,389aebbad6e8a11d0379db8c2cf25967,7.0,待处理,数据对比 + 制造反差,"对比,数据流"
虽然说出来很好笑，但直到那个时候，很多玩家们才突然意识到：哦，原来玩游戏不给钱，做游戏的人真的会饿死。,banfo,正文段落,消极,d87312977f6d4976282b1c390c802c09,9.0,待处理,讽刺 + 认知觉醒,毒舌
《仙剑奇侠传4》，成了一个分界点。这之前是一个盗版无罪的时代，这之后，盗版再到台面上来跳脸，就要挨大逼兜了。,banfo,正文段落,激昂,c4fb0da23701905e8eaea5657a100eb0,8.0,待处理,历史节点 + 比喻,逻辑
而玩家们的心里也留下了一个愧疚的种子，成为国产单机市场在之后正常化的伏笔。,banfo,正文段落,中性,de4d22640ee6fcab30dc9fd1e89cde37,7.0,待处理,情感伏笔 + 因果关联,煽情
关于谁才是正统继承者，这个问题在老玩家社区里可以人头打成狗头。,banfo,正文段落,激昂,794c6561e05a5266217132620b91fe78,7.0,待处理,夸张比喻 + 社群冲突,逻辑
但对更多人来说，《仙剑奇侠传4》就是仙剑的绝响，而且是最遗憾的一个绝响。,banfo,正文段落,消极,49a8ba7c0943c63caab3f7e8ab61c622,8.0,待处理,情感定调 + 遗憾美学,煽情
原因无他，大家知道《仙剑4》不完美，也知道这游戏是因为没钱穷死的，那自然就会对完美的《仙剑4》有一些额外的幻想。,banfo,正文段落,中性,f8ee56773504998f5fa31d924bc116df,7.0,待处理,因果分析 + 情感投射,"逻辑,煽情"
直到现在才反应过来，对，还差这么一刀。,banfo,正文段落,消极,fb15a42228a9de740f344a1010de6a53,7.0,待处理,延迟顿悟 + 比喻,逻辑
我甚至担心他们直接做个手游出来。,banfo,正文段落,消极,0ee86d79a9fa7fe97f5409480c467320,6.0,待处理,制造焦虑 + 负面预期,焦虑
他们要上哪里去找一个能接下这种巨锅的团队？,banfo,正文段落,消极,d7979683d65174480b68f7951853584f,6.0,待处理,设问 + 质疑可行性,逻辑
