内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
我开饭店开外卖店开民宿开咖啡店开剧本杀就没有一家成功的，我这没有成功故事，只有事故。,banfo,金句语录,激昂,94e50ea6692617f23fa31386c02be114,8.0,待处理,先抑后扬 + 自嘲,逻辑
我回顾自己这十多年的各种折腾，真就像每年逛两次海澜之家，每次都能赔出新感受。,banfo,金句语录,激昂,5fd1d54f63f92b80c7a4c8df4e6d54e3,9.0,待处理,类比 + 自嘲,逻辑
如果我这些年十分懒惰只顾着吃喝玩乐，我都不敢想象我能错过多少坑。,banfo,金句语录,激昂,8e0c9dff006a146c7ccd6bb365e5b6a7,8.0,待处理,反讽 + 制造对比,对比
我年轻的时候不懂事，以为自己是主角，后来回头一看确实是主角，但没人告诉我这个本子是《斩-赤红之瞳》，我这么瞎折腾还真就是恶鬼缠身了。,banfo,金句语录,激昂,3a78c00e01167e80ffecb8a2a180075a,8.0,待处理,比喻 + 自嘲,逻辑
因为有钱，所以能掏出来更多钱，连贷款都贷得比别人多，崩了以后背的债也比别人多。,banfo,金句语录,消极,4d0ed1910d784260f494bfb05dbd706d,7.0,待处理,因果递进,逻辑
大家聚会谈起自己的瞎折腾，最后唯一的共识就是还不如吃喝玩乐呢。,banfo,金句语录,消极,5d948fb26c75dba6b6cdffb6dd2f3aa3,7.0,待处理,群体共鸣,共情
淹死的都是会水的，这么多年下来，我身边所有瞎折腾的，甭管厉不厉害，最后结果都不是很好。,banfo,金句语录,消极,1f4d4d41f03372001e9efa81907328b2,8.0,待处理,谚语引用 + 总结,逻辑
唯一的区别就是看起来就很惨还是要细节观察一下才发现比较惨。,banfo,金句语录,激昂,b3229cde4d08b2b5168c2f80d1169dea,7.0,待处理,递进式自嘲,逻辑
每次他爹给他打电话都劝他还是去打游戏吧，爸爸想明白了，再也不管你了，你玩游戏才是真的省钱。,banfo,金句语录,激昂,c0d290c99ab93bf48954488a281a1b66,8.0,待处理,反讽 + 故事细节,逻辑
有看了网上说开炸鸡店月入三万就辞职跑去开炸鸡店的，人都快累废了，直到店倒闭才发现自己就是被炸的那只鸡。,banfo,金句语录,激昂,2d6df782b2a94f7ae9b5e680d2bd1cf3,8.0,待处理,比喻 + 故事细节,逻辑
这帮人各个领域都研究的十分透彻，最后不妨碍他们收获了智慧，失去了金钱。,banfo,金句语录,消极,81bb5b64ddced5c2e51a5ff27e1d83bc,7.0,待处理,对比 + 反讽,对比
真的朋友，你别问我折腾什么能赚了，我只能告诉你别折腾就是赚。,banfo,金句语录,积极,769d9be21507e371d6d8489b2c3ad463,8.0,待处理,核心观点 + 情感共鸣,"共情,煽情"
当初我们笑他是小丑是不动脑子，现在一看小丑就是我自己，我真是昏了头了才这么瞎折腾。,banfo,金句语录,激昂,60005ced6b938e594fcfec4134c4409c,8.0,待处理,反转 + 自嘲,逻辑
为什么我惨了，因为我是在跟世界贴身肉搏。为什么他爽了，因为他在舒适区里面快活。,banfo,金句语录,激昂,b38fa771d26c177d61c0c003374542aa,8.0,待处理,对比 + 设问,对比
世界确实会狠狠教训每一个不自量力的挑战者，但总有一些人直接不上拳击台，所有社会毒打全都冲着爱折腾的来。,banfo,金句语录,激昂,7a8dea2e8adeab44467a19784fd5f83f,9.0,待处理,比喻 + 核心观点,逻辑
真的，这个世界从来不是谁更厉害谁就能赢的，有时候你太菜了上不了场，反而是一种保护。,banfo,金句语录,激昂,25cdce75b052286d11981dd79bcc7f5e,9.0,待处理,反常识观点,逻辑
你不折腾，其实就不会错，马路上给你再多陷阱，你就死活不出家门，那确实就拿你没有任何办法。,banfo,金句语录,积极,4ed6b3fe82aedff144c92be4a5714ef4,8.0,待处理,比喻 + 核心建议,逻辑
现在就是一个比谁不犯错的版本。,banfo,金句语录,中性,6c38426c682f9ab7462f05c934839648,7.0,待处理,时代洞察,逻辑
这种策略确实很无聊，确实很索然无味，但却是最稳的一条路，搏的不是一个大赢，而是不输。,banfo,金句语录,中性,e9abf96891abf1981eac359b2c46b584,8.0,待处理,先抑后扬 + 核心策略,逻辑
你不犯错，其他人不停地犯错。最后算下来，还是你赢得更多。,banfo,金句语录,积极,e2c620ea07de95d2ecc6ff114c2b1f97,7.0,待处理,对比 + 总结,对比
所以朋友，别问我什么建议了，我拿我这十来年充足的失败经验告诉你，好好生活，多存钱，别折腾，就是答案。,banfo,行动号召,积极,0fbdb1fb8c8270d314dce3e522060c7e,8.0,待处理,总结 + 情感共鸣,"共情,煽情"
支付宝怎么就成了赛博财神殿？,banfo,开头金句,激昂,5a7e03314542a1f5717d2b5cfec87788,8.0,待处理,制造悬念 + 概念嫁接,逻辑
由于平台变动，之后所有的抽奖都放置在后台，大家可在公众号页面发送相关暗号关键词获取抽奖，每一篇文章会给到一个不同的暗号，对应的抽奖都是独立的。,banfo,正文段落,中性,6716c5074f502a46c9c10b2f75cb9f4a,5.0,待处理,解释规则 + 引导行动,逻辑
注意，后台（不是评论区，是后台）回复即可参与抽奖。,banfo,正文段落,中性,2730fa9ae7730ba61638384d19cfff61,4.0,待处理,强调指令 + 消除歧义,逻辑
我不发朋友圈不是有啥保密需求，而是觉得有点浪费。有什么想说的，写成文章发出去不好吗？看的人更多，还能恰点流量涨点粉，一举两得。,banfo,正文段落,中性,01a837a8b496eac62727ca25849c90e8,6.0,待处理,成本效益分析,逻辑
他说以前发段子看大家哈哈哈和点赞还挺开心，但现在觉得没啥意思了。问他什么有意思，他说除了搞钱什么都没意思。,banfo,金句语录,消极,2d1719e5a6e38febeafab874dde2d317,7.0,待处理,价值观转变,逻辑
“月老庙下我爱答不理，财神殿前我长跪不起。”,banfo,金句语录,激昂,68169173633c60dde0f12e08ce14fcda,9.0,待处理,对比反差,对比
