内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
它卖的不是饺子，是大妈,banfo,开头金句,激昂,d72bc1db862c0396c7712254a24fb4f6,9.0,待处理,颠覆认知 + 核心洞察,逻辑
它的核心竞争力是大妈。卖的不是食物，而是大妈的手工。,banfo,正文段落,激昂,51e6cb557ff3281fd6bff9dfa0a0f0cf,8.0,待处理,核心论点 + 价值重构,逻辑
饺子不单是主食，还被赋予了更多意义。它是家的图腾。,banfo,正文段落,积极,794324902d6c11d067aae45ada14067b,8.0,待处理,文化解读 + 情感升华,煽情
吃速冻饺子感觉是没有灵魂的，吃了等于没有吃。,banfo,正文段落,消极,a24dfb2a38e3f2a43d33c577a415df4e,7.0,待处理,制造焦虑 + 情感共鸣,"焦虑,共情,煽情"
最后的折衷方案，是买现包的饺子，回去煮一碗，制造一种家的氛围感。,banfo,正文段落,积极,1dbd306d819fb945c2d09537b74c26cd,7.0,待处理,解决方案 + 情感需求,煽情
此时，它已经不是饺子馆，而是“家人体验馆”。你付的不是饺子的钱，是体验有人给你包饺子的“家人感”。,banfo,正文段落,积极,28771a3049ca2c20b46f78f8c8ab1d65,9.0,待处理,价值重构 + 情感营销,煽情
一个饺子2块你觉得贵，但买个家人感，是不是觉得这个氛围感很划算？愿者上钩。,banfo,正文段落,激昂,83f23b74c1b9421fde1fa0711cf8e5bc,8.0,待处理,价格锚定 + 价值转换,逻辑
说穿了，它排队是因为大家都讨厌预制菜。预制菜没啥不好，但感觉就是没有灵魂。,banfo,正文段落,消极,11e1de6f0a03054737515a03638fc01d,7.0,待处理,揭示本质 + 情感对立,煽情
生活已是钢筋水泥森林，工作已是全自动PUA，食物能不能留点手工业痕迹。排队买现包水饺，是对食物工业化的反抗。,banfo,正文段落,激昂,5e0c11e0ddb2402fdbe99eba9574bcce,9.0,待处理,时代痛点 + 情感共鸣,"共情,煽情"
但这种反抗又充满了荒诞。因为它的馅料、皮都是预制好的，是有保质期的工业品。,banfo,正文段落,消极,28eedab8b330a18a4142d6d25f80579d,7.0,待处理,转折 + 揭示真相,逻辑
所以说，它是一种带有表演性质的预制菜。,banfo,正文段落,中性,5afb15ca54d7b6f6e83911c2b8eb13bb,8.0,待处理,核心洞察 + 精准定义,逻辑
就像在化妆舞会，你看到一个妙人，他戴着“现制品”头套，摘下来一看，其实是预制菜。,banfo,正文段落,激昂,22f513edb36c7e3800dcb6f09beb64fc,8.0,待处理,比喻 + 讽刺,毒舌
于是预制菜+预制菜+手工撮合=手工。,banfo,正文段落,中性,f7cbdb7538374079c6a10244a24da627,7.0,待处理,讽刺公式,毒舌
比起不知怎么来的外卖，它已经算实在了。他们卡了这个BUG。但有BUG的也不是他们，是这个打工人没空做饭的魔幻世界。,banfo,正文段落,消极,ff60a974d18e71462f80abdf32c0a3c1,8.0,待处理,对比 + 时代归因,对比
我爱这个魔幻的世界,banfo,金句语录,激昂,f0468c613acb62d1e0656aeb03d42eb4,7.0,待处理,情感升华,煽情
他的财富密码，是绿色的。,banfo,开头金句,激昂,b8c24959e2d675d78736f0a920050e83,8.0,待处理,悬念设置 + 意象隐喻,逻辑
一旦有任何突破，它改变的就不仅仅是企业自己，更是整个行业。,banfo,开头金句,激昂,4fa29e1b83e9c82608a17d8dd594a871,7.0,待处理,格局放大,逻辑
但这并不是一件容易的事情，想把工业排放的二氧化碳变成绿色燃料，其难度不亚于点石成金。,banfo,正文段落,激昂,770434fa9b77c1ddd833a27e273e7796,7.0,待处理,先抑后扬 + 制造挑战,逻辑
减碳很重要，但真正的减碳一定要配合技术创新而存在。,banfo,金句语录,中性,de6c09de731699bdd9f9c4180c8cc36a,8.0,待处理,观点提炼,逻辑
没有对应的技术水平，很可能碳排放是减了，但成本也跟着增加了。而这些成本，最后还是会转移到消费者头上。,banfo,正文段落,消极,74b81d4451bd9fccfe1063b1a4a523d5,7.0,待处理,揭露痛点 + 逻辑推导,逻辑
有些企业就算讲ESG，也只敢大谈特谈理念，一到技术细节就哑巴了。,banfo,金句语录,消极,464bcf32bfdf82ce63841dfea846c080,8.0,待处理,讽刺对比,"毒舌,对比"
但他研究新能源，选择的是“技术创新型减碳”。,banfo,正文段落,积极,286ed98dd70cfb754994462b8281faf9,6.0,待处理,概念包装,逻辑
这种燃料不但满足了可再生、无污染等对清洁能源的要求，回收二氧化碳的制备过程还能实现碳中和，方方面面都赢麻了。,banfo,正文段落,激昂,fe8e6384c17a4a741bd603ad784a7465,7.0,待处理,多重利好叠加,逻辑
不光是为了环保，而且这种燃料的成本更低、价格更便宜。,banfo,正文段落,积极,95a6d6e441e49573d202763f1c52f350,7.0,待处理,打破刻板印象,逻辑
大家都是很现实的，你让消费者为环保但是更贵的产品买单，那人家肯定要问一个凭什么。有本事你自己付钱啊，你做好事儿，让消费者承担成本算什么本事？,banfo,金句语录,激昂,1d9dd8f3b1411dac645b0289ed2058c7,9.0,待处理,情感共鸣 + 犀利反问,"共情,煽情"
但如果你能提供一个又省钱又减碳的方案，同样没有人会故意对着干。,banfo,正文段落,积极,8eb18cee95656a25a1f03d9b52512f6e,7.0,待处理,提出解决方案,逻辑
想一下原油在人类工业中的地位，就知道这里面蕴藏着多么庞大的商业机会了。,banfo,正文段落,激昂,18161b2ab7b2df29ba0eea572b5b0139,8.0,待处理,格局放大 + 激发想象,逻辑
奔着领跑同行去使劲，大概率走了弯路而不自知。但奔着ESG和减碳去投入成本，却很可能顺便成为行业的先驱。,banfo,金句语录,积极,839ed81a0541e138106d30c5e5ba0e46,9.0,待处理,对比反差 + 揭示深层逻辑,"逻辑,对比"
ESG也好，环保也好，这些东西不能光靠口头呼吁，也不能依赖于道德监督。,banfo,金句语录,中性,9e4f44c8b162566dcf525459328d4002,7.0,待处理,批判空谈,逻辑
