内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
《塞尔达》的破解，任天堂与盗版的无尽战争,banfo,开头金句,激昂,4959bf74144461eb530df3207454c110,8.0,待处理,冲突对立 + 宏大叙事,逻辑
据说某公司一共推出过60多款红白机游戏，比同时期的科乐美和万代还要多，可以说非常讽刺。,banfo,正文段落,消极,daf6ac158334f7e7108558a01b15ca63,6.0,待处理,数据对比 + 讽刺转折,"毒舌,对比,数据流"
但是任天堂不知道，真正恶心的东西，他们还没见过。,banfo,开头金句,激昂,61909a415a01e1bb503a2e02a007535d,7.0,待处理,悬念制造 + 先抑后扬,逻辑
国内的游戏市场本身就贫瘠，大家又没有什么消费正版的习惯，以至于盗版横行。,banfo,正文段落,中性,627a0d6d03e8939b466ec48ccedd2ef9,5.0,待处理,背景陈述 + 因果分析,逻辑
关键很多盗版就是代理商自己放出去的，毕竟卖盗版他不用给任天堂付分成。,banfo,正文段落,消极,c55c935e1257bc2f67094f0eef50174b,6.0,待处理,揭露内幕 + 利益驱动,逻辑
我马里奥竟然卖不出去，世界上怎么会有人不喜欢马里奥呢？,banfo,金句语录,激昂,e2988b386b9cd3a83fabe9ea1890b1d1,7.0,待处理,情感共鸣 + 夸张反问,"共情,煽情"
这些诡异的因素叠加，让任天堂起了个大早，赶了个晚集，一直没有在中国建立起自己的品牌认知。,banfo,正文段落,中性,075843db23cb7fc0d737855ed6ee99c0,7.0,待处理,总结归纳 + 俗语引用,逻辑
注意啊，白嫖游戏，是全人类共同的特色。,banfo,金句语录,激昂,d01840e0a9266b2455a2c0a41f670c48,8.0,待处理,观点提炼 + 普遍性断言,逻辑
这个感觉就像是，小偷直接住到了你的家里来，吃你家大米，玩你的电脑，还打你的孩子。,banfo,金句语录,激昂,b015fc7e02dbcc451a79b9742b7800ff,9.0,待处理,比喻夸张 + 情感共鸣,"共情,煽情"
switch刚推出的时候确实难倒了全世界的黑客，但它还不如3DS坚挺。,banfo,正文段落,中性,00ba21e59d4013d354d00ed37751fc5f,6.0,待处理,先扬后抑 + 对比转折,对比
