内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
潘海利根香水，土骚的极致,banfo,开头金句,激昂,7a052653b692b7a44f89a0de4ee5eec9,8.0,待处理,矛盾修辞 + 制造悬念,逻辑
潘海利根的成功，直接点破了香水赛道的核心关键点——辨识度。香味只是构成辨识度的一部分。,banfo,正文段落,中性,c54a6db0112334dcf0d9e022d9304658,7.0,待处理,核心观点提炼,逻辑
对于一般消费者而言，香水只有两个作用：送礼和自用。,banfo,正文段落,中性,835c7b1c8bb6c087a15e2e471fd39fc9,6.0,待处理,二分法分类,逻辑
送礼的目的是获取对方好感。如何获取？让对方知道你花了“钱”和“心意”。重点是，让对方知道这东西不便宜！,banfo,正文段落,激昂,25ebe3a9a358229188aa0efee8ad5619,8.0,待处理,设问自答 + 强调核心,逻辑
潘海利根直接把“钱”和“心意”两个维度拉满，确保了对方一定知道。,banfo,正文段落,中性,9612e288a25d1841eba4799a7fa56517,6.0,待处理,总结论证,逻辑
别人的产品都是玻璃瓶，而它是黄铜，还雕刻了各种动物脑袋，整得跟根雕盲盒一样。,banfo,正文段落,中性,24f9a66ec48b6ba2684d315562509a4d,7.0,待处理,对比 + 具象化比喻,对比
土骚到极致，仪式感拉满。所有要素都在怼着脸提醒对方，这东西不便宜。,banfo,正文段落,激昂,234b6d7c8828231ce7c897a52b10c801,8.0,待处理,矛盾统一 + 夸张,逻辑
你花了钱，花了心思。她知道你花了钱，知道你花了心思。双赢。,banfo,正文段落,积极,aaaf2f603076e71690562910a5875412,7.0,待处理,递进 + 结论,逻辑
谁告诉你送礼一定要对方喜欢了？又是谁告诉你香水是用来闻的？礼物，用来表示重视。香水，用来送礼。,banfo,正文段落,激昂,c3c879be70fdbaef02f6ffdc7219989a,9.0,待处理,反问颠覆 + 重新定义,逻辑
要贵，要花心思，要对方喜欢，还TM要有惊喜。比不可能三角还多一角。我愿称之为送礼钝角。,banfo,正文段落,激昂,e5cfdbd9cb540701defd9e86340b40b7,9.0,待处理,排比 + 幽默比喻,逻辑
别闹了，送礼就是，送一个出其不意的骚。,banfo,金句语录,激昂,a2781b15d06adcf9b80b9bbe173ad8b6,9.0,待处理,金句总结,逻辑
潘海利根成了一个很诡异但又不出错的答案。它在无法确保对方喜欢的条件下，提高了“经济”和“心意”两个属性。就算对方不喜欢，也否认不了你的付出。,banfo,正文段落,中性,94a8a54d9d98b9f482bdc49622c9e7af,7.0,待处理,矛盾统一 + 价值分析,逻辑
这就是为什么潘海利根这么火，不是因为多么对，而是不会错。,banfo,正文段落,中性,7a24d9afe732da0d77572efa7cb3bf1d,8.0,待处理,对比 + 核心洞察,对比
很多人精致起来，是想“对自己好”。但大多数人，对于“对自己好”这件事是没有概念的。,banfo,正文段落,中性,81fcdbedc25936c9b259445c5e5d868b,7.0,待处理,指出普遍痛点,逻辑
那怎样算对自己好？买大家认为好的东西，买有辨识度的东西。,banfo,正文段落,中性,3f2ccbcb80d8ad85faf47a31a76d7a04,6.0,待处理,设问自答,逻辑
所以很多人有钱之后的第一辆车，就是保时捷；暴发户第一个手表，离不开劳力士。因为这是大家都“认”的东西，是“对自己好”的标志。,banfo,正文段落,中性,37e90d81d072e42315bb6fb21d694c47,7.0,待处理,举例论证,逻辑
如果你对香水没有深入的认知，没有明确的香味喜好。潘海利根就是你刷完朋友圈后得出结论的“好”香水。因为这东西是公认的。,banfo,正文段落,中性,dba16205a01fbace816b7f163a47e816,7.0,待处理,用户画像 + 解决方案,逻辑
那些个花里胡哨的设计和名字，都是氛围感的一部分。,banfo,正文段落,中性,50cb66c29c1147fbe1a7360ea7a11e70,6.0,待处理,价值点提炼,逻辑
在这种情况下，潘海利根又赢了。只有钱包，输了。,banfo,正文段落,消极,823e672a9f55a6a73dee8845f080b391,8.0,待处理,幽默转折 + 共鸣,共情
最近因为抽奖小程序的调整，我们的抽奖方式从之前的金额抽奖换成了比较通用的京东E卡，会安排寄送实体京东E卡。,banfo,正文段落,中性,3b7405cace9fb92d6d17a88452434849,4.0,待处理,解释说明,逻辑
大家可能都不知道新的领奖流程，不清楚的朋友可以往下看，具体的操作流程放在下面了，非常简单。,banfo,开头金句,中性,25d3229cd02aa621df55e9a4c39cf33c,4.0,待处理,制造悬念+降低预期,逻辑
从开奖到填写地址，一共给到大家5天时间。5天截止后，小程序会停止填写，我们安排发货。,banfo,正文段落,中性,845d312565cc5194c1a9ba9992758306,3.0,待处理,规则说明,逻辑
从开奖到最终收货大概需要8—12天不等，超过这个时间没有收到奖品的读者，可以后台留言给我们，运营会跟进奖品问题。,banfo,正文段落,中性,71616d89998cbf6eb812b09a432f474a,5.0,待处理,设定预期+提供解决方案,逻辑
当然，大家在参与过之后，也欢迎多多给文章本身三连啊~感谢支持。,banfo,行动号召,积极,0570929138797b21c0847659759aaa41,5.0,待处理,请求互动,逻辑
抽奖本身设置的是不允许分享，唯一的入口就是文章结尾的链接。这是只给我们读者的专属感谢，非读者跟我们无关。,banfo,正文段落,积极,a1f932333cd5394989105a9ade1d3014,7.0,待处理,制造稀缺性与专属感,逻辑
还没有关注另一个账号的朋友，也欢迎多多关注。,banfo,行动号召,积极,caa62af071081da32020af362a32403e,5.0,待处理,引流,逻辑
在后台点击最下方对话框回复特定关键词，即可获得所有进行中的抽奖链接，点开每条蓝链进入对应文章，滑到文章底部即可参与抽奖。,banfo,正文段落,中性,988e1dff7f541d067204e090d5e81c42,6.0,待处理,提供便捷方法,逻辑
很多朋友不知道自己中没中，以及中了以后具体怎么操作才能领奖。,banfo,开头金句,中性,73c117c5d4dad8afc3208fe923618749,5.0,待处理,共情痛点,共情
必须在开奖后的5天内填写好收货地址，超期就等于放弃这次中奖机会了，后续将不安排发货。,banfo,正文段落,激昂,9e9b198b46cfe57312972f18da6d7103,6.0,待处理,强调规则+制造紧迫感,逻辑
是不是非常简单清晰了？,banfo,正文段落,积极,2debd7717dcc488ee2a04e205a7de41e,4.0,待处理,互动确认,逻辑
这里再提醒一下中奖的朋友！一定要在开奖后的5天内填写好收货地址，超时视为主动放弃！,banfo,正文段落,激昂,268d677f897f40b791c6ac81e9a043b7,6.0,待处理,重复强调+制造焦虑,焦虑
我从开始写公众号开始，就坚持给大家回馈，还是那个道理，没有大家我算个屁。所以我应该回报大家，有来有回才是真正的长期关系。,banfo,金句语录,积极,d7e54932e3ef9bd1bfeded8553abed49,8.0,待处理,情感共鸣+价值观输出,"共情,煽情"
