内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
不管你喜不喜欢科目三，海底捞都必须干,banfo,开头金句,激昂,e2dcf59c783665aa3e3b04b65d77e822,8.0,待处理,制造争议 + 断言,逻辑
吵闹，就对了。争议，就对了。他看着你们吵吵闹闹，开心得不行，吵闹越多越好，争议越大越好，一切都是计划的一部分。,banfo,正文段落,激昂,b760b3046b6585be2261f633004b32fd,8.0,待处理,逆向思维 + 揭示动机,逻辑
海底捞目前的定位就是赛博夜店平替。,banfo,正文段落,中性,447739ef46ca03f4cac1aa89114ff963,7.0,待处理,重新定义 + 概念嫁接,逻辑
一个没有话题度的饭店，可以靠味道活下去。一个不热闹没有话题度的夜店，还做啥啊，除了房东没人笑得出来。,banfo,正文段落,消极,dbc73cd97fa6cf71a2059d1aeabe7df4,7.0,待处理,对比论证 + 归谬法,对比
海底捞去多了，你就会意识到你是去赛博夜店找氛围感的。,banfo,正文段落,中性,9010ec5e03e0da251aa3f295a1172850,7.0,待处理,认知颠覆 + 用户画像,逻辑
所以你要真觉得海底捞是火锅店，那太贵了。但如果你把他们理解为是夜店平替，火锅蹦迪，那太有性价比了。,banfo,正文段落,积极,ee438983fe0c098a10be1fff0406155a,8.0,待处理,认知重构 + 价值转换,逻辑
海底捞是披着饭店皮的赛博夜店，提供的是各种情绪价值和热闹甚至心理治疗，他明明可以直接收钱，但还是给你送了点吃的东西。,banfo,正文段落,激昂,0432398d6c9808485d0c8c419efb1777,9.0,待处理,比喻 + 夸张,逻辑
我都不敢想象我拿吃海底捞的钱去隔壁社区老火锅炫，能吃得我多么阳光开朗。,banfo,正文段落,积极,47bddd5948f6639eae1ac0ad5f827a0f,7.0,待处理,对比 + 夸张,对比
因为图的就不是味道和实惠啊，而是服务和氛围啊。,banfo,正文段落,中性,60704bac895ecc970bdd8eca56f87b40,7.0,待处理,核心洞察,逻辑
为什么每一个综合体都把海底捞当父亲？,banfo,正文段落,激昂,91a387fa9fed79487062779b8f6c0642,8.0,待处理,设问 + 比喻,逻辑
