内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
硫磺皂，不负如来不负卿,banfo,开头金句,激昂,6fb41f20a1501f6deec93d883817f56f,9.0,待处理,文化嫁接 + 反差制造,对比
我读小学时看《地雷战》，一硝二磺三木炭就是火药。肥皂加硫磺，就是把黑火药的主要成分塞进了肥皂里。,banfo,正文段落,激昂,00d855477ebb1a7807149f8e6a655dad,8.0,待处理,类比联想 + 制造惊奇,逻辑
这东西只要两块钱，证明我们不仅物资充沛，武德更加充沛。,banfo,正文段落,积极,2ff54f7cb7b948f2b71c4c527bec0d22,8.0,待处理,价值升华 + 民族自豪感,逻辑
普通肥皂讲科学，硫磺皂只讲暴力美学，平等干掉你皮肤上所有生物，你就不会有问题。,banfo,正文段落,激昂,dbf761c264bf4064abab51436c0b1154,9.0,待处理,对比反差 + 拟人化,对比
把这两种肥皂连着用，当场感受什么叫放下屠刀立地成佛。,banfo,正文段落,激昂,dceb26fb32f047e64c42b7d4e727c5d3,7.0,待处理,场景化 + 幽默夸张,逻辑
氨基酸皂基主打柔和温存，皂基主打别墨迹，给细菌斩草除根。,banfo,正文段落,激昂,e3642228c401b7db272d37c67f3591d7,7.0,待处理,拟人化 + 对比,对比
皂基分子一头亲水一头亲油，一边破甲一边穿透，在碱性环境里能推平油脂的坟头。,banfo,正文段落,激昂,0c9bff2ac95e22272abb945a643d4740,8.0,待处理,拟人化 + 暴力美学,逻辑
皮脂腺一个月的存货五分钟弄没了，好比攒了一年年终奖房东涨租，攒了六神装队友投降，考上研究生导师跳槽。,banfo,正文段落,消极,f802d2372cb1a69e1003f14295819ce8,8.0,待处理,类比 + 制造共鸣,共情
它能不跟你急吗？是我我都想给你两拳。,banfo,正文段落,激昂,c808d9a2fa49491cbb07d592d769df8e,7.0,待处理,拟人化 + 幽默,逻辑
硫磺的作用就是，平等的干掉你皮肤表面的所有东西。,banfo,正文段落,激昂,fe153d7c7ffbd9aea7d7d544334c7f30,8.0,待处理,核心观点 + 暴力美学,逻辑
如果杀不死，那不是硫磺的问题，是你使用方法的问题。,banfo,正文段落,激昂,0cfcf1383062d90714cd562377268b0b,7.0,待处理,绝对化 + 制造权威感,逻辑
疥疮这么猛的东西硫磺都能干掉，你那点细菌一瞬间骨灰都没了。,banfo,正文段落,激昂,9d49508fdf974c0354571408a2160683,7.0,待处理,对比 + 夸张,对比
很多人说用它后感觉脸都薄了一层。自信点，把感觉去掉。,banfo,正文段落,激昂,15da0aca0e5346907fa2f455fbec0f5e,7.0,待处理,互动 + 幽默肯定,逻辑
很多人说皮肤有毛囊炎或痘痘，感觉被它洗爽了。自信点，把感觉去掉。,banfo,正文段落,激昂,af9308e99347b46a3549cacca6ddf223,7.0,待处理,互动 + 幽默肯定,逻辑
我表哥相亲失败就是因为用硫磺皂洗了三回脸，鱼尾纹都快被磨平了，姑娘骂他娘炮，说不喜欢刷酸的男人。,banfo,正文段落,激昂,24305593bed0e1e6472abc9f5753a62a,8.0,待处理,故事化 + 幽默夸张,逻辑
真猛男拿它洗脚后跟死皮，一皂下去脚比脸都嫩。,banfo,正文段落,激昂,7f51818a457cd8067fc05a991baa2d81,7.0,待处理,场景化 + 反差,对比
我本来身高一米八三，用硫磺皂洗了几回脚，现在只有一米七五。都怪硫磺皂。,banfo,正文段落,激昂,3094dd4d587c2d5c0a6223432bf99ce0,8.0,待处理,幽默夸张 + 归因谬误,逻辑
你说还有细菌真菌的问题，但我说了，一切问题只源于火力不足。,banfo,正文段落,激昂,ee54ab8d85b34f089ff76db541dd5277,9.0,待处理,核心观点 + 暴力美学,逻辑
细菌本来躺得好好的，突然头上被顶了一把枪。细菌懵了。七步之外，枪快。七步之内，枪又准又快。,banfo,正文段落,激昂,6a9204de3929ab209bc8ba7d3bb75c39,9.0,待处理,拟人化 + 场景化 + 引用梗,逻辑
硫磺皂加特林菩萨枪口一开一息三万六千转，边念边超度，弹匣不空，誓不成佛。,banfo,正文段落,激昂,b32fdb4d0989e39e024dc40dc118a1c3,10.0,待处理,文化嫁接 + 暴力美学 + 拟人化,逻辑
干掉你后我再念经，不负如来不负卿。,banfo,正文段落,激昂,843c3dee6558e5fa63203e66d528338c,9.0,待处理,文化嫁接 + 反差,对比
别问硫磺为什么这么猛，它与砷结合，差点在白素贞身上拿到KDA10.0。,banfo,正文段落,激昂,60ad4dce1f9dcbf3f572776fae32f6dd,9.0,待处理,文化梗 + 游戏术语 + 幽默,逻辑
一块85g的硫磺皂，在细菌眼中，就是导弹犁地。,banfo,正文段落,激昂,fa85d0f9344b770a9f885c1a2438a7dc,8.0,待处理,比喻 + 暴力美学,逻辑
别人用贵肥皂是凡尔赛，你用硫磺皂是凡尔登，洗完澡不敢打喷嚏，怕留下十二英尺的大坑。,banfo,正文段落,激昂,853f1b8639983eeac2c1117849549343,8.0,待处理,谐音梗 + 夸张,逻辑
回家一开门，老婆看到一只苍蝇进了门。老婆都得劝你，别光驱虫，也得驱驱邪。,banfo,正文段落,激昂,5150396bb2192fb7dcb2da74d85c89b0,7.0,待处理,场景化 + 幽默夸张,逻辑
对细菌的毒打，软硬兼施。,banfo,正文段落,激昂,bf91bcf20ef2ba849776833e1fe96233,7.0,待处理,拟人化 + 成语新用,逻辑
搓澡师傅手劲大，打完硫磺皂后，每一次推拉都是炮弹装填，每一次摩擦都担心自己易燃易爆炸。,banfo,正文段落,激昂,203a6da9d0c234729e113f4e541f2596,8.0,待处理,场景化 + 比喻 + 制造紧张感,逻辑
灰垢纷纷扬扬如同雪，灰烬中的你粉粉嫩嫩如同新生。,banfo,正文段落,积极,2a9f433f57cf08e6ebe95b5448713f5f,8.0,待处理,诗意比喻 + 反差美感,对比
师父拿水泼你，拍拍你，示意好了。你站起身，你知道。你，燃起来了。,banfo,正文段落,激昂,72863bd87a93da61024f5848f5248913,8.0,待处理,场景化 + 双关语 + 情绪高潮,逻辑
国货最大的问题就是太便宜。,banfo,金句语录,激昂,ef859e3577fe30747699fc7250eb2c5e,9.0,待处理,反常识观点,逻辑
一个国货品牌36年不换包装，捡别人家剩下的盒子发货，不是因为它就喜欢穷鬼人设，而是因为产品平均毛利率只有15%上下，跟同行差了太多太多，那是真的没钱啊。,banfo,正文段落,消极,8cd68ab7c8e5fd2e1633cb88d7bba522,7.0,待处理,事实对比 + 揭示真相,"对比,数据流"
国际日化巨头最近一个季度毛利率是52%，再考虑到产品均价的差异，你猜猜看实际上和低毛利国货差了多少？,banfo,正文段落,激昂,c8914b00d1865bc21d126ad4f49672e8,6.0,待处理,数据对比 + 制造悬念,"对比,数据流"
我用一个国货行李箱，真就是怎么折腾都折腾不坏，最大的担心是以后传给孩子的时候款式会有点过时。,banfo,正文段落,积极,cc41167656693bb7bf0cac200678b4ce,7.0,待处理,个人体验 + 夸张幽默,逻辑
但进口拉杆箱一个能卖几千块，国货拉杆箱用料更足更耐用，却只敢卖几百块，就这个还被人嫌贵，因为当你卖这个价的时候就有人拿更便宜的塑料货跟你比。,banfo,正文段落,消极,b321722b3efef02ba23f7e3e6c64ecc0,7.0,待处理,价值错位 + 消费者心理,逻辑
同样是卖鞋子，同样是成熟的工业品，这些外国品牌能在营销上砸的钱和投入的资源是很多国货品牌一辈子想都不敢想的。,banfo,正文段落,消极,629b8998208fa98be88f458a608ec5c1,6.0,待处理,对比强调 + 资源鸿沟,对比
就算是割，我宁可是国货赚我这么多。,banfo,金句语录,激昂,1986f9842efa832d244ea5946cda469b,8.0,待处理,情感站队 + 金句,煽情
我知道你良心，知道你正义，但软弱的正义不是他喵的正义。,banfo,金句语录,激昂,a4fb62a53dc433b31ff651150b7e7550,9.0,待处理,转折强调 + 金句,逻辑
正义需要高强功夫来保护，要有菩萨心肠，更要金刚手段。,banfo,金句语录,激昂,1e354f29cb0f825b4112dc1fc24c8891,9.0,待处理,比喻升华 + 金句,逻辑
你别管它吹的牛是不是真的，只要它能把我牛叉、我值这个价在消费者面前重复一万遍，故事再讲一万遍，再找最顶级的代言人吹一万遍，就是会有人信、有人买、有人自发吹捧。,banfo,正文段落,激昂,5af504f2e4358415496ca6bd6cb7be74,8.0,待处理,营销本质 + 重复洗脑,逻辑
而你总是想着便宜，想着低毛利，想到最后便宜便宜什么都便宜就属你的品牌最便宜。,banfo,正文段落,消极,e55aaff934e96375e7b9e2301b30aa99,7.0,待处理,恶性循环 + 警句,逻辑
不涨价死路一条，没有利润率，怎么给供应链砸钱？怎么砸广告？怎么搞自研？怎么买渠道？怎么把产量拉起来？那点破毛利买水军都买不到专业的还玩个屁啊。,banfo,正文段落,激昂,2ffb180faa6b7b08f0c2dd5f8c8e9fff,8.0,待处理,排比质问 + 揭示困境,逻辑
便宜让子品牌去干，主品牌必须往高里钻。,banfo,正文段落,激昂,e9fce07a48c62138b34d0098e213d804,8.0,待处理,品牌策略 + 金句,逻辑
为什么很多消费者都是没钱的时候买国货，一有钱了还是想折腾点有逼格的？关键就是品牌没做好，但问题是就这么点利润空间你让它们怎么去做品牌？怎么去砸研发？,banfo,正文段落,激昂,fd6dc7a3c76dc2859a39b36f677fd5c1,8.0,待处理,灵魂拷问 + 揭示核心矛盾,逻辑
不要觉得包装不重要，大家现实里都说老实人好怎么就是擅长包装自己的人更吃香？老实人努力了一辈子怎么就落得不咋地的代价？,banfo,正文段落,激昂,744f7eafa0be07ed5467778dddc36087,7.0,待处理,类比论证 + 社会观察,逻辑
如果手里有大把预算，谁还愿意自己上个班上成鬼畜全明星，谁不想到处撒币让人忘不掉自己,banfo,正文段落,激昂,34536e04b288d0f32d43170e9b7d88a8,7.0,待处理,换位思考 + 幽默自嘲,逻辑
你不光要做得好，还要说得好，让大家看见你的质量、你的品牌、你的逼格都不差，你得让你的消费者把你用出去的时候骄傲得笑靥如花。,banfo,正文段落,积极,ad3e4c249ce2c03528c51f236543c07e,7.0,待处理,品牌价值 + 情感共鸣,"共情,煽情"
但现在你回头再看，唯一能和顶级国际品牌对标的，就是那个敢于定高价的国货。这个标，大家就是认。这个溢价，市场认了，消费者也认了。,banfo,正文段落,积极,d4449bb0422fb075a3611a2c44bfa253,8.0,待处理,成功案例 + 价值认可,逻辑
但你何曾见过行业领导者给你讲性价比，给你拆解产品的每一个细节成本，告诉你不赚你钱？市场的天花板，从来没讲过省钱。,banfo,正文段落,激昂,e391b32394b0ceeb963bf34bbc368920,8.0,待处理,反面例证 + 价值主张,逻辑
