内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
瑞幸加茅台，华尔街跪下来,banfo,金句语录,激昂,d3ddc9bcb01a01bc01fe10114f95b312,9.0,待处理,夸张比喻 + 文化符号碰撞,逻辑
就像大家之前回复摸鱼一样。,banfo,正文段落,中性,dc0da9ae3848c4d1b41b6b05d1920e99,3.0,待处理,类比 + 降低操作门槛,逻辑
继蜜雪冰城卖炸串以后，又出现一则令餐饮界后背发凉的消息。,banfo,开头金句,激昂,ad52a438c901e1e5b44f8c47274f356e,7.0,待处理,制造悬念 + 行业危机感,逻辑
茅台和瑞幸推出联名咖啡了，酱香拿铁。说真的，我是唯一不觉得意外的。,banfo,正文段落,中性,2322fdbe14755d75b9aa7456ef0a6b55,6.0,待处理,先抑后扬 + 建立权威,逻辑
我作为商业鬼才，一向是大预言家。,banfo,正文段落,积极,936011889e90d2c322e1d7be228157ac,5.0,待处理,自我标榜,逻辑
但可能他们是跑的太快了，跑出破风声了，导致没有听到我的真心建议。,banfo,正文段落,消极,ba35a3b6cc555c46ccbac69f7a9f6ce2,7.0,待处理,幽默自嘲 + 暗讽,逻辑
现在，瑞幸加茅台，已经是华尔街的亲爷爷了。,banfo,正文段落,激昂,783aff1825cb0d7fff08a32cf0dff25c,8.0,待处理,夸张比喻 + 身份升级,逻辑
本来打算以普通人的身份与你们相处，可换来的却是疏远，不装了，我是咖啡之王，我摊牌了。,banfo,金句语录,激昂,8599742e0465abbf1f214a35a7fe95ed,9.0,待处理,经典台词化用 + 身份反转,逻辑
一万多家门店，卖起酱香拿铁，我都不知道同行们该如何应对。,banfo,正文段落,激昂,5a674efbdbba8169956eeeedc499a55a,7.0,待处理,制造焦虑 + 实力碾压,焦虑
我茅台的微量元素一加，你们和门捷列夫加一起还欠我八百多。,banfo,金句语录,激昂,053d8abe723be7b2ecb17ee57d2c73e1,8.0,待处理,夸张对比 + 专业降维打击,对比
茅子哥搞产品的时候，黔灵山上还未必有猴，劝你们不要在我们贵州茅台面前装，你们一起上吧，我晚上还有局。,banfo,金句语录,激昂,89127442fbc206b99640ba0d1e910c1a,8.0,待处理,历史碾压 + 嚣张挑衅,逻辑
茅子哥的毛利率是94.19%，不是因为茅子哥不完美，是因为数学还有极限而已。,banfo,金句语录,激昂,a71129996d99812dc476adf2bed972c7,9.0,待处理,数据震撼 + 凡尔赛,数据流
9.9，酒，点酒。谜底就在谜面上。,banfo,金句语录,积极,a6c0378bf50b72a0a88b783b217a6180,7.0,待处理,谐音梗 + 点破玄机,逻辑
还库某？也配做对手？在茅子哥面前，那已经是裤衩子了。,banfo,正文段落,消极,157dfeba8be1108030a586623dda3f0d,6.0,待处理,贬低对手 + 形象降级,逻辑
瑞幸这头蹦蹦跳跳的小鹿就是为了驮着台子哥给你们送病危通知书去的,banfo,金句语录,激昂,259dcc12344057fa6e116c21f9006f69,8.0,待处理,意象重构 + 致命威胁,逻辑
这Luckin的几个字母拆开，就是同行们，ICU，N你K快L了。,banfo,金句语录,激昂,f6d8e1782b626e7b4e1b546d55e7effa,8.0,待处理,字母解构 + 诅咒式预言,逻辑
怎么你都退市了，这个账号还能异地登陆的？用挂是吧？这么玩儿是吧？,banfo,正文段落,激昂,9c0a45be50c34aa9e10164cfe8a46d82,7.0,待处理,游戏比喻 + 荒诞质问,逻辑
有挣钱的主意现在你才掏出来，硬是跟我们玩起了延迟满足，合着我当年玩的是删档体验服？,banfo,金句语录,消极,b8f63f77217195ff00b6147134f5ea02,8.0,待处理,游戏比喻 + 受害者心理,逻辑
我明明人在曼哈顿南，怎么就感觉自己去了趟缅北？,banfo,金句语录,消极,5e218cf56c338e1fd340b7cff019a3a7,8.0,待处理,地域反差 + 被割韭菜的荒诞感,对比
