内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
因为平台的调整，参与形式从直接点击链接变成了后台发送暗号获取链接。,banfo,正文段落,中性,a853948dfd8524704c21a446433c530d,5.0,待处理,规则变更说明,逻辑
别问为啥，我只能说问平台去。,banfo,正文段落,激昂,5f7bf37358b9703b9910ef86e8d8e2ef,4.0,待处理,重复强调 + 转移责任,逻辑
我也没辙，现在不仅你们麻烦，我也麻烦。,banfo,正文段落,消极,7e8c2831a0cc8a4b8658106556fc05c4,5.0,待处理,共情 + 转移责任,共情
我们只能服从平台规则。,banfo,正文段落,中性,de2c42b0ed3e3eac471bee730846b937,5.0,待处理,规则服从,逻辑
为什么不发电子卡？因为太麻烦了，如果还要统计邮箱、拍照刮卡，嫩死我算了。,banfo,正文段落,激昂,0bf5f62fae62e7595efadb4cf58eb1f0,7.0,待处理,设问 + 夸张表达,逻辑
发实体卡可以兼容送礼和自用，收到快递的时候，能更好的感受我的爱。,banfo,正文段落,积极,bcb87b49c4b8d6f6feec8110ccb00bcd,7.0,待处理,用户价值 + 情感连接,煽情
大家可能都不知道新的领奖流程，不清楚的朋友可以往下看，操作非常简单。,banfo,开头金句,中性,4b4bda5b44b98d3b7f39151154b27a7b,5.0,待处理,制造信息差 + 引导阅读,逻辑
这是只给我们读者的专属感谢，非读者跟我们无关。,banfo,正文段落,积极,8039743dc14d1ac5cdcb6d7a95ae85d8,7.0,待处理,圈层划分 + 价值感塑造,逻辑
我从开始写公众号就坚持给大家回馈，没有大家我算个屁。我应该回报大家，有来有回才是真正的长期关系。,banfo,正文段落,积极,267661f15615041b87238a9868ae92fe,8.0,待处理,感恩 + 价值主张,逻辑
感谢大家一直以来的支持，也期望多多关注，多多阅读文章，一键三连。,banfo,行动号召,积极,87038e8305bcb1fb74e8b69a4924836b,6.0,待处理,感谢 + 引导关注互动,逻辑
这是一个神奇的男人，你完全猜不出他会写出什么。点击关注，你将感受到一个朋克的灵魂，且每篇文章都有惊喜。,banfo,行动号召,激昂,fa99f4f053a8ee7d01ce44614e410dc9,8.0,待处理,人设塑造 + 悬念引导,逻辑
世界上最讨厌仅退款的，其实是丰巢,banfo,开头金句,激昂,3c02b7ecf25a7e68b99a8756f071f724,9.0,待处理,反常识洞察,逻辑
打开以后，对不起，是我讲话大声了。,banfo,正文段落,激昂,d3b509701dbf7d134e7427490fd0fedc,7.0,待处理,先抑后扬 + 制造反差,对比
今年前五个月，经调整后的净利润2.19亿。,banfo,正文段落,中性,f406763bb8bb96f572391d2518778f7d,5.0,待处理,数据支撑,数据流
丰巢的增长故事是，“消费者智能交付”。,banfo,正文段落,中性,0c2efa70db213b8b74abb5c0afd1ffaa,6.0,待处理,概念包装,逻辑
2023年前五个月还是3.3个亿，2024年前五个月就已经干到了6.9个亿。,banfo,正文段落,中性,b44e1288c8c3ec7d54c46a4d6018c7d4,6.0,待处理,数据对比 + 强调增长,"对比,数据流"
所以，丰巢笑了。好日子终于来了。,banfo,正文段落,激昂,4162005e1e60798aa31c7a7789b614b7,7.0,待处理,拟人化 + 情绪转折,逻辑
互联网的尽头是带货，真心不是一句虚话。,banfo,金句语录,中性,ac37a702571d4c99c4fc153ee2d0daf1,8.0,待处理,总结规律,逻辑
哪怕只是因为被骗了上了社会新闻，都会火速开始带货。,banfo,正文段落,激昂,895cf36fdceb825612612c5aa9f4c4d4,7.0,待处理,夸张举例,逻辑
人家叫你一声家人，你就知道自己太南了，因为已经不知道北在哪里了。,banfo,金句语录,激昂,f9fc52f482ecc5c8a6b0d56fc4810db8,8.0,待处理,谐音梗 + 情感共鸣,"共情,煽情"
等货到家里了，你脑子清醒了，钱包开始叫了。,banfo,金句语录,激昂,331c2cc46f9211193e5930807f68980c,8.0,待处理,场景化 + 拟人化,逻辑
直播间的退货率高，相当于把丰巢的翻台率给提高了。,banfo,金句语录,中性,4837a6af68da827152b39519bd29e6df,8.0,待处理,类比（餐饮翻台率）,逻辑
多开一次门，就多赚一次钱。,banfo,金句语录,中性,596a42e2f84ee918caa7a61f6f359830,7.0,待处理,简洁有力的商业逻辑,逻辑
到最后只有需要不断翻台的丰巢，悄咪咪地赚到了。,banfo,正文段落,激昂,47a6d98614d6ae62dde136dd9d99cd0b,7.0,待处理,对比 + 揭示赢家,对比
编剧情，掉眼泪，每个主播都值得一座小金人。,banfo,金句语录,激昂,1553b8e4b1dbeeebc74345d2196d4705,8.0,待处理,讽刺 + 夸张,毒舌
只是每一次卖力表演赚的钱，最终都会有一部分流向了丰巢。,banfo,正文段落,中性,2b94d8979df2452793d08215aba18ce4,7.0,待处理,揭示隐秘利益链条,逻辑
万物基于卖水。苹果接近4万亿美金的市值，就是明白了这个真理。丰巢，也明白了。,banfo,金句语录,中性,b9307dcb1328f332ba151c82b82e944a,9.0,待处理,类比（淘金卖水） + 拔高立意,逻辑
所以讲真，世界上最讨厌仅退款的，其实是丰巢。别光退款了，退货啊退货啊退货啊！,banfo,行动号召,激昂,48add34f3fc3cb184d3620f36b721355,8.0,待处理,呼应开头 + 情绪宣泄,逻辑
喝某品牌矿泉水能生男孩？生物学都傻眼了,banfo,开头金句,激昂,70d910c3432af8ecf602892f61934493,8.0,待处理,制造悬念 + 挑战常识,逻辑
这东西就非常抽象，抽象到起飞。,banfo,正文段落,激昂,de9d6cb8b220d72322d425fafc350a15,6.0,待处理,夸张比喻,逻辑
这简直是行为艺术，生物学大厦都要蚌埠住。,banfo,正文段落,激昂,05142d1efb4487d2b38798d73f3a2b3d,7.0,待处理,拟人化 + 夸张,逻辑
都是蓝色的皮肤，迅雷都不如你会下载。,banfo,正文段落,激昂,d5810ad175e3b0b9437411b99f39c071,7.0,待处理,网络梗 + 讽刺,毒舌
看到这一幕时我下意识看了我的大肚子，再看了看我手边的某品牌矿泉水，头都大了，我就说我最近这么爱吃酸的辣的呢，感情是揣上了。还是龙凤胎。,banfo,正文段落,激昂,fdb43c7cc166d557b9f1fa712e90770d,8.0,待处理,自嘲 + 归谬法,逻辑
我作为一个父亲，一直以为孩子是父母爱情的结晶，没想到在有的人眼中是酸碱的结晶；,banfo,正文段落,消极,767692c29c1ecb7e563a897dc18ba13d,9.0,待处理,情感对比 + 讽刺,"毒舌,对比,煽情"
我一直以为，生物学上说人体的酸碱平衡是稳定的，是不会轻易改变的，大家是都知道的。万万没想到在有的人眼中是时而酸性，时而碱性的，想改靠食补就完事了。,banfo,正文段落,消极,d4a5dd4dbfada902725e6b4a06569a2f,8.0,待处理,认知反差 + 讽刺,"毒舌,对比"
老师你是一盘老醋蛰头吗，你怎么这么善变呢？,banfo,正文段落,激昂,f13c92eda921a9e2ff4e9c80daaa6392,7.0,待处理,比喻 + 反问,逻辑
要是吃碱的就生儿子，一不小心吃点酸的就能生闺女，那照你这个逻辑，西游记里的女儿国得在山西。,banfo,正文段落,激昂,fd81977d3c8bdc795fbdba7c59b99694,8.0,待处理,归谬法 + 文化梗,逻辑
酸碱体质理论是一个伪科学家在二十多年前编出来的，这人在十年前就因为无证行医真治死了人被抓了，光罚款就罚了美元一亿多。,banfo,正文段落,消极,7e1fe5ecae8d1c397f41256d526f6d59,7.0,待处理,事实揭露,数据流
三体人都觉得他太极端了。,banfo,正文段落,激昂,d3d24a068e8eabadf9c53ac6aa7ac6b9,7.0,待处理,文化梗 + 夸张,逻辑
这套理论都属于互联网老旱厕的沉淀物了，万万没想到，能够在现在被人扬起来，还因地制宜的进化出了中国本土版。,banfo,正文段落,消极,42bf5b9b0733b63b9aef66f70482d672,8.0,待处理,比喻 + 讽刺,毒舌
照你这个逻辑，你老公是酸性的，你是碱性的，那你俩可千万别睡铁床上，不然你们会组成一块原电池啊。你俩这生娃不是生娃，是骗新能源补贴。,banfo,正文段落,激昂,e87aa227ea1b5ed21ef0afbc082eec10,8.0,待处理,归谬法 + 时事梗,逻辑
你们生孩子先别着急上户口，你们得先上绿牌。,banfo,正文段落,激昂,b16c370176a1f3483ff8cccae6c33d12,7.0,待处理,时事梗 + 讽刺,毒舌
说到底，这套不就是批了伪科学皮的酸儿辣女理论吗？不就是宣传重男轻女吗？不就是宣传女儿低贱，男孩高贵吗？,banfo,正文段落,消极,88f20bc06e26ad804e80af0d6053d25f,9.0,待处理,层层递进 + 价值批判,逻辑
咋图片是超清的，你思维是大清的，建国这么大的事儿，祖坟就没人托梦给你吗？,banfo,正文段落,激昂,5368451ae96854fae66b9b0043a27989,8.0,待处理,对比 + 讽刺,"毒舌,对比"
吃酸的就生儿子，吃辣的就生女儿，一不小心吃了一碗酸辣粉，还能生个龙凤胎。,banfo,正文段落,激昂,4f64ac0208ae11e9dac7bd5cdfd6f84b,7.0,待处理,归谬法 + 幽默,逻辑
老师咱体内的DNA链松得跟棉裤一样，那我建议咱就千万别吃藕粉了，不然咱再生个哪吒出来。那才是真正的藕霸。,banfo,正文段落,激昂,9871a9cfba11ad30bcd5154819ae3447,7.0,待处理,比喻 + 文化梗,逻辑
你要是信玄学，那老师它名字里都带母了，你为什么指望着它能生儿子？你这么想生儿子，为什么不喝娃哈哈？,banfo,正文段落,激昂,b81ef326ddd32c84f1f981c7b1540db3,8.0,待处理,归谬法 + 品牌梗,逻辑
它要是真那么有效，喝了它就能怀孕生娃了，那子母河不叫子母河，叫某品牌河；巴黎也别先修圣母院了，先修个它。,banfo,正文段落,激昂,b16107a5b613bbc2efdbbfbcfd01d44d,8.0,待处理,归谬法 + 文化梗,逻辑
孩子爸爸看着某品牌矿泉水，蓝色的瓶子越看越绿，想把孩子退货了，还得走国际快递。对方不光撤回了一个会员，还撤回了一个孩子。,banfo,正文段落,激昂,3d075c31b613628b009e6530d49c3c2c,8.0,待处理,比喻 + 讽刺,毒舌
真就图着碱性大，那应该偷喝下水道疏通剂啊，那个是氢氧化钠，劲儿大；,banfo,正文段落,激昂,e754c3112f55b5ec8839793ffd6645f9,7.0,待处理,归谬法 + 讽刺,毒舌
它就是一款一块多的矿泉水，居然能在降尿酸的同时让人生儿子，那我是婴儿我都傻了，他怎么区分开我和结石的？有没有可能我其实是一块尿结石？,banfo,正文段落,激昂,0b88f51e93c0e643418546ccc73baf5e,8.0,待处理,自嘲 + 归谬法,逻辑
诶呀，本来想生儿子的，但你爸当初吃海鲜吃太多了，尿酸太高体质太酸了，某品牌的弱碱性矿泉水都救不过来。其实你不是你爸的女儿。你是，海的女儿。,banfo,正文段落,激昂,5a9d9c78054ac030818807193b4e539b,9.0,待处理,故事化 + 文化梗,逻辑
你说你不信？那为什么不问问神奇海螺呢？,banfo,正文段落,激昂,ea09935190acc415f7f01fbb33902172,7.0,待处理,引用梗 + 讽刺,毒舌
