内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
最近饮料行业卷无可卷，已经开始卷到保健饮料了。提神醒脑是标配，0糖是常规操作，电解质水是新锐，真先锋看人参泡水，硬核朋克直接康复新液兑水喝。这已经不是社畜续命，是把大家往超级赛亚人培养了。,banfo,开头金句,激昂,0a1008217d12d798a1af56a6caf63f70,7.0,待处理,夸张对比 + 制造焦虑,"焦虑,对比"
为了征服消费者的钱包，大家各出奇招。传统赛道有农家必备五谷杂粮汁。别人0糖去碳水，它碳水全家福。就像一个得了糖尿病大爷跟你说喝粥有益健康。玩的就是一手以毒攻毒。,banfo,正文段落,激昂,a15f285e7c6315e9801bde61ad89d901,7.0,待处理,讽刺对比,"毒舌,对比"
针对年轻人熬夜猝死的恐惧，有一整根人参养生熬夜水。死亡，才是最大的消费动力。,banfo,金句语录,激昂,2ff438802ba234403e4a35a61c509919,9.0,待处理,洞察痛点 + 金句,逻辑
水龄超万年的古董矿泉水，地球母亲的纯正母乳，莽荒时代的地壳精酿，情绪溢价高到爆表。,banfo,正文段落,激昂,447f4b8c75a55c1b960e9686a7f98590,7.0,待处理,夸张比喻,逻辑
还有直接帮你全身补水的玻尿酸水。嘴巴喝水，皮肤补水，谁说男孩子不能水嫩多汁？,banfo,正文段落,激昂,41ed716ca2788fae44f73be1464e4906,7.0,待处理,打破刻板印象 + 幽默反问,逻辑
你说这东西有用吧，不能脱离剂量来谈效果。你非得说没用吧，安慰剂也是有效的。,banfo,正文段落,中性,307e9bd14a15d71bcba112bb677a3b78,6.0,待处理,辩证分析,逻辑
大家卷来卷去，几年出一批，再过几年死一批。说好一起养生，你却偷偷进了坟。,banfo,金句语录,激昂,e62b676289f970d6aa8211e37bbd2879,8.0,待处理,幽默总结 + 反差,对比
在一众卷得飞起，死得飞快的保健饮料中，六个核桃独树一帜。因为他活得像是开了锁血挂一样。,banfo,开头金句,激昂,a4f399e39b6f89f8a3ca59121270363f,7.0,待处理,游戏化比喻 + 引出主角,逻辑
六个核桃，六十亿，折合一个核桃十个亿。文玩核桃，弱爆了。,banfo,正文段落,激昂,d1c0dddcdf955243b4818b8c86a1b6d7,8.0,待处理,数字换算 + 幽默对比,对比
真正的原因是，他早早地参透了一个消费市场的真理。再唬人的功能，都是虚的，而让你的产品成为社交货币，才是活下去的真理。,banfo,金句语录,中性,1266e381f3920ff858bfebe96d877bed,9.0,待处理,核心观点 + 金句,逻辑
为什么功能养生的饮料大多活不久？因为它们本质上只有“噱头”，没有“卖点”。,banfo,正文段落,中性,f05bf27d2a95df769436480f83a774f2,7.0,待处理,设问 + 核心区分,逻辑
今天要低脂，明天要无糖，后天要高纤维，大后天就要热量炸弹往自己嘴里炫。这就让大多数饮料只能短期流行。,banfo,正文段落,激昂,7e0b8d3accaf478ba0cdff47d43e7702,7.0,待处理,排比 + 揭示消费者善变,逻辑
给自己买，不长久。给别人买，才长久。,banfo,金句语录,中性,4c7a1d9c1f9253f81ed06d5c65003132,8.0,待处理,对比金句,对比
如果你问我它是不是真的能补脑，我会建议你多喝一些。,banfo,正文段落,激昂,006c82dd6f530d12ce20578e9876c39e,7.0,待处理,幽默回避 + 暗示,逻辑
补啥都是补。你没办法给“补脑”下一个明确的定义。,banfo,正文段落,中性,574d40e9e850f313db3100b97fe0f1f0,6.0,待处理,模糊化概念,逻辑
人家没说“补脑”，但本质还是“对脑子好”。这东西管用不管用不重要，重要的是送这个，代表一种祝福。,banfo,正文段落,积极,2e4ded421b0411ffe7208feddb23d067,8.0,待处理,揭示真实价值（情感价值）,煽情
毕竟，没有小孩会觉得自己笨，没有父母会觉得孩子够聪明。,banfo,金句语录,中性,e5e71730135b3c3d7135f9026aaa547b,9.0,待处理,洞察人性 + 金句,逻辑
它看起来是针对学生和小孩子，实际针对的是孩子背后的家长。,banfo,正文段落,中性,9d93bb4abdd874430c4a050820868dfd,7.0,待处理,揭示真实目标用户,逻辑
送礼，需要共识。,banfo,金句语录,中性,e39cd1006c457a40b965bc8ca48db529,7.0,待处理,核心观点,逻辑
当功能成为共识的时候，去纠结是否是智商税就没意义了。不信你看看钻石？,banfo,金句语录,激昂,2c0db17883a1cb9d66d0c3bba73ad17c,9.0,待处理,类比论证 + 金句,逻辑
送礼，不是送给用户的，是送给客户的。送礼，不是给人吃的，是给人看的。送礼，送的不是功能，是诚意。,banfo,金句语录,中性,fbfdf0125c0a70fbc077cb9bba30e20d,9.0,待处理,排比 + 揭示送礼本质,逻辑
所以，它的销售旺季永远都在春节。钱包受罪季，送礼大旺季。,banfo,正文段落,激昂,613a053921511f8fe6fd3e9c2d319eac,7.0,待处理,总结规律 + 幽默表达,逻辑
电视时代的消失，反而成了它最大的护城河。,banfo,正文段落,中性,70c6223cc58480e2afc9eb8473be8088,8.0,待处理,逆向思维 + 竞争壁垒,逻辑
车门焊死，路被堵死。,banfo,正文段落,激昂,dc54f1d402d895fb2c269ca2cc4f9e19,7.0,待处理,生动比喻,逻辑
不为补脑，而是为了你好。,banfo,金句语录,积极,41acd021089d4827f56440c46d899397,8.0,待处理,情感绑架 + 金句,煽情
生意不是打打杀杀。是人情世故。,banfo,金句语录,中性,240d145d56c5203b8312f70c1e2baddf,10.0,待处理,总结升华 + 金句,逻辑
