内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
塞尔达拯救了我的婚姻。,banfo,开头金句,激昂,a5e682ff6f1b9694862478520bd490c2,9.0,待处理,悬念制造+反差对比,对比
我们的婚姻没有任何问题。没出轨，没吵架，没经济危机，房贷还清，双双升职加薪。一切都非常好。但没有问题本身，就意味着问题。因为太平淡了，太无聊了。,banfo,正文段落,消极,a92845126f2021b60d9b4ec58be8a202,8.0,待处理,先扬后抑+揭示深层矛盾,逻辑
但就是失去了热情。倦怠、疲乏、沉默的时刻多了。更直接地说，是彼此没有需求感了。不需要对方的存在。,banfo,正文段落,消极,2eded6bd091fd61a7960222cd67ba044,8.0,待处理,直击痛点+概念提炼,逻辑
就像西游结束了，师徒四人还会在一起吗？,banfo,金句语录,中性,d3cd6bfbe5d7a97d5be0d597fcd4f924,7.0,待处理,类比隐喻,逻辑
太理性的人，总会把成功都归功于时代红利和运气。,banfo,金句语录,中性,549aa085e9f4b28e6a3731969615ee1b,7.0,待处理,洞察人性,逻辑
科技和现代分工摧毁了家庭协作的场景。外卖、扫地机器人、保洁、洗碗机让家务活少了。两个人打配合的机会越来越少，对对方价值的认可就越少。,banfo,正文段落,中性,191525de9bb20a5f05b48ec5290a648b,7.0,待处理,因果分析+时代观察,逻辑
我喜欢打怪，她就喜欢过神庙。她喜欢解密和智力挑战，我方向感好总能找到神庙。所以我们配合得很好：我找神庙，她解锁；我跑地图，她组装载具；我偷袭怪物，她帮助小精灵。主打互相配合，各司其职，都能找到乐趣。,banfo,正文段落,积极,f05af397c534926cea55a023dbafc0de,8.0,待处理,场景化叙事+互补共赢,逻辑
最关键的是，我们靠这个事情重新看到了对方的价值，是欣赏。她看我完成高难度任务时，眼里有崇拜。我看她过神庙时，想起了她辩论时的神采飞扬和初入职场拼尽全力的模样，好像回到了最初在一起的状态。,banfo,正文段落,积极,0d616baa74f842473c6a936c5c642883,9.0,待处理,情感升华+回忆唤醒,煽情
婚姻久了，最大的问题就是很难再对彼此产生激情。长期生活中，对方最不堪的一面你都见过，如果连【需求感】都没有，爱慕就很难持续。,banfo,金句语录,中性,97af56c1cc9af0ee8a40220e336714e6,9.0,待处理,核心观点+概念强调,逻辑
婚姻关系不是简单的爱恋升级，而是一种经济合作。这种合作不仅是门当户对、资产重组，更是遇到事情时能一起当队友。古代的男耕女织，就是典型的经济互助和最小单位的打团战。,banfo,正文段落,中性,4ce8ead5750ac649ecba6231ce9f8e0c,8.0,待处理,重新定义+历史类比,逻辑
【需求感】的维持，需要两个人找一件事去共同完成。生孩子是一个，但太奢侈且难反悔。组队打游戏也算，但很挑游戏，容易互相埋怨。从这个角度说，塞尔达很安全，可以让你重新找到【需求感】。,banfo,正文段落,积极,06acdc2121aea3599fad51c4000b5ef4,8.0,待处理,解决方案+对比论证,对比
不仅仅是婚姻关系，任何两个人都是如此，有事儿有目标一起做，大家感情才会好。,banfo,金句语录,积极,2b34da8fe1d37fe08663d8afce326379,7.0,待处理,观点普适化,逻辑
就比如吃这顿饭吧，我完成了扫码点菜的工作，那剩下的买单剧情可能就需要你来解锁了。服务员，买单。,banfo,正文段落,激昂,5eb69bb99e61d137c4e90665610c6608,7.0,待处理,幽默类比+场景迁移,逻辑
我笑了，说你别急，我还没吃饱。接下来，是我的点单回合。于是我又点了几个菜。他说行吧，那后面是我的回合，我先去上个厕所。然后再也没回来。,banfo,正文段落,激昂,0e7f8b2c74887bd3fd111df726f27c1a,8.0,待处理,反转+幽默收尾,逻辑
多少社畜因为烘干机逃不出亚朵？,banfo,开头金句,激昂,2ceb774af4f56d40024f36645f7c6470,8.0,待处理,制造悬念+痛点提问,逻辑
我有几个过去只住万豪的羊毛党朋友开始去住亚朵了。,banfo,正文段落,中性,427265b10010cc1feb445c822e3ffa13,6.0,待处理,对比反差+现象引入,对比
不是为了省房费，而是省洗衣费。,banfo,正文段落,中性,fe1d63a26545b6d19ae957da48a3c030,7.0,待处理,转折揭示核心动机,逻辑
但住几天万豪，就会换到亚朵住一天。而是去亚朵洗衣服。,banfo,正文段落,中性,6193e3d36a7d51cac015c58363cc3d6f,7.0,待处理,行为反差+强调核心功能,对比
夏天气温炎热，只要在外面多走几步路，每天都可能会有洗衣服的需求。,banfo,正文段落,消极,b0880427ab939a263913e98d064416f4,6.0,待处理,场景化痛点描述,逻辑
洗衣机不是重点，重点是烘干机。,banfo,正文段落,中性,3907117c837e63af99db90cdedd2a4d4,7.0,待处理,转折强调核心差异点,逻辑
洗完以后，晾干就是一个问题，我以前经常拿吹风机狂吹。,banfo,正文段落,消极,078ed3623f7d2b16b236c4de4c1b4481,6.0,待处理,痛点共鸣+个人经历,共情
有了烘干机，这个问题就直接解决了。,banfo,正文段落,积极,f9cf251c3e4f14f8678f57c8e0d6ad76,6.0,待处理,解决方案陈述,逻辑
