内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
理想汽车治好了他的精神内耗,banfo,开头金句,激昂,e267fb9c310137ec8de5a9d4168d38cf,8.0,待处理,制造悬念 + 情感共鸣,"共情,煽情"
当年发明安全带的时候，还有一群人跳出来反对说没用的。,banfo,开头金句,激昂,0cf293a53a85e2e0786bd80a0aad6f02,7.0,待处理,历史类比 + 先抑后扬,逻辑
车么，是的，能开就行。但是全家桶和垃圾桶里面的东西都能吃，能一样么？,banfo,正文段落,激昂,63b0d355f75274d8ddebd233b3e6fb0c,8.0,待处理,类比反驳 + 制造反差,对比
市中心景点和后山垃圾填埋场改造的小区，都能住，能一样么？,banfo,正文段落,激昂,7d744c9f9587f81387ca21861854f801,7.0,待处理,类比反驳 + 制造反差,对比
我和世界首富平均收入几千个亿呢，能一样么？,banfo,正文段落,激昂,e0dcdb4ecf1187a85e7f4a446dbd4cb3,8.0,待处理,类比反驳 + 制造反差,对比
和女朋友分手那天，自己摇下车窗看着她远去的背影流泪。下面的评论是，这个年头连个电动车窗都没混上，怪不得和你分手。,banfo,正文段落,消极,e9f772d2d712b4ba6904af8981778f12,9.0,待处理,故事引入 + 情感共鸣 + 制造焦虑,"焦虑,共情,煽情"
真的，当你习惯这些科技后，你就会发现原来的生活回不去了。,banfo,正文段落,激昂,a4a2ee6684ed7594f05f0b63bdeba7f8,8.0,待处理,观点陈述 + 制造依赖感,逻辑
都吐槽指纹锁不安全。我就问你，体验过这玩意的人，还有拿钥匙的么？,banfo,正文段落,激昂,d29a63dabb49a2987a97129d5d767a9d,7.0,待处理,设问反驳 + 制造共识,逻辑
手机就能关灯后，冬天还想冲刺回被窝么？,banfo,正文段落,积极,6cabaed266fbf0676de72c422a1d0097,7.0,待处理,设问反驳 + 制造场景共鸣,共情
语音就能把家里的家用电器调教的和科幻电影一样，那还愿意过没有网的生活么？,banfo,正文段落,激昂,6a3d49cc098e4489093cf1fc9b783284,8.0,待处理,设问反驳 + 制造向往,逻辑
智能化能改变我们居住的习惯，迟早也会改变我们出行的习惯。,banfo,正文段落,激昂,393980aa15a13bd0d394887bb6029805,7.0,待处理,观点陈述 + 趋势预测,逻辑
导航出现之前，多少人说还是问路靠谱？主动安全普及之前，多少人觉得自己的脚靠谱？,banfo,正文段落,激昂,96625ecca7bea23b479189aa7bfffe95,8.0,待处理,历史反问 + 制造反思,逻辑
全套智能家居上车之后，还有谁觉得车子智能化没用呢？,banfo,正文段落,激昂,bde5cc6f709216dd0f35bf61d3b151f4,7.0,待处理,反问强调 + 制造共识,逻辑
你用不上，不代表别人用不上。,banfo,正文段落,中性,7a9fd252070b1010829a220de21a6aa8,6.0,待处理,观点反驳 + 制造包容感,逻辑
一切的差距，就像天方夜谭和天方夜壶一样，字面上差不多，实际上……,banfo,正文段落,激昂,bcb3f78a9f664c4d34f04cb6770228ec,9.0,待处理,类比反差 + 制造悬念,对比
车这东西向来都是买新不买旧的，毕竟过了几年，新车的功能旧车什么修理厂都弄不出来。但智能化时代不一样。很多功能都是基于软件和算法实现的。只要基础的硬件在。那软件方面就是普渡众生。,banfo,正文段落,激昂,d7d06a2bb37a6dcccb09d999405324e4,8.0,待处理,观点转折 + 制造价值感,逻辑
我老婆刚学会开车的时候我很紧张，总担心她撞到别人或者被别人撞。如果她当时开的是理想，我就放心多了。,banfo,正文段落,积极,418ebbbf9d9084735a2144f407666e62,7.0,待处理,故事引入 + 情感共鸣 + 制造需求,"共情,煽情"
她过不去的路口，辅助驾驶能。她进不去的停车位，自动泊车能。她只要能用语言表达明白自己想干啥，那新的系统就都能听懂。,banfo,正文段落,积极,6cb33d2f03006e57a3ad6ac77982e1da,7.0,待处理,排比列举 + 制造能力感,逻辑
智能车机和智能手机很像，共享最新的操作系统。但是又和智能机不一样，因为智能车机的每次升级，都是重大改变。相当于亚古兽一跃成为战斗暴龙兽。,banfo,正文段落,激昂,2eaf01d7b3535883cebffd0faa75256c,8.0,待处理,类比 + 反差强调 + 流行文化梗,对比
上个版本中，冰箱彩电是硬件，是家具。现在的版本中，智能家居才是软件，是灵魂。,banfo,正文段落,激昂,a1de84bda38990b5ddaf5f7e2d250802,8.0,待处理,版本对比 + 制造进化感,对比
这玩意，就是黑科技，哈利波特看到了都得直呼罗恩还是这玩意儿好使。伏地魔表示谁也不服就服理想。因为他们的魔法，撑不起这样的想象力。,banfo,正文段落,激昂,265091d5539b4546ef593a83ebeb4446,8.0,待处理,夸张类比 + 制造崇拜感,逻辑
下个学期开始，霍格沃兹改学给扫把编程。把魔法的世界，变成魔幻的世界。,banfo,正文段落,激昂,16b04170e1674ceda0570700acae47cd,9.0,待处理,场景想象 + 制造未来感,逻辑
这是一个神奇的男人，你完全猜不出他会写出什么，他自己也不知道。点击关注下方账号，你将感受到一个朋克的灵魂，且每篇文章都有惊喜。,banfo,行动号召,激昂,f4fa0230df71636632e12a23ea605044,6.0,待处理,人设塑造 + 制造好奇心,逻辑
最近很魔幻，那就是理想月销超过了五万台。更魔幻的是还有人和我说均价都要摸到40w的理想都月销五万了，自己要是不努力赚钱，以后就只能买得起BBA了。,banfo,开头金句,激昂,1ba486f6978f7127ca8f010e4df82863,7.0,待处理,制造反差 + 身份焦虑,"焦虑,对比"
如果有人能把BBA价格打下来，那以后大家买车就不去4S店，而是去你家。真的，到时候理想的老板都亲自去你家拜访，因为那才是真正的汽车之家。你就是4SSR店。,banfo,金句语录,激昂,7e4b273cad9b8bd2f074371628b0a550,8.0,待处理,夸张比喻 + 身份代入,逻辑
月销5000靠性价比。月销15000靠大沙发和大彩电。月销30000，还可以说很多人不懂车，被理想忽悠了。但是月销50000，还是均价摸着40W去，这已经不是靠性价比和大电视能解释的了。,banfo,正文段落,中性,ba2c3275a840a3cc23e7cd708dfc21db,7.0,待处理,递进反驳 + 数据论证,数据流
过去叫人家想子，谁见了都嘲讽一句增程垃圾。现在看销量叫人家想哥，问问增程神教还能不能多个左右护法。,banfo,金句语录,激昂,c9076467f98bc86b1b431bfb867aedce,8.0,待处理,今昔对比 + 网络梗,对比
所以说这车都不该叫理想，该叫里程碑。最起码在中大型豪华SUV这个品类里，理想做到了里程碑式的销量。,banfo,金句语录,积极,2fc3b29db20b3b5d21ea09fa467ed18a,8.0,待处理,重新定义 + 价值升华,逻辑
过去是把男人玩明白了。现在则是把全家人都玩明白了。,banfo,金句语录,中性,d54afe57654eaddaa749f47c01e088af,9.0,待处理,精炼总结 + 用户洞察,逻辑
驾驶感这东西，只能打动司机一个人。但是智能化这玩意，能把全车人都打动了。,banfo,正文段落,中性,0275b0172b22e52d33e81c77e6282e0f,8.0,待处理,对比突出 + 核心观点,对比
这里有一个不等式，那就是会开车，不等于了解车。就像大家都会用电脑办公打游戏，但也没多少人懂编程。,banfo,正文段落,中性,fa3013e367061cf7792acb5a3e76a52e,7.0,待处理,类比论证 + 揭示本质,逻辑
他惊呼好几年不换车，竟然都进化成这样了，变形金刚是不是他们家搞的？,banfo,金句语录,激昂,2d1481ed70f3b136f19fee6155dde527,7.0,待处理,夸张比喻 + 情感共鸣,"共情,煽情"
对于我们这种成天看车圈新闻的人来说，感觉这些东西都见怪不怪。但对于开了一辈子传统油车的中老年来说。这太神奇了。,banfo,正文段落,中性,d9c72c07cd9844d3ad0001ec0c8f602f,6.0,待处理,视角切换 + 制造反差,对比
真皮沙发和绒布座椅早就见惯了。百公里加速多少多少，一辈子也用不上。但是这尼玛语音关窗户是真好玩。,banfo,金句语录,积极,60fb727e8fefa1a2e51d62078548a474,7.0,待处理,否定传统 + 肯定新体验,逻辑
他回应说这辈子最不喜欢做的事情就是开车，什么驾驶感，最好的驾驶感就是不要让我驾驶。只要动动嘴，车能自己跑。,banfo,金句语录,激昂,97b03a2d67a336d971397fd077308e83,9.0,待处理,颠覆认知 + 用户真实需求,逻辑
过去只有主驾有记忆功能。现在副驾也行。上车开个氛围灯，换两首符合氛围的音乐。顺便打开座椅按摩。这是回家模式之前的回家模式。,banfo,正文段落,积极,6285015ea6775d8f1d0ef9d0ff490bbb,7.0,待处理,场景描绘 + 体验升级,逻辑
带他来之前，我对理想的更新嗤之以鼻。带他来之后，他对我嗤之以鼻。,banfo,金句语录,激昂,a0fefc57d2647c706e7e835e8de1f073,8.0,待处理,身份反转 + 幽默自嘲,逻辑
