内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
三只松鼠的核心竞争力，是足够笨,banfo,开头金句,激昂,182493440f1d705384a7fedacdc6a790,9.0,待处理,反直觉定义,逻辑
是不是自有品牌，有没有自有工厂，这是画在零食品牌上的一条金线。,banfo,开头金句,激昂,ad21ebed02c69a8346c43514343c5209,8.0,待处理,定义标准 + 制造对立,逻辑
而他，是目前唯一站在金线之上的那一个。,banfo,正文段落,激昂,d55c09dd5371f4f682bab6ccc9ef610b,7.0,待处理,树立标杆 + 制造稀缺,逻辑
不好说以后别人能不能跟上，但至少现在，当前，此刻——就是只有他做到了。,banfo,正文段落,激昂,26093f1a17133f4285b0f0bc7c63221b,7.0,待处理,强调当下 + 强化唯一性,逻辑
这条金线里也没有什么秘密，就是有没有决心，敢不敢往里面砸钱的问题。,banfo,正文段落,中性,c51abd826a808e354befd6a03a5d5838,6.0,待处理,解构复杂 + 回归本质,逻辑
不服？有决心，那你也砸。,banfo,正文段落,激昂,cc36f325dd78a65aa8b2164120cea335,7.0,待处理,挑衅 + 提出挑战,逻辑
卷，都卷起来，谁都别跑。,banfo,正文段落,激昂,abc5bd5e18a88753afacad0c07c5aaff,8.0,待处理,情绪宣泄 + 制造群体压力,逻辑
我几个月前建议实体店门口装摇摇车，当时门店还不多。结果好家伙，现在光在浙江就开了100家店，搞不好摇摇车都定制了。这开店速度，3D打印都没这么快吧？,banfo,开头金句,激昂,a8dc7254838aa4e6c087a28f6c60a9b9,7.0,待处理,先抑后扬 + 制造悬念,逻辑
别人都在海里扑腾挣扎，它搁那儿开着航母大杀四方。,banfo,金句语录,激昂,8b30bfae3b1665f9645e334d1f04c4f2,9.0,待处理,比喻夸张,逻辑
凭什么？是因为它更聪明吗？不。恰恰是因为它足够笨。,banfo,开头金句,激昂,b737ce938d946044d929684e8e4edf18,8.0,待处理,设问反转,逻辑
大部分零食品牌卷来卷去，都是在营销和包装上卷。这是很聪明的选择，成本低、周期短、见效快。投个头部主播，链接一上，成本马上收回。产品靠供应商，品牌躺着赚钱不香吗？,banfo,正文段落,中性,22621ed08e63989bf9b17196029d9bb9,6.0,待处理,对比铺垫,对比
只有三只松鼠，作为自有品牌，得珍惜羽毛，像个莽夫一样砸钱做自有工厂。这是最笨的笨功夫，但练成了，就无人能敌。,banfo,正文段落,积极,c52e4d751a283977a5311b8846e2fce1,8.0,待处理,先抑后扬 + 价值升华,逻辑
好处是灵活，没负担，随时可以跑路。坏处是，产品全看供应商的良心。而良心，你可以期待它有，但不能赌它有没有。,banfo,正文段落,消极,6f387cbdc7f7ec4df915f4464291efd0,8.0,待处理,利弊分析 + 金句点题,逻辑
自建工厂，纯商业看效率很低。把钱投到实业，变成机器和工资，是增加风险，从买卖人变成干活的。有厂了，就没法随便跑路了。,banfo,正文段落,中性,0181bf4afff3de9b5d48635d6ecb5866,6.0,待处理,风险揭示 + 口语化调侃,逻辑
但好处是，只要有厂，产品就跟别的品牌有本质不同。别的品牌吹得再厉害，只要靠代工，就没法和有厂的比。,banfo,正文段落,积极,ff0c6071d1205ea0f59598aca140e948,7.0,待处理,核心论点,逻辑
这种违反经济学规律的魔幻结果，靠什么做到？就是靠前期舍得砸钱，把大笔钱投入到自有工厂上。,banfo,正文段落,激昂,1063a66162d9512ba4c3e4057a9a7865,7.0,待处理,设问解答,逻辑
制造业没什么神话和秘密。原材料成本效率渠道，大家都看得到，算数也容易。只有自己有厂，是自有品牌，才可能做到真正的性价比。,banfo,正文段落,中性,40dfd96c2e190e33863b6a4d074386bf,7.0,待处理,破除迷思 + 核心结论,逻辑
注意，性价比和纯粹的便宜是两码事。性价比的前提是产品性能过关，而性能过关最好的保障就是自主掌控供应链、自有品牌。,banfo,正文段落,中性,c63d099cbdce52346b622924d535b0c9,7.0,待处理,概念辨析,逻辑
如果一个牌子只跟你说它有多便宜，其实就代表它不敢提便宜背后的代价。,banfo,金句语录,消极,5e9fb4caf89948b7da1f0cd646c7776b,9.0,待处理,洞察金句,逻辑
现在价格成本很透明。零食制造业成本尤其透明，想把东西做便宜太容易了——无非是降原材料等级、加厚包装、提高添加剂，其实你吃不出来。,banfo,正文段落,消极,4dd0e7eb6f897b83da485e84a158869d,7.0,待处理,揭露行业潜规则,逻辑
只要足够不要脸，想做到多便宜都可以，各种科技与狠活往里面加就好了。,banfo,金句语录,消极,d58cd529026d9dc7826b65802460b50a,8.0,待处理,夸张讽刺,毒舌
它确实便宜了，但你敢吃吗？一个东西真要是太便宜了，其实也不建议大家入口。,banfo,正文段落,消极,1598a4a59022fe0e3142ef28ebb237a9,7.0,待处理,反问警示,逻辑
这就跟买猫粮一个道理，太便宜的反而不敢买。渴望贵吗？当然贵，但很多人还是会咬咬牙买渴望。杂牌子卖十分之一价格，问题是你敢给猫吃吗？,banfo,正文段落,消极,0f4086cfbf3059510bd74667bd24983e,7.0,待处理,类比论证,逻辑
你给宠物吃东西都知道先保证质量再谈价格，给自己吃的东西怎么就忘了呢？咱吃零食是为了开心，又不是在做化学实验。,banfo,金句语录,消极,32ea72b8a2321c49ff9b48d42660068e,8.0,待处理,情感共鸣 + 讽刺反问,"毒舌,共情,煽情"
