内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
努力，没有选择重要。,banfo,开头金句,激昂,68828d744374c341fadc2545d05d3c48,9.0,待处理,核心观点前置,逻辑
他像极了读书时的学霸，很努力很聪明，但选错了专业，结果过得还不如很多考得一般但专业选得好的同学。,banfo,正文段落,消极,67a1b9a0f4b40d150815f5eec43b3ae3,8.0,待处理,类比论证,逻辑
他确实砸技术砸得猛，能看出这是一家真想长期干下去的公司，捞一笔就走的不会做这么重。,banfo,正文段落,中性,5c214b4dde0bb77b1d222b72fdd66ab1,7.0,待处理,先扬后抑,逻辑
但可惜，选择比努力重要。他属于押错了赛道，投入巨大资源赌未来，要么大赢要么大输。,banfo,正文段落,激昂,8416c4f30078c152c390361dba751dd7,8.0,待处理,转折强调,逻辑
可以说，他直到G6，才终于回过味儿来了。从P7之后的产品，就没明白消费者要啥。,banfo,正文段落,消极,84e4c8adf8a8cebdac75aed11b5bfac0,7.0,待处理,点明问题,逻辑
蔚来知道消费者是谁，要什么，尽可能满足。理想更进一步，不仅满足消费者，还满足全家，理解家庭和孩子满意才是第一购买力。,banfo,正文段落,中性,2f174e0f31963021096bb7f8e875a9ea,8.0,待处理,对比论证,对比
他就像消费者想要A，他非得给BCD，还要夸自己BCD做得多牛。做得很好，但有啥意义？,banfo,正文段落,消极,c8e240f6a6b0c8ab778d6141324b6715,8.0,待处理,比喻讽刺,毒舌
他不努力吗？不聪明吗？没有技术吗？但选择不对，就是不行。,banfo,正文段落,激昂,03ea7be0867406144cbc9309a6f2f98b,9.0,待处理,排比反问,逻辑
为什么当年P7大卖？答案很简单：好看，好看，好看，性价比高。消费者要的，就是那么简单。,banfo,正文段落,积极,8e8053a728637396366f7fe9ec9260a2,8.0,待处理,自问自答,逻辑
一个更好看、性价比更高的特斯拉。给消费者塞满就完事儿了。,banfo,正文段落,激昂,a641925094c2c7c5f78dce1b1f4702bc,7.0,待处理,直白总结,逻辑
他的成功路径一直非常清晰：好看+性价比拉满。但不知道为什么，他一直巧妙绕过了正确答案。,banfo,正文段落,消极,b64752e878b0191ba7a33509ded7df77,7.0,待处理,矛盾揭示,逻辑
真正的问题是，为了增加溢价，整天讲超充和自动驾驶。现阶段对消费者影响没那么大，消费者不愿意为此买单。,banfo,正文段落,中性,fc160a362690d60e36a5c5bdaef7c78a,8.0,待处理,指出核心矛盾,逻辑
消费者愿意为沙发冰箱彩电KTV空间买单，但不愿意为自动驾驶和超充买单！,banfo,正文段落,激昂,13be6fd9e2f8ba27b80a18dcf91e6132,9.0,待处理,对比强调,对比
超充酷吗？酷！牛吗？牛！但你让消费者为此付溢价？别闹啦。,banfo,正文段落,激昂,2c19ae2dde197b9cca4d695cbab82a16,8.0,待处理,先扬后抑+反问,逻辑
现实中大多数消费者充电，能快很好，但不需要那么快。一晚上能充满就足够了，大家不是紧着那1小时用车。,banfo,正文段落,中性,9241b36d641d80ce44129a815b1d57aa,7.0,待处理,场景化反驳,逻辑
超充很酷，但不如降价几万块更酷。就像换电很酷，但不如降价几万更酷。,banfo,正文段落,激昂,bc63a1b8ff8c8e32b4b0654eda739822,8.0,待处理,类比总结,逻辑
所有吹自动驾驶的人都无法回避灵魂一问：自动驾驶撞了，谁赔谁坐牢？,banfo,正文段落,激昂,883c314d9d3f8f108f7c4184d3916eea,9.0,待处理,灵魂拷问,逻辑
如果让车主赔，那他绝不会愿意为自动驾驶多掏钱，因为会觉得花钱买自动驾驶就是花钱坐牢。,banfo,正文段落,消极,1ee6d061b3ab8459ca27d531c294ee65,8.0,待处理,逻辑推导,逻辑
国产买断制单机游戏死了都十年了！在坟里伸出手给他点个赞。,banfo,正文段落,消极,16e90aed04baec7fd4ebe68a189af865,7.0,待处理,讽刺类比,毒舌
自动驾驶和超充很酷，但指望消费者为此付更高溢价不现实。砍掉它们，便宜几万，消费者会多很多。,banfo,正文段落,中性,7cba39fc5f5190722c1b64532ce68442,8.0,待处理,解决方案,逻辑
自动驾驶和超充是未来，但不是现在。他当下最需要的，是活过现在。,banfo,正文段落,激昂,8ca7b87567b4bbeafa593273d6348ed4,9.0,待处理,时间维度对比,对比
就像23年前就有外卖平台，十几年前就有流媒体盒子。时代的脾气从来不好，来晚了没饭吃，来早了要吃大耳刮。,banfo,正文段落,激昂,b9253ed15f40f004b6c947c80d3e04be,9.0,待处理,历史类比,逻辑
他充分证明了自己很努力，也有技术，但更证明了选择比努力还要重要。,banfo,正文段落,中性,0c8486357fbf044002d6e02e79778b2f,8.0,待处理,总结升华,逻辑
雀巢咖啡看似谁也打不过，其实无敌到寂寞,banfo,开头金句,激昂,7d9dae8d6d2d5644e842c94c55a712a7,9.0,待处理,反差对比,对比
