内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
蔚来简直是二手电车大魔王,banfo,开头金句,激昂,1c29dbcbd6c179f603e2f250bd013c4a,8.0,待处理,夸张定位,逻辑
这是一个我做梦都没梦到的事情，特别离谱但又特别合情合理。,banfo,开头金句,激昂,20e968d6d15df7fb1bd6c8fe2f0a6ba7,7.0,待处理,制造悬念,逻辑
最近我突发奇想，想折腾二手电车，去逛了一圈发现，蔚来几乎是二手电车的唯一选择。,banfo,正文段落,中性,a1e6dc2806fe37692c16b4f431faad09,6.0,待处理,个人经历引入,逻辑
电车二手最麻烦的是什么？其实是那个破电池，都担心电池衰减。,banfo,正文段落,消极,728dbcb267dd655b83210e26aeae35e7,7.0,待处理,提出问题,逻辑
而蔚来有换电啊。你不用担心电池衰减，因为你可以去换电站直接换一块儿。,banfo,正文段落,积极,cb1a0e5d6f372dfe6396bc3539fb0293,7.0,待处理,解决方案,逻辑
对于买二手车的人来说，这相当于官方背书啊。,banfo,正文段落,积极,e0b4cf252def01199df94a55cb540772,8.0,待处理,价值提炼,逻辑
二手电车最大的盲盒就是电池。没人知道这电池续航还剩多少。被磕碰到什么程度。是不是一个丢了拉环的手雷。随时准备释放压力。,banfo,正文段落,消极,231c32ab62121b4fa9393d9faf72b923,9.0,待处理,比喻制造焦虑,焦虑
但蔚来不一样，他没这么多弯弯绕绕。只要开到换电站。电池已经不行的车，换电站直接不收。那这车也就不用买了，说明有内鬼，立刻停止交易。,banfo,正文段落,积极,9e7e022c18a315d79b6cfb40c4c6c6dc,8.0,待处理,对比突出优势,对比
如果是还能继续换电池的车，无论之前损耗到什么程度。只要换电站收了，你收到的就是一块九成新的电池。那这车可以立即下单，买不了吃亏和上当。,banfo,正文段落,积极,80df5586529fef6e337ded6533b18492,8.0,待处理,价值承诺,逻辑
就体验换电服务。直接跑换电站，大不了换电的钱我自己出。只要八十块钱五分钟，就能检测出这电池能不能行。其他品牌有这么直接、便宜和准确的方法吗？没有。,banfo,正文段落,积极,c3cddd98631dd7623008e4c51b254b1e,8.0,待处理,量化优势,逻辑
这就让蔚来二手车的判断难度直线下降。甚至比油车还简单。毕竟油车没有换发动机的机器人帮你做检测。,banfo,正文段落,积极,4779c9c78a13b3ab3cc93e528f7d4a15,8.0,待处理,降维打击,逻辑
就跟数学题一样。普通二手车的选购难度是微积分。而蔚来就是积分。商场会员的积分。,banfo,正文段落,积极,130aeaae328b7b1280c4b5f5af307ecb,9.0,待处理,类比简化,逻辑
别的车我还要担心你在电池这件事上骗我。相当于薛定谔的猫。蔚来的车我完全不担心，你骗不骗我都不重要。只要换电站把电池换了，就行。我压根不用确定薛定谔的猫是死是活。我只要能确定这猫是薛定谔的就够了。,banfo,正文段落,积极,a9ff4f8a271c9ca7f4103f500732a7a7,10.0,待处理,哲学比喻,逻辑
卖别的车我得多带一张嘴。就是把天说破了，说你这电池包能挡子弹。就是终结者来了也打不透。他也未必信。卖二手蔚来，我只要带他来换块电池。在换掉的那一刻，电池的盲盒就被打开了。这在玄学领域相当于当面发誓立刻成真。要么被雷劈，要么避雷针。,banfo,正文段落,激昂,3446dd8187a7ae0062cc69cd00d03d5e,9.0,待处理,对比+夸张比喻,对比
甚至车的公里数也不用太在乎了，反而越大越好。因为一台两千公里的蔚来和一台十万公里蔚来，本质上是没啥区别的。因为他俩用的电池都是一样的。,banfo,正文段落,积极,c8a6db770f2060b465deb4ffdcdabb4e,8.0,待处理,颠覆常识,逻辑
但价格上，起码能再杀他个几万块。这都不是时间的朋友。这是时间的亲爹。公里数越大，反而越好卖。直接把物理一定律给干翻了。什么车圈普洱茶。,banfo,正文段落,激昂,3a4f455ec105c40bf3e5e59e0505d3ed,9.0,待处理,金句+夸张,逻辑
真正有二手市场的电车，可能只有蔚来这一家。因为只有它解决了电池盲盒的痛点。,banfo,正文段落,积极,2817b21f00436c9c54c37397db3f786d,8.0,待处理,结论断言,逻辑
甚至有这种极端的情况，就是别人家的电车根本没法出二手。,banfo,正文段落,消极,95204fe933bad210a72f2bb07762ebc4,7.0,待处理,制造危机感,逻辑
就这玩意过于离谱，离谱到我觉得蔚来当年做换电技术的时候都没想到这么多。但对二手市场来说，这玩意很靠谱，甚至可以说是唯一靠谱的。,banfo,正文段落,积极,401e3c4ce34e7779f4b2683511b90615,7.0,待处理,意外之喜,逻辑
其他二手车商为了卖车，可以睁眼说瞎话，说你这电池是好的。但蔚来不能啊，蔚来是真的要把电池收回去啊。电车版我有一头牛啊。,banfo,正文段落,积极,3348846b65c9ec0c9a8c05fd6dd6d798,8.0,待处理,利益绑定,逻辑
这个闭环，破壁人来了都解不开。因为蔚来都变成三体人了，只能说实话啊。,banfo,正文段落,激昂,389c58d58d3902f5bed94a3fadee0124,9.0,待处理,文化梗+闭环论证,逻辑
因为我悟了，还得，再沉淀几年。反正早买晚买，电池都是一样能换，但车还能砍价。还不如多等等。做时间的亲爹。,banfo,正文段落,积极,ff876289368a7176aa913921d6dadfc0,8.0,待处理,个人决策+金句收尾,逻辑
我点了一单外卖，却收到一颗“回春丹”。,banfo,开头金句,激昂,5a276e596b3281fa1fcade522bbc790e,7.0,待处理,悬念设置 + 反常事件,逻辑
我逛电商时这也想要那也想要，囤了一堆户外用品。出门时带不全，很多用不上却买了，踏青时才发现用得上却事先想不到。,banfo,正文段落,消极,a8a76648fc41b5727a8afe9686e8d2f6,7.0,待处理,制造痛点 + 场景对比,对比
这时我能打开电商下单，在草地上、雨里、花粉里等快递吗？等东西到了，我也已经不用玩儿了。,banfo,正文段落,激昂,e663d824033f05816fc074537423cd70,8.0,待处理,夸张反问 + 场景渲染,逻辑
直到以美团外卖为代表的时代到来，消费才终于变成了言出法随和立等可取。,banfo,正文段落,积极,4474b1a87a31c26640aed3017e082c46,8.0,待处理,时代划分 + 概念包装,逻辑
美团外卖的本质，其实是所想即所得。,banfo,金句语录,积极,8c69dc13de60eefcfb52abe6223f3a91,9.0,待处理,本质提炼,逻辑
商品不需要提前预判人的需求，人也不需要在需求突然出现时火急火燎去找。,banfo,正文段落,积极,34af6bb76305b2a3b208093a2124e735,7.0,待处理,对比强调,对比
不管你在森林公园、沿山公路、房车营地还是湖畔码头，都可以直接下单，附近的商家和小哥很快就能送到。,banfo,正文段落,积极,5fb2ef705a5ea66d89c3ebe77ef3ec45,7.0,待处理,场景枚举 + 价值承诺,逻辑
在这个前提下，春游踏青这些户外活动，才变得真正和在家里没什么两样。,banfo,正文段落,积极,4e4c0342f51a69b9c76488f9299d54ef,7.0,待处理,价值升华,逻辑
美团外卖送万物，带来的不只是消费方式的变化，更是生活的肆意和自由。,banfo,金句语录,积极,4ea3928c4c0e474bae844d3b27cbb618,8.0,待处理,价值拔高,逻辑
享受春天的美好而不必承担代价，这是一种现实主义的浪漫。,banfo,金句语录,积极,b6de6caf5262586f34c0bcd4d76e5527,9.0,待处理,概念创造,逻辑
关键是，美团外卖提供的不仅仅是春季出行的便利和自由，甚至还有优惠。,banfo,正文段落,积极,582b9a49c151822936c5e3dcf1aec4b1,6.0,待处理,递进强调,逻辑
通过持续的基建、营销和捆绑头部品牌，美团外卖培养出了即时零售的平台心智，构建了一种围绕外卖的全新生活方式。,banfo,正文段落,中性,3a41b94ae2c4a6f346ffa745dd988219,6.0,待处理,战略分析,逻辑
过去总觉得克服千难万险才是浪漫，但在这种外卖生活方式里，浪漫的代价被降到了最低。,banfo,正文段落,积极,f4a0a62faf8db0e915438534dea337e0,8.0,待处理,观念颠覆,逻辑
对年轻人来说，一切皆可点外卖已经成为了一个不言自明的事实。,banfo,金句语录,积极,b262d05814d6e7ec5a5ad2aaea1aeaf5,8.0,待处理,群体洞察,逻辑
美团外卖的高便利性和高确定性，让这一代消费者越来越习惯于用外卖解决生活中的各种问题。,banfo,正文段落,积极,4f3ade8418ae43509846dca61dfd52e9,7.0,待处理,因果分析,逻辑
在他们眼中，户外不一定是去吃苦的，春游不一定是去遭罪的。浪漫不一定要被现实毒打，生活也不一定要在快乐和轻松之间取舍。,banfo,金句语录,积极,0b529395801ebbdfe5b105e8f40da594,9.0,待处理,排比否定 + 价值主张,逻辑
尤其是，现在还正是春天。在这个美好的季节里，许什么愿望都不算太贪心，做什么梦都不算太离奇。,banfo,正文段落,积极,c9740a84a03f6bde5415fed34ceb440d,8.0,待处理,场景烘托 + 情感共鸣,"共情,煽情"
所有的所有，你可以全都要，也可以全都得到。,banfo,金句语录,激昂,90ef81e05818c2a858764db966fb19d2,9.0,待处理,金句收尾,逻辑
春日正好，出去走走更好。,banfo,行动号召,积极,858ec28c8521d37b054cf533028a7710,7.0,待处理,行动号召,逻辑
