内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
卷丢了脑子，怎么找回来？,banfo,开头金句,激昂,5bfab69a4811452ec4a20e4ee83cf1d9,8.0,待处理,制造焦虑 + 提出问题,焦虑
感谢大家一直以来的阅读、在看和转发。由于平台变动，之后所有的抽奖都放置在后台，大家可在公众号页面发送相关暗号关键词获取抽奖。每一篇文章会给到一个不同的暗号，对应的抽奖都是独立的。,banfo,行动号召,中性,40bce6750dbc58c593cb1ca7e125a76f,3.0,待处理,规则说明 + 行动指令,逻辑
很惭愧，虽然嘴上说着不卷，但我一直以来确实是龙卷风。,banfo,开头金句,激昂,cc275ce9b4897c2181c5bf9153564628,8.0,待处理,自嘲反差,对比
没孩子以前，我很难想象中年人为啥不能卷，有了娃以后，我发现我的这点傲慢就彻底崩了。,banfo,正文段落,消极,7911d02443a8f87dadab5478f6e1e262,7.0,待处理,认知颠覆,逻辑
一连几天睡不好，工作压力再一大，我就马上崩了。,banfo,正文段落,消极,a4aef30b305587fbb06c14165f80cb8b,6.0,待处理,因果递进,逻辑
每天一工作，就感觉自己硬件还是那个硬件，但软件从IOS爆改成山寨系统，甲方问句话，我反应速度都不是毫秒，是分钟。,banfo,正文段落,激昂,7dfaefaeb38d31dadb297bd8abac49a4,9.0,待处理,比喻夸张,逻辑
而且记忆力也毁了，我还不到四十，脑雾就严重到有时我要用自己的手机给自己打电话找手机，还半天想不起自己的电话号码。,banfo,正文段落,激昂,30e55f74621b9af13a5610cd772f7684,8.0,待处理,具体例证,逻辑
做内容又要追热点，你现在让我加班，我大脑却能始终保持一股没有被灵感污染过的清澈感。,banfo,正文段落,激昂,f70c6cfa1d67f6102466d185441d9cc0,9.0,待处理,反讽自嘲,逻辑
残酷的是，人生不是打游戏，不会等你好好练级，而会在你属性下滑的时刻，要你不得不反复地面对高度用脑的场景。,banfo,正文段落,消极,f01055cb72d4842b967b5cfcfac882ad,8.0,待处理,比喻说理,逻辑
日复一日的工作下来，该老化的都老化了，该增生的也都增生了，该钙化也都钙化了，三高上去就没下来过，这个年纪又开始体力和注意力双重下滑，责任越来越大，容错空间却越来越小。,banfo,正文段落,消极,18d2766c5a408933acdf5b8fd85fb763,7.0,待处理,排比递进,逻辑
过去你年轻，你初入职场，你出问题是应该的，你也有时间弥补。现在你工作这么多年了，你不再年轻，时刻要准备好给别人的工作擦屁股，还要保证心态积极对甲方管理，你不得不时刻打起十二万分注意力，因为工作中不敢犯错误，你背后是一群人，你错不起。,banfo,正文段落,消极,fb09d02c03f249aaf065296fa67df82d,8.0,待处理,今昔对比,对比
越累，越休息不好，越死循环，有时感觉身体还在动，但大脑的神经早就乱成了一团，脑细胞累得面黄肌瘦，正在批量挂机。,banfo,正文段落,激昂,7c4a991840f0a8222030fa17de29c8d1,8.0,待处理,比喻递进,逻辑
你说健身能减缓这个衰退的速度。问题是没有时间锻炼啊，哪天真有兴致了去健身房来两下，你的心脏都要问你一句，你停不停？你不停我停。你的腰间盘都要说一句，咱俩还是你突出。,banfo,正文段落,激昂,b15f2aeed80c7a255774969ff3405963,9.0,待处理,拟人反问,逻辑
