内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
芙丽芳丝洗面奶，社畜最后的倔强,banfo,开头金句,激昂,7f8ec2b75d8146a81582f7d7c52f2804,8.0,待处理,身份标签 + 情感共鸣,"共情,煽情"
世界的毒打，不会放过任何人。,banfo,金句语录,消极,2d60a6ae38562bbcb27bf5643af5e6e8,9.0,待处理,普遍困境,逻辑
比如护肤，过去流行贵妇面霜，现在流行功效型护肤品，单价用降级来说都保守了。这个叫蹦极。,banfo,正文段落,激昂,7ec12bcc11343ba4e7f04502062e3593,7.0,待处理,现象对比 + 夸张比喻,对比
虽然消费在降级，但大家天天被社会毒打，想对自己好一点的心是没变的，所以一些价格不那么贵，但又属于品类天花板的消费品，卖的就好了起来。,banfo,正文段落,中性,dc6c432cdcd7c0ddf10a794169fa5046,7.0,待处理,转折 + 心理洞察,逻辑
例如洗面奶。这东西本身再贵也没贵多少，所以花小钱，就可以享受高端体验。,banfo,正文段落,积极,5ed6783cf2667c08a26c577cf607fd5f,6.0,待处理,以小见大 + 性价比诱惑,逻辑
无他，就因为我要用你来证明，我对自己好。,banfo,金句语录,积极,5e4acad78aac82b8dc5143ca5e468edd,8.0,待处理,情感投射,煽情
功效性护肤品在溢价方面，是一个退步。因为它把护肤品从护肤奢侈品变成了一种纯粹的护肤工具。,banfo,正文段落,中性,91034a8fbafefdd68a039b8db80723f2,7.0,待处理,价值解构,逻辑
工具不是不好，而是不好赚溢价。,banfo,金句语录,中性,12b6279291a0a569c109ea79b6a2f928,6.0,待处理,直白陈述,逻辑
高端商品承担的是社交作用，是自我认同。是贴标签。,banfo,金句语录,中性,169735a5586b21c6e09f04661f6a7952,8.0,待处理,本质揭示,逻辑
而功效性护肤品，从钱包角度上看是一种升，但从装X角度上看却是一种降。,banfo,金句语录,激昂,0ac5e574d8a0300ab1c46a1dcc63c892,8.0,待处理,矛盾对比,对比
实用主义很好，但不够装。,banfo,金句语录,激昂,42fd87db13a8a6831dfb0391b4b13c12,9.0,待处理,幽默自嘲,逻辑
为了心态不蹦极，你需要一个理由——科学。我不是没钱，我是成分党；我不是买不起，我是相信科学。,banfo,正文段落,激昂,ed100568341c52dc921299efdad21217,8.0,待处理,自我合理化,逻辑
科学很好，只要相信科学，就能在获得智慧的同时，还留住金钱。,banfo,金句语录,激昂,743cb6006fc55a3de0241dfca81f4274,7.0,待处理,讽刺,毒舌
但有些事情，你骗得了别人，骗不了自己。,banfo,金句语录,消极,ad9968140b5dea6fce27f24d331dd5bb,8.0,待处理,情感转折,煽情
你晚上洗脸，低头一看，洗手台上没有一个东西单价超过500，道心就很容易破碎。,banfo,正文段落,消极,b2c214e7ccef2a629dd92356794aab8f,9.0,待处理,场景化 + 情感冲击,煽情
我为什么要对自己这么差？我明明已经成长了，已经工作好几年了，已经是个精致的大人了。为什么我却不舍得给自己用好一点的护肤品？,banfo,正文段落,消极,43ce02d4efa5da94ae49898730056b65,8.0,待处理,自我质问 + 身份焦虑,焦虑
情感上我不能对不起我自己。但理智上，又不能对不起自己的钱包。,banfo,金句语录,消极,3925704c9e577557185ace59e31ca1f0,8.0,待处理,内心矛盾,逻辑
于是，把目光瞄向了护肤仪式中最不起眼的一个环节——洗面奶。,banfo,正文段落,中性,f1054ec12985274997b6ae98a565d6fe,6.0,待处理,寻找出口,逻辑
