内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
它看似谁也打不过，其实无敌到寂寞。,banfo,开头金句,激昂,b9dc3db66120b7888006404cedc5558f,9.0,待处理,反差对比,对比
上瘾是人类永恒的追求。,banfo,金句语录,激昂,c396093bf018261f937c356068da5292,8.0,待处理,洞察类比,逻辑
扩张到疯狂的地步，上一次这么疯狂的进攻还是赵子龙在长坂坡。,banfo,正文段落,激昂,73337f226071585b296e6b833acbcaf7,7.0,待处理,夸张比喻,逻辑
就像每个新入局者都要挑战行业巨头一样。,banfo,正文段落,激昂,e0eed24d8f586b1a7848ee3fe57485ef,7.0,待处理,排比类比,逻辑
可当你翻开它的各项营收数据一看，数据好得像吕布骑典韦，主打一个无敌。,banfo,正文段落,激昂,0735cc5a1c6b6ac2ab93314ed4d0c704,8.0,待处理,先抑后扬+夸张比喻,逻辑
从赛道看，它玩的是美式居合，新消费品牌玩的是自由搏击。二者间的差距，远到打的都得上高速。,banfo,正文段落,激昂,16088a9da0c2c47227f0433d151c74ff,8.0,待处理,比喻反差,对比
因为新消费咖啡的本质，是一个社畜的玩具。而它的本质，则是一种大众化的廉价咖啡因补剂。大众产品暴揍社畜玩具，理所当然。,banfo,正文段落,激昂,27600ce7a04abad7655f0a0d80c5cf00,9.0,待处理,本质洞察+结论断言,逻辑
这种对比，就像毕业生收入远超马斯克，结果比的是增幅；小鲜肉力压成龙夺得大奖，结果夺的是最佳新人奖。纯纯一个文字游戏。,banfo,正文段落,激昂,2e21342420fd0f5b271b0207e805454b,8.0,待处理,类比讽刺,毒舌
新品牌像刚毕业的你，月薪三千，多拿了三百全勤收入直接加10%。已经在谷底，怎走都是向上。它就像马斯克，要加10%比登天还难。,banfo,正文段落,激昂,784ec8805dbcd64264454a2ff45efa98,8.0,待处理,比喻对比,对比
比增幅不看基数，属于耍流氓。,banfo,金句语录,激昂,6eb1bcfe09fa96245a59dae26dbe4198,7.0,待处理,结论断言+生活化类比,逻辑
更本质的区别在于，它提供的根本就不是咖啡。是随时随地的廉价咖啡因。,banfo,正文段落,中性,d4d3ea045888b15af8c6a96030fa32f9,8.0,待处理,本质洞察,逻辑
它和新消费咖啡们的差距之大，大概类似于我和吴彦祖都是男孩一样。,banfo,正文段落,激昂,08e36f73b8dc3446a2a011ca32808b67,7.0,待处理,自嘲式比喻,逻辑
卖给职场社畜，算你有点东西。卖给网购少年，算你渠道红利。卖给村头小卖部，那是真的牛得一批。,banfo,正文段落,激昂,939b13a2e82093d25d4b97e5410bd9ef,8.0,待处理,递进排比,逻辑
甚至都不是钱的问题。而是有些资源，你开始拿不到，就永远拿不到了。,banfo,金句语录,中性,e37a52953d1d8fbb37daf6c04e8d25a2,8.0,待处理,洞察断言,逻辑
杂货店中心的位置+永远喝不出差别的口感+廉价的咖啡因+奶茶的廉价替代品，这套拳，是几十年的功力。,banfo,正文段落,中性,aa2fddc83f0b5ed112059740639f9a2e,7.0,待处理,要素叠加+时间沉淀,逻辑
世界上最大的消费群体是什么人？是愿意买便宜的人。,banfo,金句语录,中性,f8108dcc8e131be30b662ffcd5801e6a,8.0,待处理,设问+商业洞察,逻辑
