内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
他杀穿早餐店，全靠分钱。,banfo,开头金句,激昂,29bce2f33a83bf58df00cd35d69bc0f1,7.0,待处理,悬念设置 + 结果前置,逻辑
一切的生意说到底，都是成本的生意。,banfo,金句语录,中性,63fcadd7ed7abe5a062e767fbe24605a,9.0,待处理,核心观点提炼,逻辑
感谢大家一直以来的阅读、在看和转发，由于微信官方变动，之后所有的抽奖都放置在后台，大家可在公众号页面发送相关暗号关键词获取抽奖，每一篇文章会给到一个不同的暗号，对应的抽奖都是独立的，此篇暗号为【早餐店】，在后台回复【早餐店】，即可点击进去参与抽奖！抽奖内容、金额、个数等都无变化，在开奖前参与抽奖，操作均有效。,banfo,行动号召,中性,68b44d5c8952337a71f5deec2b6eca88,3.0,待处理,解释规则 + 重复指令 + 降低行动门槛,逻辑
如果你在江浙沪呆过一段时间，你一定会惊讶于它近乎无处不在的覆盖范围。它在江浙沪几乎可以说是早餐标配，每一个早餐摊上都少不了。,banfo,开头金句,中性,27f2679bcbff249c177b0061626fded1,7.0,待处理,地域共鸣 + 场景具象化,共情
如果你不喝牛奶，那你会买豆奶。如果你喝牛奶，它是你绕不过的爱。,banfo,正文段落,积极,0647f54c23979fa296767250bb26a0b8,6.0,待处理,二元对立 + 情感绑定,煽情
它能够称霸江浙沪的早餐摊，有两大原因：返利+低成本。简单点说，就是把省下的钱，分给经销商了。,banfo,正文段落,中性,36a726fdd021f4601e81e19ba522e72f,7.0,待处理,核心观点提炼 + 利益分配,逻辑
这次经历，让他重视经销商利益重视到了近乎癫狂的地步，也由此发展出了独特的经销商加盟制度。,banfo,正文段落,激昂,cc55a0433140f3f955bd7c780b2a0a48,7.0,待处理,危机驱动 + 极端化描述,逻辑
他的每一个经销商，本质上都是加盟商。同时，经销商主要为小型贸易公司和个体工商户。回想一下，你遇到它的场景，是不是都在个体便利店、食堂、早餐店、网吧里？因为这些店主可能自己就是加盟经销商。,banfo,正文段落,中性,8b5f81599051a426f7fcfba71fae27bc,6.0,待处理,场景还原 + 身份揭示,逻辑
但为什么他们要推它？因为它给的返利高。,banfo,正文段落,中性,1600036bc97aeac8ed40ab890c41c2dc,5.0,待处理,设问自答 + 利益驱动,逻辑
他的平均经销利润在20%~30%，终端利润率在30%~40%，返利比例接近40%。作为对比，巨头乳企的平均经销利润率在15%左右，终端利润率在20%左右。双方差了一个层级。,banfo,正文段落,中性,fed68c6cfd492d5b0ad4e2abc55f8a5d,7.0,待处理,数据对比 + 量化优势,"对比,数据流"
