内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
我感觉自己得了数据癌,banfo,开头金句,激昂,83975d12ac2efcbd2da305ee328c0668,8.0,待处理,制造焦虑 + 身份认同,焦虑
如果不达到某个数据，我就会浑身难受。,banfo,正文段落,激昂,a1ebfcc92f60ccb427f6fbe805a8e955,7.0,待处理,因果关联 + 情绪渲染,逻辑
父母天天提醒你要多运动，要多看看远方，但你绝对不会这么乖的到点立刻站起来溜达溜达。不到腰间盘突出、膝盖弹响、体检三高，你绝对不会把父母的那些叮嘱当回儿事。,banfo,正文段落,消极,16e27f4c5f2e39342df206dfe070fe36,7.0,待处理,对比反差 + 制造共鸣,"共情,对比"
但如果我之前数据都做到了，今天没做到。我真的会立马去完成这件事。很可怕，这就是数据癌的表现。,banfo,正文段落,激昂,4dc2b962e5ef8e41e04a470c283dc39e,7.0,待处理,行为描述 + 自我诊断,逻辑
那里有个圈，因为这些圈可以变成数，你就被控制了，魔怔了，疯了，一定要把那个数字往上弄那么一格。哪怕这个数字毫无意义，但没关系，只要数字上升，整个人就无比开心。,banfo,正文段落,激昂,4d6d07961a33f41e232ebb900f162d35,8.0,待处理,具象化描述 + 揭示荒诞,逻辑
要是还能有那么几个人，凑到一起天天就比这几个数字，那简直要开心爆了。再弄那么一个排行榜，每天光是盯着排行榜的排位变化，盯着自己ID后面的数字变化都能像打了鸡血一样开心。,banfo,正文段落,激昂,65233614fba4bb2803be65ffa2d63cf0,7.0,待处理,场景构建 + 情绪递进,逻辑
就好像，成了一个提线木偶。哦不对，蓝牙木偶。,banfo,金句语录,消极,c2c20fed8cf6b2e8fe78b7abf3e8f733,9.0,待处理,比喻 + 现代性转义,逻辑
反过来看我的生活，有时候真的做事并不是因为自己想去做，而是因为任务列表上有这么一条。,banfo,正文段落,消极,7403e25ae0362a3996debf85c315fdef,7.0,待处理,自我剖析 + 揭示异化,逻辑
我为啥非要和谜语人较劲？我为啥非要去收集一百根羽毛？别问，不知道，一个奖杯没点亮我全身难受。,banfo,正文段落,激昂,8553d34f8c8fc66022086690b01b0f1b,7.0,待处理,自问自答 + 情绪宣泄,逻辑
我知道这些事毫无意义，早就已经不快乐了，不好玩了，玩到底了，想看隐藏内容直接去看切片更快。甚至折腾到最后我对游戏的喜欢也都消磨没了，拿完全成就一辈子都不想再打开这游戏。,banfo,正文段落,消极,983ddcc01aa8fd91b24dbd70adedd12a,8.0,待处理,认知与行为背离 + 揭示代价,逻辑
虽然很蠢，我也知道这行为很蠢，就是掩耳盗铃，毫无意义，我也根本不用跟谁去证明我玩游戏的资历，甚至多年后回想起来想看看自己真实玩了多长时间游戏的时候还会被自己恶心一把。但就是会有那么一种奇怪的欲望。,banfo,正文段落,消极,81c57a58fb7c0e1b1005c8bccf224f88,8.0,待处理,自我批判 + 承认无力,逻辑
然后过一段时间看着这个数字突然一阵空虚。我感觉自己不是真实的自己了，我不知道自己是谁了，我被赛博克苏鲁附身了！,banfo,正文段落,激昂,798351b35e3e1d26c7208ff6437796d4,8.0,待处理,情绪转折 + 魔幻比喻,逻辑
我一定要用这些数字来证明什么，一定要把自己的成果，用这些数据展现出来才行。我在讨好这些数据，我患上了数据强迫症，被这些数字所强迫。感觉就差把上班打卡弄出快感了。,banfo,正文段落,消极,912c59200720c33412406688b9a9dea4,7.0,待处理,深化主题 + 荒诞联想,逻辑
你倒是给个进度条啊！然后很多人产生了一种错觉，觉得自己的人生要是也能有个进度条，肯定就不会这么摆烂了。,banfo,金句语录,中性,85745a1ec56f4bd1fcea50430a968c7b,8.0,待处理,引用金句 + 揭示普遍心理,逻辑
当电子产品真的给我们的人生标出了一个进度条的时候，你会发现大家并没有活得好。数据化反而带来了更多的任务，更卷的强度，更多的焦虑。,banfo,正文段落,消极,fa34ca51f402bf9ebf1ecc62f73f52e4,8.0,待处理,观点反转 + 揭示后果,逻辑
完成所有任务之后并不会带来轻松舒爽感，只会带来自己还有好多事没完成的焦虑感。,banfo,正文段落,消极,1df4a4f97af84afefe644e2207dc3f30,8.0,待处理,悖论揭示,逻辑
连看个电影这种事都没法简单说一句自己喜不喜欢。看到特别喜欢的电影就期待他票房大卖，天天盯着实时票房排行榜当上了精神股东。豆瓣分数和自己的预期有差别，要上去怒打发短评，狠狠平衡一下分数。,banfo,正文段落,激昂,5febe635cd72d9a0772347657a26e682,7.0,待处理,场景举例 + 行为夸张化,逻辑
明明本来就是个人喜好这么简单的事儿，一旦扯上数字就变成了什么尊严之战。就为了争一口气，就为了数字比别人看起来更好看，就为了比一比。比到最后，自己的生活碎了一地。,banfo,正文段落,消极,05654066d3b382764915fac17b51cd35,9.0,待处理,本质揭示 + 后果警示,逻辑
讲白了，这一切本质还是比较，是把卷当成了意义。不卷的时候，担心自己没有卷落后了。去卷的时候，担心卷不过别人。有没有数据，最后都是焦虑。,banfo,正文段落,消极,14f94ba648ff4afe3695aff99879c2f7,8.0,待处理,核心观点 + 两难困境,逻辑
没有数据，起码还能在无法分出胜负的场合里假装自己赢了。一旦有了数据，就没法躲了，就必须要赢，必须要比一比，必须要把这个数字做好看。,banfo,正文段落,消极,a15c6edd693115e2f3d5385a86925f66,8.0,待处理,对比分析 + 揭示数据带来的压力,"逻辑,对比,数据流"
这些东西就好像是自己给自己颁发的奖章，看着他们就像是看到了一柜子的奖杯和奖状。但是，为什么一定要这些东西才能证明我们的价值？脱离了这些数字，这些荣誉，这些标签，这些记录，我们难道就没有任何价值了吗？,banfo,正文段落,激昂,40cf8eafce09c91d5f5e747c93b9c379,9.0,待处理,比喻 + 灵魂拷问,逻辑
当然不是，这种无休止的攀比，是错误和痛苦。但可怕的是，这些道理，大家都懂。但依然从朋友圈开始卷了起来。什么都懂，什么道理都知道，但总是控制不住自己继续比。,banfo,正文段落,消极,8e22b42d2b33118ffb2ee37039afae50,8.0,待处理,认知与行为矛盾 + 普遍性揭示,逻辑
这或许就是，数据时代的赛博克苏鲁吧。,banfo,金句语录,激昂,e7aca8ada897bbb229f63d4d058acd4a,9.0,待处理,总结升华 + 文化梗,逻辑
你咋不上天呢？,banfo,开头金句,激昂,a1bb0b8712e868298409adb9bfd56b4a,7.0,待处理,夸张反问 + 制造悬念,逻辑
我不相信这世界会有90后没有音乐梦。在华语音乐的黄金时代出生，没有梦，才不正常。,banfo,开头金句,激昂,0c37c514b73992624f19299b89c195e4,8.0,待处理,普遍共鸣 + 时代印记,共情
如果说有什么是小男孩最渴望的，那就是在元旦晚会上，唱跳一首《双节棍》，或者《龙拳》。这一拳，赢得优先恋爱权。,banfo,正文段落,激昂,df362643c8d91f9674609a2e7b6d6d30,7.0,待处理,场景化渴望 + 幽默解构,逻辑
夏天体育课后，教室内风扇嗡嗡响，他拉开一罐冰百事跟我说，周杰伦代言过这个，后弦呢？那一天我知道，冰百事真的好爽啊，我真的好想成为后弦啊。,banfo,正文段落,积极,be5c797bfa7d5058a6a18fad65041379,7.0,待处理,感官记忆 + 品牌植入 + 梦想投射,逻辑
在古早的年代，别说出头，想把自己的声音记录下来，都是件难事。我记得最深的是，家长不会花大价钱给孩子买录音设备，我爱音乐的朋友们常常会取出课本里的英语磁带一点点洗掉，然后将自己的歌声录进去，再送给朋友做赠礼。,banfo,正文段落,中性,2c45ca678ab634484b649334e9b0cfe0,6.0,待处理,今昔对比 + 细节叙事,对比
我们和明星的距离，是星星跟地球的距离。,banfo,金句语录,消极,ea084a8f662258b7d87dc10c0d1e9a49,8.0,待处理,比喻夸张,逻辑
没有渠道，百事就是最大的渠道，没法沟通，百事就是最大的传声筒。,banfo,正文段落,积极,a6c83580001ac91dd3875954005219dd,6.0,待处理,品牌价值升华,逻辑
那时我知道，渴望是有味道的，青草的味道。,banfo,金句语录,积极,1b8e32f68beaba7148f7990535270a35,9.0,待处理,通感比喻,逻辑
我渴望出头，渴望成名，渴望成为你，渴望有一天与你同台演唱，渴望看到属于我自己的应援星海，渴望有一天，我的名字被无数人提起。,banfo,正文段落,激昂,84eb424ebbfae12efb2aa1c9f5e1956a,8.0,待处理,排比递进,逻辑
没有天分如我，籍籍无名如我，凡夫俗子如我，真的好想跟后弦一起，在最闪亮的舞台上，唱一首《给安娜》或者《小白》。,banfo,正文段落,消极,c90e2049114a33bcb7243563598e34d2,7.0,待处理,自我否定 + 强烈渴望,逻辑
于是所有年轻人渴望的音乐梦，具象化的，有了长达十年的载体。如登天索，如摘星梯，如马良笔，坚实的，存在在那里。,banfo,正文段落,积极,542a8290771ac5c272da927a01280ccb,7.0,待处理,比喻排比 + 品牌赋能,逻辑
我疲于奔命，我蝇营狗苟，我努力生活，我把所有烂漫的梦想如月光一样亲手打碎，变成所有能弯腰捡起的银钱。,banfo,正文段落,消极,fc3c88621ce87454579e598ce2ecc940,9.0,待处理,排比自嘲 + 诗意比喻,逻辑
我知道，我的黄金时代过去了。,banfo,金句语录,消极,a8e96f039831f240ae15248cb82f4207,7.0,待处理,直抒胸臆,逻辑
大夏天，我浑身起了鸡皮疙瘩，所有青春时的音乐梦，裹挟着壮志未酬的不甘，都化作星火，烧的我好痛。,banfo,正文段落,激昂,880a2d8cc63c61311ce1aa47a0545f54,8.0,待处理,生理反应 + 情感爆发,煽情
我渴望已久的梦啊，正在别人身上发光发热。那条我挥手作别的梦想之路，他们正坚定的踩实走稳，刚刚开始。,banfo,正文段落,消极,55aab38d5b953bfbf3f19eb380ee2fc4,7.0,待处理,对比 + 传承感,对比
人生海海，前浪远去，后潮又来。,banfo,金句语录,中性,4f0317454c83ea7aa71b3a731439bc0c,9.0,待处理,比喻升华,逻辑
聚光灯下，山呼海啸，渴望成名的他，赢了这一份可能。,banfo,正文段落,激昂,966180f35418d98ac2d9c22712a2c9e5,7.0,待处理,场景描写 + 梦想实现,逻辑
隐约间，我突然看到我十二年前的样子，那时候我耳机里听着歌，第一次面向社会，没有钱，没有经验，只有梦。跟你一样，跟你一样。,banfo,正文段落,积极,0d43606dc33a59e912373857d4b2b48a,8.0,待处理,时空交错 + 情感共鸣,"共情,煽情"
我像是穿越时间，穿过重重雪夜，穿越到十多年前，在小房间的台灯下，握住了少年时的自己的手。我的青春，也终结在这一刻了。,banfo,正文段落,激昂,f0a33f8c721e37cb29b543c07010f197,9.0,待处理,诗意想象 + 仪式感告别,逻辑
“你从没听过我唱这首歌吧。”“等回家，我好好唱给你。”,banfo,行动号召,积极,5952e5739d4e73ef0685b2b0a52355df,8.0,待处理,情感收束 + 未来承诺,煽情
这部电影简直是印度宝莱坞电影的神。,banfo,开头金句,激昂,40c2882b3bf71c44a95dea8d0e19ec4c,8.0,待处理,夸张定调 + 制造反差,对比
这是多么标准的印度宝莱坞大片啊，我单方面宣布它是近些年来宝莱坞风格最优秀的作品。,banfo,正文段落,激昂,d10636967ba65d255323577ca40f251d,7.0,待处理,个人宣言 + 制造话题,逻辑
它应该直接改个名字，叫《男大学生大闹三哥异人界》。,banfo,正文段落,激昂,9ed638605a74cf2650bcab23b6c7550f,7.0,待处理,幽默比喻 + 文化挪用,逻辑
小混混跑到大学的厕所，去抢劫一群精壮的男大学生，而且是洗劫。然后这群二十出头的男性就乖乖的双手扶墙让三个小混混从头到脚搜身了。确实是充满了印度风情，极为贴合其现状，宝莱坞风格拉满。,banfo,正文段落,消极,cb9b130d456b6748e04b8e6065c21586,6.0,待处理,细节讽刺 + 文化刻板印象,毒舌
抓到了一个漂亮妹妹，怎么逼供比较好？用绳子牵着自己身中淫毒的部下去飞扑犯人吧。你看，只要你把发生地放在印度，这种剧情就变得恒河里。,banfo,正文段落,激昂,934333f189377c2b36a9e082c8cc6ead,7.0,待处理,荒诞举例 + 地域调侃,逻辑
宝莱坞电影的灵魂是什么？是歌舞。不管之前的剧情演了啥，一言不合就要开始唱跳rap。高兴了，跳一段，不高兴了，跳一段。人活了，跳一段，人嘎了，也跳一段。没有好歌舞，不算宝莱坞。,banfo,正文段落,激昂,630c67b46a3f274e0fde9c9e3e5df0d7,8.0,待处理,设问自答 + 排比强调,逻辑
而这部电影深得宝莱坞的精髓，整个电影的音乐从头放到尾，一刻不带停。还放的是各种有品位的古早音乐，让你的大脑在动次打次的节奏感里质壁分离。,banfo,正文段落,激昂,e4a5393c55e1446353e7a51dbbfa90f4,7.0,待处理,夸张描述 + 感官冲击,逻辑
每出现一个新角色，就换一首歌，然后角色随着音乐开始起舞，啊不对，开始起武，让你一瞬间就了解这个角色……的专属BGM。关键歌词还都用字幕在屏幕上打出来，生怕你听不清歌词。,banfo,正文段落,激昂,2c0cda5bef42fb8a4914034c47211b22,7.0,待处理,细节吐槽 + 幽默转折,逻辑
你别问我逻辑串没串上，你就说音乐串没串上吧。,banfo,金句语录,激昂,5f2c52cda42b49654f5109764b327555,8.0,待处理,转移焦点 + 幽默反问,逻辑
电影看完我剧情没想起来一点，脑子里光在那嗡嗡的响了。这个歌舞片的味儿，地道。,banfo,正文段落,消极,22e3c956aec5254ab3e82e698e6a6fd6,7.0,待处理,个人体验 + 反讽肯定,逻辑
身为一个热血打斗漫，几乎每场战斗最后都是用对波来决出胜负。这是啥？致敬龙珠啊懂不懂。,banfo,正文段落,激昂,825942e949084644201efb31eda585cf,6.0,待处理,指出套路 + 反问互动,逻辑
当时我就觉得太二次元了，真的太二次元了。这么经典的对决我已经有十几年没看到了。,banfo,正文段落,积极,25cb6424b1d6c5ddf322af217f546453,6.0,待处理,情感共鸣 + 怀旧渲染,"共情,煽情"
甚至我觉得导演是不是有什么时间暂停的小魔法，直接把自己停在了十五年前，不然怎么可以把电影拍的这么有童年情怀？,banfo,正文段落,积极,d626ef5888d0632917985cdf4ec87451,7.0,待处理,夸张猜想 + 怀旧赞美,逻辑
他还敏锐地发现了宝莱坞大片的一个特点，那就是奇奇怪怪的物理定律。在印度电影里，电风扇能把人勒死，被绊倒能直接摔进行李箱，开车可以直接原地起飞。,banfo,正文段落,激昂,d5c85c6fcb1b6a0ee09861d8db40b122,7.0,待处理,归纳特点 + 举例说明,逻辑
当时我就感慨，太有想象力了，真的太有想象力了，完全符合我心中宝莱坞电影的那种天马行空。印度电影的希望，就在这部片子了。,banfo,正文段落,激昂,52d2c28825a1bfe0e9ec0a584d75c1c9,8.0,待处理,重复强调 + 反讽升华,逻辑
只要把片子拍得够魔幻，就能让观众度秒如年。,banfo,金句语录,消极,a5a7a492ad73fca593dee486e0e45859,9.0,待处理,精辟总结 + 讽刺,毒舌
每一个演员，都带着宝莱坞特有的浮夸感，挤眉弄眼，生怕表情做少了别人就看不出来自己在表演。,banfo,正文段落,消极,a03e39f794585733f39e2ae5ad8293bd,7.0,待处理,细节刻画 + 讽刺表演风格,毒舌
这种十分前沿的电影工业技术，有效地抹平了演员多余的情绪表达，让我在看这些片段的时候心如止水，没有任何情绪波动。渐渐地我的意识开始模糊，开始胡思乱想，思考宇宙的终极意义。,banfo,正文段落,消极,6991e274f5f7649871da98694b5e79e0,8.0,待处理,反讽赞美 + 意识流描述,逻辑
等到两个小时电影看完，我感觉自己像是过了十二个小时，走出电影院的时候我觉得自己仿佛成为了印度的蜥蜴。,banfo,正文段落,激昂,823143f62c7676745f80d06b058a956a,8.0,待处理,夸张比喻 + 荒诞联想,逻辑
关键是，这片子还充分展现了自己独特的审美，让所有的女角色都承担起了卖肉的工作。什么角色形象人物弧光，哪有胸部和大白腿的特写重要？,banfo,正文段落,消极,0aa1a5284a89ed0aaffaaaf15e49dd60,7.0,待处理,尖锐批评 + 反问讽刺,毒舌
当然，他也不会忽视女性观众，男主角动不动就被他扒到只剩裤衩甚至连裤衩都没有，在镜头前秀着自己白花花的腹肌。,banfo,正文段落,激昂,e0c4bd7637231666329dc874f4381913,6.0,待处理,补充说明 + 平衡吐槽,逻辑
本来以为导演要征服好莱坞，拍中国的漫威。他却用实际行动证明，他打算稳扎稳打，先征服宝莱坞，拍一个漫危。太稳了，真的太稳健了。,banfo,正文段落,激昂,c07a27bba1f2fc0799c282d6831c81a0,8.0,待处理,预期反转 + 谐音梗讽刺,毒舌
加油，宝莱坞的未来，就靠这部电影了。,banfo,行动号召,激昂,eb2b216ed5422661190f27a7b9c77bac,7.0,待处理,反讽鼓励 + 收尾升华,逻辑
