内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
达利园蛋黄派让狼变成狗？,banfo,开头金句,激昂,3bbd43bd2b9505c7909f7e5342c0dcd2,8.0,待处理,悬念设问,逻辑
就这个一块多一个的玩意，已经快把狼在短时间变成狗了。,banfo,正文段落,激昂,7956108cc9c1b59cc8b63365aa022011,7.0,待处理,夸张对比,对比
我看原视频，第一个蛋黄派它吃的还小心翼翼十分警惕，第二个蛋黄派下肚它已经无师自通的开始摇尾巴了，五个蛋黄派扔完，它跟狗之间已经没有区别了，业务能力它极其熟练。,banfo,正文段落,激昂,f9a185bb4c1c278c04a7d230eb33e02c,8.0,待处理,递进叙事,逻辑
跟我在甲方面前一模一样。,banfo,正文段落,消极,9df73e89f3af297b02cc2cd41700039e,7.0,待处理,情感共鸣,"共情,煽情"
它明白钱没了可以再挣，尊严没了，那可就挣得更多了。,banfo,金句语录,消极,1d9c7fb3a13a3542d5db9ead27c6fdf0,9.0,待处理,反讽金句,逻辑
过去那点桀骜不驯的样子也没了，眼神都充满了清澈的愚蠢。,banfo,金句语录,消极,cbec7335db6b83d8cda9da3307de2ce4,8.0,待处理,对比描写,对比
更离谱的一点是，现在这狼已经会认车标了，绝不纠缠十万以下车的车主，不是不相信他们的驾驶水平，主要是更相信豪车车主的伙食水平。,banfo,正文段落,激昂,06cf5545fdac0abadc399466432c5635,8.0,待处理,荒诞叙事,逻辑
可可西里明明是禁猎区，更是生命的禁区，现在硬是被它爆改成了舒适区，它都恨不得立个牌子，“我在可可西里很想你”。,banfo,金句语录,激昂,3d3045faf1e00f7e524bf40f1f7ef9d3,8.0,待处理,反差对比 + 网络梗植入,对比
但万万没想到，几百公里啊，它硬是沿着国道闻着味儿就走回来了，你都想不明白，那个蛋黄派里是不是装了地图APP。,banfo,正文段落,激昂,da37e4236008631c60b3d3209cb76352,7.0,待处理,夸张比喻,逻辑
达利园能降伏可可西里，靠的压根不是真材实料，而是工业的味道。,banfo,正文段落,中性,93dfc7feab7dbb7798d59469bc966d44,7.0,待处理,核心观点,逻辑
一块钱能感受到人类工业文明的进化，你就偷着乐吧。,banfo,金句语录,消极,601c776974c1e7b297c7e0a9a981d802,8.0,待处理,反讽,逻辑
它唯一的也是最大的优点就是，便宜，好吃，便携好带。,banfo,正文段落,中性,b4a1461a2a9e399e35bebe041b521d81,6.0,待处理,直白陈述,逻辑
这就导致可可西里这么偏的地方，狼这种原始动物都能感受到进化的呼唤。加入，光荣的进化吧。,banfo,金句语录,激昂,2720a9b8b45221e3792a96d636ef81f6,8.0,待处理,引用/梗 + 升华,逻辑
于是，狼就成了狗。,banfo,正文段落,中性,2372ed1e514e6209b9e4f07b854c784d,7.0,待处理,结论式短句,逻辑
狗是什么？是能吃碳水的狼。那问题来了，是狼不想吃碳水吗？,banfo,正文段落,中性,e1d1c9603f39408fdf87d7f1b71f87c4,7.0,待处理,设问自答,逻辑
王的尊严没有售价，不过蛋黄派它入口即化。,banfo,金句语录,消极,bb54d2789d541b861b3164ff1390a7ba,9.0,待处理,对比金句,对比
自此以后，狼生的意义到底是什么？就是去国道整点蛋黄派。,banfo,金句语录,激昂,3bf3f1e4042506125bc120acfb7cbdf5,8.0,待处理,解构升华,逻辑
什么狼道文化，什么狼性精神，什么狼族难以驯服？那是他们没吃过蛋黄派。,banfo,金句语录,激昂,f5f76e3ed14e63415dfa278ba13b6f63,9.0,待处理,排比反问 + 解构,逻辑
工业的力量，吃一口，就不一样。,banfo,金句语录,中性,73c7c0bb3f3230c8c46a811a24207ad6,8.0,待处理,总结金句,逻辑
