内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
定期整理遗嘱，感觉很有必要。,banfo,开头金句,激昂,0e9413af26d559315a80b568141f9ed4,7.0,待处理,制造悬念+反常观点,逻辑
我觉得，大家定期研究一下遗嘱，很有用。,banfo,正文段落,中性,c063c247daea832a77790b4f9f1d89bf,6.0,待处理,直接主张,逻辑
这个习惯源自于我觉得自己生活的失控。,banfo,正文段落,消极,72a537b8988418b81fca9c28b201a2a1,7.0,待处理,情感共鸣+问题根源,"共情,煽情"
为什么要立遗嘱，因为在这个互联网时代，个人资产的复杂度要远远超过以往任何一代。,banfo,正文段落,中性,6423f4ca9ce346e89f1dca09d32ff4fd,8.0,待处理,时代洞察+对比论证,对比
如果突然撒手人寰，你的家人朋友可能都不知道你有多少，放在哪里，账户密码多少。,banfo,正文段落,消极,e1eea6e48e5db94064629b47122df48d,7.0,待处理,制造焦虑+具体场景,焦虑
这年头大家投资普遍上有一种什么都要买一点儿的心理。,banfo,正文段落,中性,e865f09e6dfe3350ca06451930c38c31,6.0,待处理,群体心理洞察,逻辑
微信理财通放一些，余额宝放一些，主打的就是鸡蛋不要放在一个篮子里。,banfo,正文段落,中性,367faee04e1d78d606e4932ff06b84a2,6.0,待处理,俗语新解+生活化描述,逻辑
别笑，我有一个朋友真的很喜欢在网约车账户里充钱。,banfo,正文段落,中性,7932dd51483d0e7772ea65d3b14e660f,5.0,待处理,自嘲+具体案例,逻辑
更别说有人的乐视会员都到了100年后了。,banfo,正文段落,中性,f812fa65ef247f573e769e352553c356,6.0,待处理,夸张幽默,逻辑
这些鸡零狗碎的东西，除了你以外，谁知道？谁能记清楚。,banfo,正文段落,激昂,e58bc2f7ea109458ee16a5fa087f1628,7.0,待处理,反问+强调个人独特性,逻辑
微博、B站、豆瓣、知乎、朋友圈，过去写的东西和相册是继续留着还是删掉？,banfo,正文段落,消极,3ca279e40110f5d5841f3331fc27f49a,7.0,待处理,列举+灵魂拷问,逻辑
以及电脑里的各种新建文件夹、考研辅导里珍藏多年的学习资料，真的，要留在那里吗？,banfo,正文段落,激昂,0679faa2cd3a4ce8e241a885f6fa59b2,7.0,待处理,幽默暗示+隐私顾虑,逻辑
虽然算不上资产，但你自己还觉得有点价值，舍不得丢。,banfo,正文段落,中性,3a3b3902b487c816a439c0efe41322cf,6.0,待处理,情感价值洞察,煽情
万一自己有一天突然去世了，自己的宠物，是需要托付给谁？,banfo,正文段落,消极,9cec6f7795eb312805f1faf48f211153,7.0,待处理,具体场景+情感责任,煽情
你舍得不做好安排就撒手人寰吗？,banfo,正文段落,激昂,3ca19fe090e8b7b78b2169b2e3ec60fb,7.0,待处理,反问+情感施压,煽情
关键是，你会发现如果真的开始写了，自己的人脉网络也能捋清楚。,banfo,正文段落,积极,268fea792b12f16e177c344c91789710,8.0,待处理,意外收获+认知升级,逻辑
那些出现在你遗嘱里的朋友可以继续投入精力，而一些平时用心去维持的关系可能并不值得投入那么多热情。,banfo,正文段落,积极,14d0cb21d11c291a93eccc0318a10bd1,9.0,待处理,对比反思+人际关系断舍离,对比
及早立遗嘱，是对过往的整理，是担心一些心爱之物没有得到最妥善的处理，也是一种向死而生。,banfo,正文段落,积极,fcdbffd69782108c28307fc8dea3d1d6,9.0,待处理,价值升华+哲学思考,逻辑
就最怕什么呢？你整理了半天，盘算了半天，结果发现自己啥也没有。甚至连想托付的人都没有。,banfo,正文段落,消极,3b4aeb7a4ccd4f92976b08d8262d2c7a,8.0,待处理,反转+黑色幽默,逻辑
松了一口气，不用麻烦了。只是忧愁才下眉头。却上心头。,banfo,正文段落,消极,b60d46ac030a3221242b06bdb82f2345,8.0,待处理,化用古诗+情感余韵,煽情
塞尔达拯救了我的婚姻。,banfo,开头金句,激昂,a5e682ff6f1b9694862478520bd490c2,8.0,待处理,悬念制造+反差对比,对比
我们的婚姻没有任何问题。没出轨，没吵架，没经济危机，房贷还清，双双升职加薪。一切都非常好。但没有问题本身，就意味着问题。因为太平淡了，太无聊了。,banfo,正文段落,消极,a92845126f2021b60d9b4ec58be8a202,7.0,待处理,先扬后抑+揭示深层矛盾,逻辑
平淡不意味着失去兴趣。依旧分享糟心事、喜悦和冷笑话。但就是失去了热情。倦怠、疲乏、沉默的时刻多了。更直接地说，是彼此没有需求感了。不需要对方的存在。,banfo,正文段落,消极,b1e059110be975f6f5163f2d876805c6,7.0,待处理,现象描述+本质提炼,逻辑
就像西游结束了，师徒四人还会在一起吗？,banfo,金句语录,中性,d3cd6bfbe5d7a97d5be0d597fcd4f924,8.0,待处理,类比隐喻,逻辑
我们在大学辩论队认识，一个是二辩负责开火，一个是四辩负责总结陈词。主打紧密配合。合作久了，互相欣赏，就走到了一起。,banfo,正文段落,积极,3d95c2f23d1e2b425ea1101b88297ae4,6.0,待处理,故事铺垫+合作模式建立,逻辑
工作后选择了不同赛道，没有合作机会，越来越难理解对方在干什么。即使双双升职，也没有高看对方一眼。太理性的人，总会把成功归功于时代红利和运气。,banfo,正文段落,中性,805098bc4c3c367b80278cf4b2b2da03,7.0,待处理,原因分析+理性解构,逻辑
两人太要强，在情绪价值上并不需要彼此提供太多。因为不在事业上打配合，过去那些真正的、从眼眶里直接淌出来的欣赏也就慢慢消失了。,banfo,正文段落,消极,1d5f49eaa917b715ead047b6d3b906cf,7.0,待处理,性格分析+情感流失,"逻辑,煽情"
过去家庭场景还有家务分工，可以打配合。但科技和现代分工摧毁了这个场景。外卖、扫地机器人、保洁、洗碗机让家务活少了。两人打配合的机会越来越少，对对方价值的认可就越少。我们都觉得，没有对方，也一样了。,banfo,正文段落,中性,35afa18b7ec072faef130ee6f2b78460,7.0,待处理,时代变迁分析+需求消解,逻辑
我喜欢打怪，她就喜欢过神庙。她喜欢解密和智力挑战，我方向感好总能找到神庙。所以我们配合得很好：我找神庙，她解锁；我跑地图，她组跑车；我偷袭怪物，她帮助克洛格。主打互相配合，各司其职，都能找到乐趣。,banfo,正文段落,积极,084260004be93e5b81d44222f69bc5a2,7.0,待处理,互补合作+场景描述,逻辑
最关键的是，我们靠这个事情重新看到对方的价值，是欣赏。她看我完成高难度任务时，有崇拜的眼神。我看她过神庙时，想起了她辩论时的神采飞扬和初入职场拼尽全力的模样，好像回到了最初在一起的状态。,banfo,正文段落,激昂,e31a967c38c8f7b0537a633541373648,9.0,待处理,情感升华+回忆唤醒,煽情
婚姻久了，最大的问题就是很难再产生激情。长期生活中，对方最不堪的一面都会被看到，如果连【需求感】都没有，爱慕就很难持续。,banfo,金句语录,中性,278fe0dfd8410aa8bd81fa65f34b5dc7,9.0,待处理,本质洞察+核心概念强调,逻辑
婚姻关系不是简单的爱恋升级，而是一种经济合作。这种合作不仅是门当户对、资产重组，更是遇到事情时能一起当队友。古代的男耕女织，就是典型的经济互助和最小单位的打团战。,banfo,正文段落,中性,4ce8ead5750ac649ecba6231ce9f8e0c,8.0,待处理,重新定义+历史类比,逻辑
【需求感】的维持，需要两个人找一件事去完成。生孩子是一个，但太奢侈且难反悔。组队打游戏也算，但特别挑游戏，容易互相埋怨恩断义绝。从这个角度说，塞尔达很安全，可以让你重新找到【需求感】。,banfo,正文段落,中性,b07e1b4aa1cb0788f1c64bc361ec0305,7.0,待处理,解决方案对比+产品定位,对比
不仅仅是婚姻关系，任何两个人都是如此，有事儿有目标一起做，大家感情才会好。,banfo,金句语录,积极,2b34da8fe1d37fe08663d8afce326379,8.0,待处理,观点升华+普适性总结,逻辑
就比如吃这顿饭吧，我完成了扫码点菜的工作，那剩下的买单剧情可能就需要你来解锁了。服务员，买单。,banfo,正文段落,激昂,5eb69bb99e61d137c4e90665610c6608,7.0,待处理,生活化类比+幽默转折,逻辑
我笑了，说你别急，我还没吃饱。接下来，是我的点单回合。于是我又点了几个菜。他说行吧，那后面是我的回合，我先去上个厕所。然后再也没回来。,banfo,正文段落,激昂,0e7f8b2c74887bd3fd111df726f27c1a,8.0,待处理,幽默反转+开放式结尾,逻辑
多少社畜因为烘干机逃不出亚朵？,banfo,开头金句,激昂,2ceb774af4f56d40024f36645f7c6470,8.0,待处理,制造悬念 + 场景共鸣,共情
我有几个过去只住万豪的羊毛党朋友开始去住亚朵了。,banfo,正文段落,中性,427265b10010cc1feb445c822e3ffa13,6.0,待处理,对比反差 + 制造好奇,对比
但住几天万豪，就会换到亚朵住一天。不是觉得万豪枕头不舒服，不是觉得万豪行政酒廊不行，不是觉得万豪积分不香。而是去亚朵洗衣服。,banfo,正文段落,激昂,f28759d614b7cdce3cf4279e209bccf4,7.0,待处理,排比否定 + 意外转折,逻辑
现如今洗衣机每家每户都会配，但烘干机还不是，渗透率还很低，大概只有10%，很多人是在亚朵酒店里第一次体验烘干机。,banfo,正文段落,中性,d440bdb27c7a13ceee83e90b08610070,6.0,待处理,数据支撑 + 场景洞察,数据流
这种新鲜体验是效果很好的广告。每次想到烘干机的时候，自动就能联想到第一次用烘干服务的那个酒店。,banfo,正文段落,积极,89e09ffc67f5a36a95e77b6c15a7b0bb,8.0,待处理,心智锚定 + 品牌联想,逻辑
你放在洗衣机太长时间，耽误其他住客用，更会耽误你衣服干的时间。哪怕是快洗，也至少得15分钟。你得等。所以过去很多时候，哪怕酒店配了自助洗衣房，也很少人去用。麻烦。马上就要出门，还得惦记着收衣服，我是出差来了还是做家务来了。,banfo,正文段落,消极,0bffda19f13eadfa4fa16f0f5413ce98,7.0,待处理,场景还原 + 情感共鸣,"共情,煽情"
你晚上快睡觉前放进去，第二天起来一看，衣服干了。这个感觉，不要太好。,banfo,正文段落,积极,87470eca4b8af84b22150fc6b808f240,7.0,待处理,场景描绘 + 情绪释放,逻辑
这个服务，对于亚朵的各个加盟店来说也并不难，只是多加了一项让保洁巡视洗衣房的流程，执行起来也容易。但效果，好到炸。,banfo,正文段落,激昂,6c9311690805d1dbdc562e2d5a26921f,7.0,待处理,成本效益分析 + 效果强调,逻辑
这个看起来很简单也没有花多少钱的模式，却捅了万豪腰眼子。,banfo,正文段落,激昂,86716ca3583e171eb2e24853966e260b,8.0,待处理,对比反差 + 形象比喻,对比
万豪为代表的五星，之所以贵，是因为全服务。配套设施全，一日三餐、健身房游泳池会议室都有，而且服务细致，但缺点也是同样，增值服务略贵。,banfo,正文段落,中性,04d33f3afa8e500dcd6cca66a8f8d54f,6.0,待处理,客观分析 + 利弊对比,"逻辑,对比"
但很有可能你出差时穿的就只是几十块的普通短袖啊。这个时候，你再花几十块钱甚至上百块去洗？你不是花不起这个钱，而是觉得哪里不太对劲儿。就像是20万买的车位，你停10万的车总觉得不划算。,banfo,正文段落,消极,11de53bcc04352a775dfb9977be2088d,8.0,待处理,场景代入 + 类比论证,逻辑
亚朵用【四台烘干机】+【一个服务流程】解决了这个困境。,banfo,正文段落,积极,41b91d5a20403729e4c50052ada09868,7.0,待处理,解决方案提炼,逻辑
甚至很多人，专门为了烘干机去亚朵。因为如果你把五星酒店洗衣服的成本也算进去，亚朵的性价比已经逆天了。但实际上，也没多少成本。,banfo,正文段落,激昂,1b43fc35be0e3fd23c4a9eab7eaa5f5f,7.0,待处理,价值重估 + 成本揭秘,逻辑
从这个角度来说，服务业很难，因为要把每一个点照顾到，需要巨量的成本。服务业又很简单，抓住一个痛点，就能打爆一切。,banfo,正文段落,积极,5657b5fa836534ad3ecf28918b1ce50b,9.0,待处理,辩证总结 + 核心洞察,逻辑
卷，也要动脑子。,banfo,金句语录,激昂,bac6c512a183c92929e1ee0dda0c0b03,9.0,待处理,金句收尾,逻辑
