内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
一款产品，让小红书彻底疯狂。,banfo,开头金句,激昂,9559dcf151066bd9e3e4a48f18385a35,7.0,待处理,现象陈述 + 制造悬念,逻辑
由于平台规则变动，之后的抽奖都放在后台。每篇文章对应一个独立暗号，在后台回复即可参与。抽奖内容、金额、个数不变，开奖前操作均有效。,banfo,行动号召,中性,1edd34aed5af12ab8e12c0086d9543c4,3.0,待处理,规则说明 + 行动引导,逻辑
操作方式就像大家之前回复“摸鱼”一样简单熟悉。,banfo,正文段落,积极,5fa0dc8e88289e626bbbaa99ed3d7dfe,5.0,待处理,类比熟悉场景,逻辑
你肯定知道它，但你从来没有真正了解过这东西的离谱之处。,banfo,开头金句,激昂,e019e627dfb12dd0ffe522c5a004591a,8.0,待处理,认知颠覆 + 制造好奇,逻辑
它加茉莉花茶，是伯牙绝弦。换成茉莉清茶，是茉莉奶绿。换乌龙茶，就是乌龙奶茶。,banfo,正文段落,中性,a9144a88861471d162839380a8d54460,6.0,待处理,列举变体 + 创造关联,逻辑
一鱼两吃固然很棒，但在它的一鱼三十吃面前，根本不够看。,banfo,正文段落,激昂,f781a1d9927e431b589146da62a4b288,7.0,待处理,对比夸张,对比
它在各大品牌的舒适区里，疯狂串门。,banfo,正文段落,激昂,8ae87ec5fbd00c98fc7cc5113a4dc8cd,8.0,待处理,拟人化 + 跨界描述,逻辑
它的千层马蹄糕，阎王来了也要竖起大拇指。,banfo,正文段落,激昂,e230142a9dc8929b498cfcd84f2013f2,8.0,待处理,极致夸张 + 幽默,逻辑
它的榴莲炒冰，更是视觉+嗅觉的双重盛宴。,banfo,正文段落,积极,fb42c193a9115fadcb96d58ba5501b51,6.0,待处理,感官描述,逻辑
它加野格，这个组合有点野。,banfo,正文段落,激昂,c9036c29aa226cfbf81b55de2df7a060,7.0,待处理,谐音梗 + 制造反差,对比
以及终极BOSS，它的麻辣烫。,banfo,正文段落,激昂,1f1409bb7407464236af583b7c50e24b,7.0,待处理,游戏化叙事 + 制造高潮,逻辑
从饮料到甜点，从零食到正餐，它走过的整活路，比我的命都长。,banfo,正文段落,激昂,02788ab5a92daa5745277771fdc935b9,8.0,待处理,总结归纳 + 自我调侃,逻辑
它像一只公鸡，还要下蛋，不是他的活儿他要干。,banfo,正文段落,激昂,154048ca2d61a4ae0b9c5d071de55efd,8.0,待处理,比喻 + 制造反差,对比
你以为它是浓眉大眼的小家伙，其实它是头顶金毛的隔壁老王。,banfo,正文段落,激昂,66472d1e8074edc35a1b04b78cab0827,9.0,待处理,反转预期 + 流行梗,逻辑
有糖可乐在它面前根本乐不出来。,banfo,正文段落,激昂,aa6e571de73c014de89617740799f35a,7.0,待处理,拟人化 + 对比,对比
一瓶它包了你胰岛一天的工作量。剩下的饭，都算加班。,banfo,正文段落,激昂,0c26ea821280cadae22affd3ad150217,9.0,待处理,拟人化 + 职场梗,逻辑
我这糖尿胖子喝了它，保险公司都得算我慢性自杀。,banfo,正文段落,激昂,5e92ece1cfd7e44f84d98f7e5319dc50,8.0,待处理,自我调侃 + 夸张后果,逻辑
糖分像黑丝，是刻在人类基因里永恒的诱惑。,banfo,金句语录,激昂,9f436367d0143c8e8d62aef2286387d5,10.0,待处理,比喻 + 本质洞察,逻辑
糖分越高，它越骚。,banfo,正文段落,激昂,7b24e7baf3daf4cc14674030539a6a68,8.0,待处理,拟人化 + 简单粗暴,逻辑
就这20多克糖下去，苦瓜秒变哈密瓜，广式凉茶都变英式红茶。,banfo,正文段落,激昂,591873083171f983ac3dfee1fee184e6,9.0,待处理,夸张对比 + 幽默,对比
你就是把它抹拳头上打人，都能让对方迷惑为什么你这么甜，是不是喝多了农夫山泉。,banfo,正文段落,激昂,d4942b83cbc324ea0f3cc16e44af9c82,9.0,待处理,极端场景 + 无厘头幽默,逻辑
高糖+酒精，胰岛骑着肝，狂欢到天明。,banfo,正文段落,激昂,2751715c0f494f4cf0ae86e1f439780b,9.0,待处理,拟人化 + 生动画面,逻辑
我都能手搓芯片了，还需要光刻机说明书吗？,banfo,正文段落,激昂,7d4e004a7a4c8c20f43fa067642b352b,8.0,待处理,类比 + 反诘,逻辑
大家要的，其实是沸羊羊在恋爱中扮演的角色——有参与感但不多。,banfo,金句语录,激昂,ee6fbee8521c3e5c151c9fecb5455071,10.0,待处理,流行梗 + 精准洞察,逻辑
