内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
INTO YOU，年轻的口红老狐狸,banfo,开头金句,激昂,47ecbc3d71c18f0610ef3afc47027ba2,8.0,待处理,矛盾修辞 + 品牌定位,逻辑
一个品牌的狡黠之处就在于它出现的时间刚刚好。如果是在上一波品牌热潮时出来，一定会被卷死。但现在，它的价格带和市场认知都定下来了。招式对，时间对，哪怕消费者知道这是一个“陷阱”也会心甘情愿地陷进去。,banfo,正文段落,激昂,6387709a8aff2172aea5cff8ba8fa09f,8.0,待处理,时机分析 + 消费者心理洞察,逻辑
因为她们要的就是这种用最便宜的价格能够不断跟风买新色号的牌子。,banfo,正文段落,中性,efb0ac76285a8f07a88a5be5129905ea,7.0,待处理,需求洞察,逻辑
再搭配低克重对应的高克单价，等于不浪费、不掉逼格、低总价。一切刚刚好。,banfo,正文段落,中性,3269f58c21e3f1dc770352d98fad5f80,7.0,待处理,价值等式构建,逻辑
这个品牌，太狡猾了。,banfo,正文段落,激昂,d5b4295ea65cfbe532cfa8c6f965699d,6.0,待处理,总结评价,逻辑
这是一个神奇的人，你完全猜不出他会写出什么，他自己也不知道。点击关注下方账号，你将感受到一个朋克的灵魂，且每篇文章都有惊喜。,banfo,行动号召,激昂,3b169f216e6e5ea4fe13b47133ed6e3b,6.0,待处理,人设塑造 + 好奇驱动,逻辑
千万注意，要在开奖后5天内填写，过期作废，也可以点击小程序看看自己过去的记录，及时填写。,banfo,行动号召,激昂,636de5be184c63cc13f664beeb50ebc0,5.0,待处理,制造紧迫感 + 行动引导,逻辑
感谢大家一直以来的阅读、在看和转发，点我参与抽奖！点我参与抽奖！,banfo,行动号召,积极,9e83b01d4dbec49e218dbe6603865e9e,5.0,待处理,感谢 + 明确指令,逻辑
【我爱这个魔幻的世界】,banfo,金句语录,积极,41c658faded96101ac27cbcc6811aa73,6.0,待处理,情感共鸣,"共情,煽情"
锅圈食汇，房东的极致博弈,banfo,开头金句,激昂,589e73b56d61e43c8e8372e5a2d67c26,8.0,待处理,悬念设置+行业洞察,逻辑
千万注意，要在开奖后5天内填写，过期作废（小程序开奖5天后会自动关闭地址输入口），也可以点击小程序看看自己过去的记录，及时填写。,banfo,行动号召,激昂,021714865dddc4cd2f4b74a259038ef2,3.0,待处理,制造紧迫感 + 提供解决方案,逻辑
昨晚跟一个老同事吃饭，他说他毕业之后开店，开了加盟店，还在朋友圈发广告，给老朋友打折。如果不给钱，就把腿打折。,banfo,开头金句,激昂,3e57954c9ecdd4c6d6397c18b717cddb,7.0,待处理,幽默反差 + 悬念引入,对比
在他说出开店的时候，我已经打起十二分精神准备好应对他找我借钱了。,banfo,正文段落,中性,a03c4cfd790c33eb8bbbff09b3d66c7f,6.0,待处理,心理预期铺垫,逻辑
我觉得在有盒马有叮咚有永辉有一堆各种超市甚至农贸市场都可以代购的杭州，这东西到底卖给谁，关键是卖的也不便宜。,banfo,正文段落,中性,0503f51d0d4e63a2d053e192f43c236f,6.0,待处理,制造疑问 + 逻辑质疑,逻辑
考虑到我应该不是商业圈的柯南，所以一直觉得这些加盟店属于一种很新的电信诈骗。,banfo,正文段落,激昂,b0319a69337218cce237693f008f41db,8.0,待处理,类比讽刺,毒舌
他笑着说，在杭州开，显然不合适，谁想不开在满是超市的地方开这个啊。他是在老家开的。在老家县城，这个店，过的还行。,banfo,正文段落,中性,82c04162627c1beecb36251fe08d030b,7.0,待处理,认知反转 + 地域差异,逻辑
考虑到我当年开店在倒闭前，都说自己过的还行，我是不信嘴硬的。因为我就是嘴硬的人。,banfo,正文段落,中性,9a08b3888f31a6a043da9f28d08b9999,6.0,待处理,自我调侃 + 经验质疑,逻辑
第一，闭店率挺低的。还有接近1/3的加盟商会开第二家店。说明活得还行，当然，也可能是套的更深。,banfo,正文段落,中性,3078f86afce60a04aee6343d8b97c38e,7.0,待处理,数据支撑 + 辩证思考,数据流
第三，主要开在省会以下的城市。县乡两级能占到43.6%。,banfo,正文段落,中性,b91db04655507b3e33489bb2dec05995,6.0,待处理,数据支撑,数据流
第四，加盟商赚没赚钱不知道，公司确实赚钱了。,banfo,正文段落,激昂,f07d645112199a2393922379b1d5ed40,8.0,待处理,幽默讽刺,毒舌
而且不爱花钱搞渠道，搞商超，希望别人能加盟进来白嫖他们的渠道。（自营门店几乎忽略不计，就是样板间）甚至还能给我贡献一点服务费。,banfo,正文段落,中性,3ddedb899a30068ba3d5c108c8de320b,7.0,待处理,商业模式解构,逻辑
适合这样的品类是SKU多，没有一个大单品，散，碎，但又属于同样一个目的性很强的消费场景。火锅食材也是这么一个品类。,banfo,正文段落,中性,a57e732ddb682fbbb2856808046fbeb5,7.0,待处理,品类分析,逻辑
所以这家公司避开了锋芒，当别人去抢线上流量的时候，它走了一个其实很老套的模式。,banfo,正文段落,中性,d44643f6f6b1d239c56d24d5095142b9,7.0,待处理,战略差异化,逻辑
江浙沪广的县域，和其他的县域，不是一个世界。,banfo,正文段落,激昂,b81033ead057d916e1af49a2d479f4d2,9.0,待处理,地域认知差异,逻辑
对于很多不那么发达的县域而言，火锅超市真就是一个【增量需求】。,banfo,正文段落,中性,9aa2aabb4ef5c893204ea1e7ae15db5f,8.0,待处理,核心观点,逻辑
为什么很多新消费死掉了？他们做的生意是做替代型生意。,banfo,正文段落,中性,2d8a4552f4d9f3e1cf2d55fdaa276c05,7.0,待处理,问题引出 + 观点对比,对比
消费升级的故事，是过去用抹布的人开始用厨房纸了，而不是过去用厨房纸的现在用更贵的厨房纸了。,banfo,正文段落,激昂,932bdc62337bda29c45530e231002483,9.0,待处理,类比定义,逻辑
低线城市的人因为房价低，其实手里的消费力不算低，但很多地级市和县里，因为供应链的原因，好的火锅店有是有，少。,banfo,正文段落,中性,1a7a2035faf2b59ba17cba57206e3003,7.0,待处理,消费力分析 + 市场缺口,逻辑
