内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
我，不要太妇女之友,banfo,金句语录,中性,f8b6708a1a6413a41f52ede11ec43044,5.0,待处理,自我调侃 + 身份定位,逻辑
吐槽钢铁直男已经是社交平台上的保留节目了，基本上每年都要火上几次。,banfo,开头金句,中性,de002f7c17646eac08fa5c2516cdce6b,6.0,待处理,现象引入,逻辑
尤其是在情人节、白色情人节、七夕情人节之类涉及送礼物的场合，更是滋生直男段子的沃土。,banfo,正文段落,中性,4db1b912acaeaa2f24eb51f2bb3c97ba,5.0,待处理,场景聚焦,逻辑
我年轻的时候，就没少成为段子的主人公，我现在还记着我第一次给我老婆送了10斤特意让我爸从济南带过来的卤猪蹄的时候，她那震惊的表情。,banfo,正文段落,激昂,016bc1c5f07457124a13509abe40f7f6,7.0,待处理,个人故事 + 反差幽默,对比
但从很多年前开始，我就一直有一个疑惑：我当时那是确实不懂，但现在大家又不是不上网，网上有那么多反面教材，为什么很多人还是会干出教科书般的直男行为？,banfo,开头金句,中性,0f1b7465e3ac819d74b700c8b4660351,7.0,待处理,提出问题 + 制造悬念,逻辑
直到听了一个朋友的故事，我才发现我行我素的直男还不是最可怕的。更可怕的，是一个竭力想要改变的直男。,banfo,开头金句,激昂,6fb1b00e4505ba241bcaf14405a140ca,8.0,待处理,转折 + 制造悬念,逻辑
他越看越对号入座，越对号入座越面红耳赤，最后决定洗心革面、用心研究，避开雷区，做一个懂女友心的优质男朋友。,banfo,正文段落,激昂,0a5bc854b5e99937351802fc118866ab,7.0,待处理,心理描写 + 行为转变,逻辑
真的，全身上下透露着一股质朴又天真的清澈愚蠢。,banfo,金句语录,激昂,dd6872571b231570788904c55f0becdd,9.0,待处理,精准概括,逻辑
他笑了，说礼物不能光看自己怎么想，更不能在乎别人怎么想，重要的是收礼物的人怎么想。如果什么都考虑划不划算，日子就没法过了。钻石值得吗？包包值得吗？礼盒值得吗？算钱，不值得。但她喜欢，那就值得。,banfo,金句语录,积极,2c722bc8edaa7a3bd1433f391e1c1c53,9.0,待处理,情感共鸣 + 价值主张,"共情,煽情"
我大为佩服。直男一旦醒悟自己是直男，改变起来果然神速。,banfo,正文段落,积极,031ee31a4798da9c07e602b1020eccfa,7.0,待处理,先扬后抑,逻辑
他说是啊，可人家@我是想跟我吐槽这个礼盒太蠢了，让我看看什么傻子会买单。我说然后呢？他说然后我就买单了。,banfo,正文段落,激昂,adf4caed06fc89b827a46bdf2f6a028f,8.0,待处理,对话叙事 + 反转幽默,逻辑
直男一旦想变得不直男，最后好像会更直男。,banfo,金句语录,激昂,e8f4a116985924ad408e64580e1b0468,9.0,待处理,悖论总结,逻辑
奇葩礼物只是表现之一，其实在遇到任何问题的时候，直男们都是这样直来直去的。这里的“任何问题”，包括且不限于创业和做产品。,banfo,正文段落,中性,7e5e434bc18400a2526fa1744e367e5a,7.0,待处理,现象延伸 + 主题升华,逻辑
但假如一个纯粹由直男缔造的品牌，主要用户群体却是女性呢？那两种截然不同的审美和思维方式之间的碰撞，足以形成一个史诗级的车祸现场。,banfo,开头金句,激昂,24a066204704b794acd9e2477264bd1a,8.0,待处理,假设 + 制造冲突,逻辑
嫌弃但又拒绝不了，想忘记都忘不掉。,banfo,金句语录,激昂,da43956e956b581c925a42d666cfb392,8.0,待处理,矛盾心理概括,逻辑
但就和开头说的那个故事一样，我行我素的直男不可怕，一个想改变的直男才可怕。,banfo,正文段落,激昂,1e017ff84c5dfb8f0ae07455c65898e0,8.0,待处理,首尾呼应 + 观点强化,逻辑
而这个品牌的用户，有八成都是女性。另外这群人之前是做游戏的，对食品行业不说是一知半解，那也是一窍不通。三者加在一起，就产生了很多诡异的化学反应。,banfo,正文段落,激昂,1c1c70643068f49463f5f8af46becda8,7.0,待处理,矛盾叠加 + 制造悬念,逻辑
“看起来就撑”“吃了以后大概会失去世俗的欲望。”,banfo,金句语录,激昂,a4592c80332cb845471b65b9c9073747,8.0,待处理,用户评价 + 幽默吐槽,逻辑
可以刮腿毛。好像也不是不行——个屁啊！你是要她们一边嗦粉一边刮腿毛吗！这两件事情也不挨着啊！,banfo,正文段落,激昂,c5307efb7fda91784e0a09a94582b597,8.0,待处理,直男逻辑 + 吐槽反驳,逻辑
这个品牌的很多思路都是这样听起来又奇怪又合理，除了容易挨打之外没有任何问题。,banfo,金句语录,激昂,f99bf5aff0dfd1c846f826ca46d8afc4,8.0,待处理,矛盾总结 + 幽默自嘲,逻辑
从营销策略、品牌定位乃至产品设计等所有角度来看，这个品牌的战果都是荒诞而不可置信的，甚至比当年杀穿游戏业界的传奇经历还要离谱。,banfo,正文段落,激昂,74e92fb5aad246fc11e6ef50d5401687,7.0,待处理,结果与过程的反差,对比
所以为什么为什么为什么？这个世界还能不能讲一点逻辑了？,banfo,正文段落,激昂,28dab254327be99e0a1b55d41c4a8821,7.0,待处理,连续发问 + 情绪宣泄,逻辑
其实很简单，这个品牌错在太直男，但也对在足够直男。,banfo,金句语录,中性,40ee17b1be1ee71d998b8eb725849971,9.0,待处理,核心观点 + 辩证总结,逻辑
直男们虽然经常会做出让人啼笑皆非的傻事，但在做事的时候也是真的认真和真诚。,banfo,金句语录,积极,605091b1ddc3a36ec4173143640fb7ad,8.0,待处理,辩证分析,逻辑
当年我给我老婆认真的说这个猪蹄是我小时候最爱吃的东西的时候，她的感动是止不住的。,banfo,正文段落,积极,a0cb3a935dca7cd9218a9b9d1360b91f,7.0,待处理,个人故事 + 情感共鸣,"共情,煽情"
直男不擅长讨好他人和揣摩心思，换来的就是在本职工作上的全部投入和绝对用心。,banfo,金句语录,积极,a45820428b15ce5efbb324b30fa6be7a,9.0,待处理,价值转换 + 核心洞察,逻辑
成了是应该的，没成那就是我还不够努力，还要继续大力出奇迹。,banfo,金句语录,激昂,b470e32a6ab7c61be22b127e4f8b62bb,7.0,待处理,自我归因 + 行动激励,逻辑
直男最大的特点，说好听了叫坚持，说不好听那就是执拗，喜欢找准一条路莽穿。,banfo,金句语录,中性,29d38527647ed734f5b63308a46f3f1c,8.0,待处理,定义特征 + 辩证描述,逻辑
坏处是费劲，短期内收益率低。好处是只要扛过了起步阶段，证明了自己，那接下来就是绝杀。,banfo,正文段落,中性,15c0935ee234c7e5d19bd4a5864b2d3c,7.0,待处理,利弊分析 + 长期主义,逻辑
什么营销，不做！什么广告，不打！咱们今天不玩虚的，我就是踏踏实实做产品，一门心思研发。,banfo,金句语录,激昂,59445ec43f15fa7f0500ea584cef906a,8.0,待处理,反向宣言 + 价值主张,逻辑
专心到用户都开骂了，说你这个包装看起来没食欲，光是看都看饱了。但那又怎么样，真男人就是要打直球。,banfo,正文段落,激昂,5074dc936eab7477b9f34b17f3bf6ced,7.0,待处理,先抑后扬 + 性格强化,逻辑
虽然我啥也不知道，在这个行业一点经验都没有；虽然我连目标用户都没搞清楚，由着性子一顿乱来。但我知道给你把产品做得扎扎实实，促销打到明明白白，那最后赢的人还是我。,banfo,正文段落,激昂,492d3555614711b81837b1d2fd77530b,8.0,待处理,承认短板 + 突出核心优势,逻辑
说实话，这个做法太直男了，太不狡猾了，太不投机取巧了。,banfo,正文段落,中性,5583b4076c5363531087a1f86cdd2a54,6.0,待处理,自嘲 + 价值对比,对比
但现在你是用户，你吃过太多花里胡哨的亏，买过太多包装诱人但体验拉胯的产品，遇到过太多行业里的套路。然后骤然遇到了这个直男到不知道装模作样的奇葩品牌。,banfo,正文段落,中性,bc8a40b16d1bfb804c32a925e2b11acb,8.0,待处理,制造痛点 + 提供反差解决方案,对比
请问你是愿意继续为花里胡哨买单，还是愿意买一看就很老实，给你把核心体验做到极致、把分量给得足足的产品？,banfo,开头金句,激昂,05f8b44a0151bcddf7f9f9bb67bf34da,7.0,待处理,二选一提问 + 引导选择,逻辑
