内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
空调五级能耗，租客哭房东笑,banfo,开头金句,激昂,e8b99d9cc10e12d244232e76332eceec,8.0,待处理,矛盾对比,对比
小时候不理解父母夏天为啥不开空调。等我自己住时才理解，会死，真的会死。傻孩子们，快跑啊！,banfo,正文段落,激昂,68ca77a782fc6be8a1655828b4289d6b,7.0,待处理,先抑后扬 + 制造焦虑,焦虑
我建议每位读者看看你家空调是几级能耗。如果是五级，恭喜你，中大奖了，奖励你帮房东再买一套房。,banfo,正文段落,激昂,dd28908396f567c5f6b7278e3099e801,7.0,待处理,制造焦虑 + 夸张比喻,焦虑
它是电费刺客，它是空调屠夫，它是房租高利贷，它是工业社会的甲沟炎，它是人类文明的尿路感染。,banfo,金句语录,激昂,8c662c08ab1f216df76dc945a6d5f5a9,9.0,待处理,排比比喻,逻辑
三体星人看到它都会吐一口痰说晦气，奥特曼看到它会开始无差别扫射，黑神话悟空看了它都得说你才是真正的黑吗喽。,banfo,金句语录,激昂,2b5d1351c1d07d6a2b0f4704d5971d7f,8.0,待处理,夸张类比,逻辑
五级空调，天空才是它的极限。,banfo,金句语录,激昂,8662b4dec57d1f9f9bfbe2163ea7a3c0,7.0,待处理,反讽,逻辑
这种垃圾怎么会有人喜欢？房东最喜欢。便宜不说，最重要的是可以吃电费差价回扣，五六毛的电费收你一块五，只要你打开它，电表和你的心脏只能有一个跳动。,banfo,正文段落,激昂,b109e9a7264ead81189482fd1ccea4ff,8.0,待处理,揭露真相,逻辑
我对空调的印象还停留在【一晚只耗一度电】这个广告词里。,banfo,正文段落,消极,b84009e0479b0a3b72ccbb754dbe7a68,6.0,待处理,对比反差,对比
当房东微笑着说房租一千，但电费两块钱一度，水费八块钱一吨时，我签了合同，还和他相视一笑，都觉得自己赚翻了。,banfo,正文段落,消极,c6745336d53872a59f82828a36f89f4c,7.0,待处理,讽刺自嘲,毒舌
等我住进去后发现真疼啊，这电费烧得我滋儿哇乱叫啊！,banfo,正文段落,激昂,dfd69b25ed1d1e96f440b62b525c502c,6.0,待处理,情感宣泄,煽情
五级能耗一晚上干了我二十度电！一百块电费，就撑了两天！,banfo,正文段落,激昂,7e56330421bb7d4a469cecb2390e634b,7.0,待处理,数据冲击,数据流
我第一眼觉得看错了，第二眼觉得写错了，第三眼发现是我活错了。,banfo,金句语录,激昂,3e7ac5a4c93a6bad0f5666e003f29e83,9.0,待处理,递进式自嘲,逻辑
我哭着喊，它不是叫省电星吗！房东说对啊，我们省的电费之星，省电星。,banfo,正文段落,激昂,4df600edfaf0d9ff4eb680f754814cfb,8.0,待处理,文字游戏 + 讽刺,毒舌
二十多年，狗活到这岁数都死了，但杭州四十度的夏天，它工作起来生不如死。,banfo,金句语录,激昂,4ff12f7d38cf83990ee53a93540ffc75,8.0,待处理,对比夸张,对比
但我能确定它是尿频的，它会半夜呲我一脸水。,banfo,正文段落,激昂,55a5832249679898223c44b5ba78afc5,7.0,待处理,拟人化 + 幽默自嘲,逻辑
我被它冷凝水呲醒还得谢谢它，然后马上关了它，不然用坏了都算破坏文物了。,banfo,正文段落,激昂,4cb50e3258d997130276f16cf57df9e1,7.0,待处理,反讽 + 夸张,逻辑
更骚的是，有的空调从来不会洗；这台空调省一点电，但省下的钱全用在治我呼吸道感染上了；,banfo,正文段落,激昂,40f28ad826a9742b06a4d138c80a5ee2,7.0,待处理,转折 + 代价揭示,逻辑
洗空调的师傅提着一桶黑水出来，我说是什么，他说是霉菌，我说怎么像石油，他说有石油就有霉菌很正常。,banfo,正文段落,激昂,5feb86cb4c8dce532eaf6fe0cb92c45e,8.0,待处理,黑色幽默,逻辑
他玩的是资本玩法，商业模式是房租不挣钱，全靠水电赚钱。,banfo,正文段落,消极,3c6cbc3fdeb8470e2c7de738a8762c80,7.0,待处理,揭露商业模式,逻辑
你知道电商平台上有这种能耗贴吗？两块多就送你一级能耗，人类这点能源利用的科技算是让他玩明白了。,banfo,正文段落,激昂,e7c4f7dcb81d0d7565fec112cfa0b096,8.0,待处理,揭露行业乱象,逻辑
五级是空调能耗的下限，但却是房东人性的上限，我这出租屋活得跟楚门的世界一样：,banfo,金句语录,激昂,c3ff83c71d9f03951f6d7d6030734499,9.0,待处理,对比 + 文化引用,对比
空调是五级的，洗衣机是五级的，冰箱也是五级的，热水器微波炉是四级的，就连饮水机都是三级能耗的。,banfo,正文段落,激昂,56fb1b560bdfa876d21cc0556c4e1ea8,7.0,待处理,排比列举,逻辑
那一天我知道这世界是有一定鬼的，不然这怎么一屋吸血鬼。,banfo,金句语录,激昂,59a1c49226f23fc78297cca37def9d1c,8.0,待处理,比喻,逻辑
我看着一屋祖宗都傻了，这一屋全开，国家电网都要被惊动。,banfo,正文段落,激昂,7b393745bbdf2fb0006cbeb0bc1120c9,7.0,待处理,夸张,逻辑
你理解一下，对于你们这种没有生活经验的年轻人，钱就是这种挣法。,banfo,金句语录,消极,916130532c3eda2384f76769d98ea33a,8.0,待处理,居高临下 + 揭露现实,逻辑
你看，房子是我租的，我赚的就是差价，既然要赚，就一定要一赚到底；,banfo,正文段落,消极,5e6707685a8738d6e4a67dd9672ff047,7.0,待处理,直白陈述,逻辑
我愤怒地拍桌子要退租！房东大喜过望，说合同写好了，提前退租要付一个月押金。,banfo,正文段落,激昂,6d3066a7b1a22757d4331cea482a15d4,7.0,待处理,冲突 + 反转,逻辑
我红着眼眶瞪着房东，他拍了拍我的肩膀说不要急，这一片小区几栋楼都被他租了，我就是搬走，也逃不出五级的世界。,banfo,正文段落,激昂,cacb2d177fe5fbf5e95b4d1033ca65ba,8.0,待处理,绝望感营造,逻辑
哦对了，小伙子，楼下我还有车位，你租不租的呀？,banfo,正文段落,激昂,45b604d44690de677f750b34066b248a,7.0,待处理,讽刺补刀,毒舌
恼羞成怒的我回到出租屋，下定决心要把房租的便宜占到底。,banfo,正文段落,激昂,e86167db1d1fdd47970fd01cf5e90a3e,6.0,待处理,反抗叙事开端,逻辑
店员看我转了五十多圈，问我要买什么。我说买了，已经买完了。他说你买什么了？买了佛冷。,banfo,正文段落,激昂,8d8a305f314660bb5e06824ad5657513,7.0,待处理,谐音梗 + 黑色幽默,逻辑
