内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
感谢大家一直以来的阅读、在看和转发，由于微信官方变动，之后所有的抽奖都放置在后台，大家可在公众号页面发送相关暗号关键词获取抽奖。,banfo,行动号召,中性,a07a7b4daa4092db2bc4af203348566e,3.0,待处理,解释变动 + 明确指令,逻辑
因为平台规则调整，参与形式从直接点击链接，换成了后台发送暗号获取链接。,banfo,正文段落,中性,29938da05d08ccd1ddba05973d144553,5.0,待处理,陈述事实 + 规则变更,数据流
别问为啥，我只能说问平台去。,banfo,正文段落,激昂,5f7bf37358b9703b9910ef86e8d8e2ef,6.0,待处理,重复强调 + 转移矛盾,逻辑
我也没辙，现在不仅你们麻烦，我也麻烦，我只能说问平台去。,banfo,正文段落,激昂,466d96a834ca941c1bd0bf7d483eb7ef,6.0,待处理,共情 + 转移矛盾,共情
我们只能服从平台规则。,banfo,正文段落,中性,de2c42b0ed3e3eac471bee730846b937,5.0,待处理,陈述事实,数据流
为什么不发电子卡？因为太麻烦了，如果还要统计邮箱、拍照刮卡找密码，嫩死我算了。,banfo,正文段落,激昂,027203136df9dc1e8ec54dae794d4e1c,7.0,待处理,设问 + 夸张表达,逻辑
发实体卡可以兼容送礼和自用，收到快递的时候，能更好的感受我的爱。,banfo,正文段落,积极,bcb87b49c4b8d6f6feec8110ccb00bcd,7.0,待处理,提供价值 + 情感连接,煽情
抽奖设置不允许分享，唯一的入口是后台暗号回复。这是只给读者的专属感谢。,banfo,正文段落,积极,348a7c0879d9bd857a1c0f00dc9f9f16,7.0,待处理,制造稀缺 + 圈层认同,逻辑
我从开始写公众号就坚持给大家回馈，没有大家我算个屁。我应该回报大家，有来有回才是真正的长期关系。,banfo,正文段落,积极,267661f15615041b87238a9868ae92fe,8.0,待处理,感恩 + 价值主张,逻辑
有用户重复中奖，这不是BUG，是测试口令被发现了。能找到这个也是能力，作为小彩蛋我们安排发货了，大家可以一起接下好运。,banfo,正文段落,积极,4432b03bd72e4f1c54e9f94136cfb6d2,7.0,待处理,故事化 + 制造惊喜,逻辑
这是一个神奇的男人，你完全猜不出他会写出什么。关注他，你将感受到一个朋克的灵魂，且每篇文章都有惊喜。,banfo,行动号召,激昂,cb18304a97fc0bafd289a72b7f79cdd4,8.0,待处理,制造神秘感 + 承诺价值,逻辑
在江西吃辣，不要装,banfo,开头金句,激昂,bfe918908f311ced104e0b0f544bdd3b,7.0,待处理,地域标签 + 行为警告,逻辑
