内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
一个普通的饮料是如何成为社交平台上的‘神药’的？,banfo,开头金句,激昂,e4fa6f798639e2b8446dc0215b9c3cd9,8.0,待处理,制造悬念 + 现象提问,逻辑
感谢你的阅读，下面是1个抽奖链接按钮，8月11日晚上19点开奖，一共是36张，单张价值50元的京东E卡。,banfo,行动号召,积极,4c806b0d8cf907dd02f34a3291072cc8,3.0,待处理,利益驱动 + 具体数据,数据流
千万注意，要在开奖后5天内填写，过期作废（小程序开奖5天后会自动关闭地址输入口），也可以点击小程序看看自己过去的记录，及时填写。,banfo,行动号召,激昂,021714865dddc4cd2f4b74a259038ef2,4.0,待处理,制造紧迫感 + 提供便利,逻辑
感谢大家一直以来的阅读、在看和转发，点我参与抽奖！点我参与抽奖！,banfo,行动号召,积极,9e83b01d4dbec49e218dbe6603865e9e,5.0,待处理,情感铺垫 + 重复号召,煽情
如果你打开小红书，搜索一款饮料，会发现它被奉为神药，对各种小病嘎嘎乱杀。,banfo,开头金句,激昂,b27fdbe918863ca1523597fb50e1630e,7.0,待处理,现象引入 + 制造反差,对比
就这个氛围，饮料公司看了都傻了，感情自己还是个药厂，是时候改名为大夫了。,banfo,正文段落,激昂,136b07be65e776b9e18c0571190db019,7.0,待处理,幽默调侃 + 品牌拟人,逻辑
这东西压根就不是饮料，是好喝的压缩饼干。,banfo,正文段落,激昂,9269d4d90d8010c002d464320f237b58,8.0,待处理,重新定义 + 制造反差,对比
它的设计思路非常泥头车，就是糖、水，和大量的维生素。,banfo,正文段落,激昂,ea8ccf6d2410b5b481ea15e668d5b3ce,7.0,待处理,夸张描述 + 视觉化呈现,逻辑
巧了，这饮料也不听。你以为它叫100，含量就应该是100。你错了。,banfo,正文段落,激昂,c4bb794cd927e70578fad2cf2a2a0692,7.0,待处理,打破预期 + 制造悬念,逻辑
在精心控制含量与猛加维生素让光照损失之间，它显然选择了后者。,banfo,正文段落,中性,6b5507adf7b222635a58a22a7db20cf2,6.0,待处理,对比选择 + 揭示策略,对比
更猛的是，维生素C成本极低，品牌选择的是直接加爆。,banfo,正文段落,激昂,6a2b1d2a099737987f3de0725d8824e6,7.0,待处理,成本揭秘 + 夸张表达,逻辑
我今天就是要让太阳知道我不认输，谁说人心不古，我今天维C灌下去，商业的良心你给我长回来！,banfo,金句语录,激昂,1d3196356e3241b2cef9144a6ec86d93,8.0,待处理,拟人化宣言 + 情感宣泄,煽情
你这是100吗？不，你是斯巴达300。,banfo,金句语录,激昂,2a88311db29adf12c7f760acc5139336,9.0,待处理,幽默反问 + 文化梗引用,逻辑
小傻瓜，哪有人会爱你百分百。我不一样，我可以爱你百分之三百。,banfo,金句语录,积极,9b718e93064aee34b6a03251ae8b1748,9.0,待处理,拟人化情话 + 制造反差萌,对比
