内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
上班这事儿，真没人不“疯”,banfo,开头金句,激昂,66684f54cfab7ef222de9c08cb10e36d,8.0,待处理,制造共鸣 + 情绪宣泄,共情
我最近被一个词洗脑了，词是【班味】。它直接把那份死又死不掉活又活不起的痛苦感给具象化出来了。,banfo,正文段落,消极,6c0869db4f1e225cf90ceaba81590319,7.0,待处理,概念引入 + 情感共鸣,"共情,煽情"
牛有绳，狗有链，马有鞍，我有班。班班班，栓栓栓。,banfo,金句语录,激昂,2b9998ea6bf29f3002e5a29df6bd93c0,9.0,待处理,类比排比 + 情绪宣泄,逻辑
工牌一栓，山河大海与我无关；电脑一开，演唱会艺术展我望眼欲穿。,banfo,金句语录,消极,1aaed59df133413b5efaf1ca8eb1c7da,8.0,待处理,对比反差 + 制造遗憾,对比
小的时候我认为一次性给我一百万也不能收买我的尊严；长大了以后发现，每个月五千分期三十年就行，它叫上班。,banfo,金句语录,激昂,787a0f1e55814b703dc272e5543cd477,10.0,待处理,今昔对比 + 辛辣讽刺,"毒舌,对比"
味表示生活的苦给你沁进去了，你已经被生活大火收汁了，你习惯对OA进行Q&A了，你已经从英雄变成NPC开始自动回复了。,banfo,正文段落,消极,e814f1034bddbf574729671ae6b97d36,8.0,待处理,比喻深化 + 身份降格,逻辑
老板没吱声给你主动提薪，客户的PUA倒是练就你一身被动技能。,banfo,金句语录,消极,4b3a96fa08126965938da74e7cbc5861,7.0,待处理,对比讽刺 + 职场洞察,"毒舌,对比"
这辈子我没喊过我老婆是亲爱的老伴，一进公司我要跟满脸褶子的老板喊亲爱的同学和小伙伴。,banfo,金句语录,激昂,45293115f6cea7ab099d00ae72bd7fd0,8.0,待处理,公私对比 + 荒诞幽默,对比
有它挡着，我能把生活中的喜怒哀乐藏进私下，把职业和专业留在职场。看到同事的表情包回复，我生出一股被挽尊的庆幸感。那是我的NPC打工homie，给我撑腰来了。,banfo,正文段落,积极,77a7aedd95a6ebcedad66d1d9e72c95a,7.0,待处理,情感共鸣 + 身份认同,"共情,煽情"
工作中要称职务，更能种植物。,banfo,金句语录,中性,adbce152ed803c8a778c8dbf0428def9,6.0,待处理,谐音双关 + 功能亮点,逻辑
过去许多微妙的、不方便开玩笑、不敢发红包的职场关系，现在能大大方方地怼上去几克能量。别撕巴，给地球的，给地球种树的。,banfo,正文段落,积极,ffcc5db1e1587b5b20851586c82a4e0c,7.0,待处理,痛点解决 + 价值升华,逻辑
那一瞬间你发现你们之间的关系拉近了不少，毕竟你们都是一起保护过地球的纯粹“战友”关系，十年种树，百年树人嘛。,banfo,正文段落,积极,4a4270bdd0a7ac4381ed0d0afdecc389,6.0,待处理,情感升华 + 文化引用,煽情
这种感觉像是大家都是吗喽，大家都在拒绝动物表演，但你拒绝不了动物非要表演。,banfo,金句语录,激昂,4ed97ee12f344932b52b17e3904af37a,8.0,待处理,比喻讽刺 + 职场无奈,毒舌
出于职场礼仪你不能给它发一分钱红包说辛苦了。但你能委婉地表示，拿着我的能量滚。,banfo,金句语录,激昂,f187d9e5abaa62a44a1e41ef0dec3490,7.0,待处理,规则限制下的情绪出口,逻辑
那一瞬间他会发现自己扑克牌里当大王，哥谭市里他最狂，洋快餐前他逞强，马戏团里他最忙，小丑界的王中王。,banfo,金句语录,激昂,79f02825df84d2a4522683faefb043aa,8.0,待处理,排比讽刺 + 文化梗,毒舌
过去拉近关系，要散烟请奶茶请宵夜，钱包出血。现在简单了，闷头发能量就好了；,banfo,正文段落,中性,e13e910543e65447d75cd5cf8abee8e5,6.0,待处理,今昔对比 + 突出便利,对比
从楞拒变成婉拒，从掰头变成调侃，从找茬变成捉虫。,banfo,金句语录,积极,51294cb82de3dcb5d47120b38e65afaf,7.0,待处理,排比递进 + 社交软化,逻辑
班味这东西，只有在彻底不上班时才能去除。可攒够了蚂蚁森林能量就能种树，攒够了经验就能跳槽，攒够了钱就能轻松一点。,banfo,正文段落,中性,12139a5c5ca8a4cc71878a1ffa7648cb,6.0,待处理,现实困境 + 希望寄托,逻辑
总有一天，你有钱有闲了，就要自由地奔赴生活，去看看星辰大海，亲手摸一模自己种下的那些树。,banfo,正文段落,积极,d5477616dbbd971daf8a86c41b528c2a,7.0,待处理,愿景描绘 + 情感升华,煽情
同事一场，都是因事结的缘分，缘聚缘散，也很正常。再见的那一天，就带着你们的能量，在未来种下一棵你们的树，也是一段缘分的纪念。,banfo,正文段落,积极,aa2ea2ab569072f059f8191af08027e1,7.0,待处理,佛系心态 + 诗意告别,逻辑
我们都是庸碌生活中的小蚂蚁，但不妨碍心中也久藏在巍峨的山林。,banfo,金句语录,积极,c1b2e29d05e11c2d59f69265f0d838bd,9.0,待处理,比喻升华 + 精神寄托,逻辑
买个无人出租赚钱？别太离谱,banfo,开头金句,激昂,0bf9cf36140287d059bb84544793c6fd,7.0,待处理,制造悬念 + 否定流行观点,逻辑
这回企业不仅能割到司机，还能让司机去踩缝纫机。,banfo,金句语录,激昂,f7a400ed547d1163c67b789b6ce4abb0,8.0,待处理,夸张比喻 + 制造恐惧,焦虑
你真的太善良也太天真了朋友，这里面充满了坑啊。,banfo,正文段落,激昂,3b8bd823bbc67947711ca34a736eaae0,6.0,待处理,情感共鸣 + 直接否定,"共情,煽情"
无人出租业务，最大的优点是第一次彻底解决了自动驾驶的终极问题：出车祸算谁的锅。,banfo,正文段落,中性,e02395169fb83a2edf9c66341374d8e6,7.0,待处理,设问自答 + 强调核心价值,逻辑
不出事儿，都是科技进步。出事儿了，都是甩锅跨步。,banfo,金句语录,消极,17180bc5254a50c1bc41d616c7647352,9.0,待处理,对比讽刺,"毒舌,对比"
出事前天顶战士，出事后天线宝宝。,banfo,金句语录,消极,641babf7a2f7dc9b5ce4398e0b1632d1,8.0,待处理,比喻 + 反差讽刺,"毒舌,对比"
他们拿了消费者开车的数据训练模型，但最终出了问题都怪消费者自己开了自动驾驶。这不荒谬么？,banfo,正文段落,消极,6516dad4f9d4b35c7505c49a16d1d504,7.0,待处理,揭露矛盾 + 反问,逻辑
这便宜占的，撒旦都说自己是他们的大粉丝。,banfo,金句语录,消极,3fa8090c9f867bac49c28ac953ac1e6f,9.0,待处理,夸张比喻,逻辑
无人出租模式从根本上解决了责任问题：没有司机，消费者也没动这车。出车祸，如果是对方责任就是对方的，如果是无人车的问题，责任就是企业的。,banfo,正文段落,中性,799b9c97373513da39d9deaae9d445c4,7.0,待处理,逻辑推演 + 明确权责,逻辑
其实自动驾驶企业负责本来就是理所应当的。就像火车飞机其实都是自动驾驶，出了事情责任都是企业的一样。,banfo,正文段落,中性,711254bdcb8e3c1a6dd27726320e333c,6.0,待处理,类比论证,逻辑
更妙的是，责任的一方是大公司，还不用担心没钱赔的问题。,banfo,正文段落,积极,ae77184ce90044ba5c1eed20c7923826,6.0,待处理,强调优势,逻辑
但一旦引入人可以购买这些车来交给公司运营，事情就坏了。对企业好，对消费者好，但对买车的人，坏了。,banfo,正文段落,消极,c121dad6eb9887036bf9db1baac24a53,7.0,待处理,转折 + 明确受害者,逻辑
对企业来说，这不就等同于业务模式从自营变加盟了嘛，一下子省钱了，可以加杠杆了，可以快速扩张了，资金盘玩起来了。,banfo,正文段落,消极,9dae229a55592b6688b83b5d4dbea9ae,7.0,待处理,揭露商业本质,逻辑
好嘛，资金压力+卖车溢价+抽佣又给司机安排上了。别的资金盘好歹不从你利息里抽佣，也不至于让你承担责任，这个资金盘可不是哦，直接给你骨髓都弄出来。,banfo,正文段落,激昂,2a997d316e5137758c272f654d654f28,8.0,待处理,对比 + 夸张警告,对比
这就是，自动驾驶赋能资金盘。,banfo,金句语录,消极,d5d60b3946feb8001f46cf5a0e416a34,8.0,待处理,讽刺定义,毒舌
钱的问题还是小问题，更大的问题在于责任问题。过去百分百企业的责任，因为车是企业的。一旦引入加盟，车的持有者就变成了你。,banfo,正文段落,激昂,ac766d5854e8205ff67708a4e0fd0830,7.0,待处理,对比 + 强调风险转移,对比
太好了，终于有人背锅了。,banfo,金句语录,消极,59c3e7eeb076975a7f74c526990d4b30,7.0,待处理,反讽,逻辑
好不容易自动驾驶终于有公司做到了把司机的责任厘清出去，你非得自己贴钱冲进去背锅是吧？而且还是人替机器背锅，公司都笑死了。,banfo,正文段落,消极,c14a3ccda178f8cc5840e18d3136c696,8.0,待处理,反问 + 讽刺,毒舌
这都不是买了个能赚钱的车，是买了个新能源缝纫机。,banfo,金句语录,消极,e46a3a81f74bd962e74287d111a8d890,9.0,待处理,比喻 + 讽刺,毒舌
到时候别车钱没赚回来还得赔车祸钱以及踩缝纫机，那可就太魔幻了。,banfo,正文段落,激昂,80b7a7c0017b3b7ea4dae584e500163c,8.0,待处理,描绘恐怖后果,逻辑
哦对了，车贷别忘了还。,banfo,正文段落,消极,d85ad873604d4f87fe6f9f3d8f52be35,7.0,待处理,补刀 + 讽刺,毒舌
只要人还有社交，就需要送礼。,banfo,金句语录,中性,37006e4119cab8157803e19153fc4188,7.0,待处理,普世洞察,逻辑
人到中年，送礼成了一年令人头疼的事情，生怕给本就不怎么样的社交关系一脚踹进粪坑里。,banfo,正文段落,激昂,65e6bf727128d015bff083f0148bcbde,8.0,待处理,场景共鸣 + 夸张比喻,共情
预算，个性，使用场景，是送礼的不可能三角。,banfo,金句语录,中性,7a19ca8986165b7cdd82b65cf1972512,9.0,待处理,概念提炼,逻辑
很难找到同时满足【预算低】、【高度个性】且【高度实用】的礼物。,banfo,正文段落,消极,f33edaceb14ce3104d35d0389d43e40f,7.0,待处理,制造痛点,逻辑
关键是，这次你送出新意和个性了，下次呢？对方期待值高了，下次你送个平庸点的对方会觉得你和他的关系变差了，还不如不送。,banfo,正文段落,消极,994186680d51ee6e85a604182cba014a,7.0,待处理,递进焦虑,焦虑
花钱还遭罪的事情不多，送礼在前面排的就很靠前了。,banfo,金句语录,激昂,4533e804feb388edf3a71e36d9b6774b,8.0,待处理,对比强调,对比
某电商平台上曾经销量第一的“让女友感动哭的礼物”，包含了泡沫玫瑰花、冒牌钻石和七彩LED灯。哭是真的，是气哭的。,banfo,正文段落,激昂,9485e67eafa973a1e47e63bcae43e409,8.0,待处理,反讽 + 故事案例,逻辑
还有人追女生送游标卡尺，因为游标卡尺不估读，收到以后就不孤独。送得很好，太浪漫了，下次别送了。,banfo,正文段落,激昂,b6a158323e4c71f2f6d34b1c9f75fbf7,7.0,待处理,谐音梗 + 反讽,逻辑
就这种礼物，不太可能给别人提供情绪价值。最多只能提供一半：全是情绪，毫无价值。,banfo,金句语录,激昂,ffe7d31f8cded2bbf655462399acef51,9.0,待处理,解构概念,逻辑
蔚来这个企业车造的咋样属于有争议，但研究中产的逼格和生产方式那的确是三体级的水平。,banfo,正文段落,激昂,b1072c45bb5558733f04f32f1d251946,8.0,待处理,先抑后扬 + 类比拔高,逻辑
这些东西会让人疑惑，大哥别做车了，去做超市吧。名字都是现成的，加个卖东西的东字，就是超市顶流的模样了。就叫，蔚东来。,banfo,正文段落,积极,f8cd785e8091e387fbdde466d985340f,7.0,待处理,幽默调侃 + 品牌解构,逻辑
蔚来的客户普遍对产品的要求比较高，极为在乎生活品质，再加上蔚来好的服务又进一步助长了车主的在乎和挑剔。,banfo,正文段落,中性,10fbb97f6f4ebb90ea8c2fea16d42987,6.0,待处理,用户画像分析,逻辑
直接去这个库里找卖的最好的东西，看他们的榜单，这就是理论上最挑剔的中产们用钱用脸贴出来的答案。,banfo,正文段落,积极,5935770b5dc3b0ff0114872e82ae9964,8.0,待处理,解决方案 + 信任背书,逻辑
这东西比啥严选和甄选都管用。因为积分背后，是真金白银的投入以及面子的对赌。,banfo,金句语录,激昂,16f97c77025533a8a8f18a59f70435ae,8.0,待处理,对比论证 + 价值揭示,对比
蔚东来，是这样的。,banfo,正文段落,积极,67d3c11214fb351fc80e3709cc1dcb50,6.0,待处理,梗的收尾,逻辑
关系直接新能源化加速开远。,banfo,金句语录,激昂,a46141f2ad4e793ab1c07739fd470f11,7.0,待处理,行业梗 + 幽默警告,逻辑
蔚来每年花那么多钱做用户权益，养那么多人，去精挑细选商品。相当于这么多人成为了你的私家买手，而且这些榜单还是被最挑剔的用户筛选过的，这些品类都是没问题的。,banfo,正文段落,积极,93c53d26bd5409744986414b1b6bac0a,7.0,待处理,价值转换 + 解决方案,逻辑
我充分相信我的脑子没有他们研究送礼透彻，所以我选择抄他们作业，去隔壁电商平台下单。,banfo,正文段落,积极,ecc2163462d7ec7ea52ff03eeb5dcbf1,7.0,待处理,自我调侃 + 行动号召,逻辑
谢谢蔚来的免费高端导购。只能说，我爱这个魔幻的世界。,banfo,行动号召,积极,22fc00b841fab69e6438a3783523ccc6,7.0,待处理,幽默收尾 + 情感升华,煽情
