内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
河南千年一梦，人间相逢,banfo,金句语录,激昂,2c32b79697a258825dcc213d909fc3e8,9.0,待处理,时空浓缩 + 诗意意象,逻辑
作为一个在杭州生活的山东人，提起旅游总想去远方，对去河南兴致不高。,banfo,开头金句,中性,45cd5195121fa645ff41e059af1a20ea,6.0,待处理,先抑后扬 + 制造反差,对比
旅程结束，我发现我太傲慢了。豫字代表雷出地奋，大象无形，大音希声。河南之广博，值得我一辈子感悟。,banfo,正文段落,激昂,acf18aef1cadafe8f11d16004dd092d3,8.0,待处理,认知颠覆 + 情感升华,煽情
【老家河南】四字，无比贴切。,banfo,金句语录,积极,d703106b8b11a4022b58397210c21a02,7.0,待处理,结论点题,逻辑
说历史，河南当得起老家二字。仅仅是洛阳，就堪称一部浓缩的中国史。,banfo,正文段落,中性,ea90aafce666b6619617931f8696f98e,7.0,待处理,论点先行 + 具象支撑,逻辑
无论你来自哪里，只要你是华夏儿女，总会与这里有千丝万缕的联系。,banfo,正文段落,积极,015ad7e8229f46e8009aaf9433474bcc,8.0,待处理,情感共鸣 + 身份认同,"共情,煽情"
文明像一颗种子，生根发芽，开枝散叶，到了新环境生出更多种子，但回到原土那一刻，又会变成本源的样子。,banfo,金句语录,积极,747cde4991977252122ad6807194282a,9.0,待处理,比喻论证,逻辑
我开的是出租车，又不是摇摇车。,banfo,金句语录,激昂,2f651af1e6b5d992bf615ab9a446272d,7.0,待处理,幽默自嘲,逻辑
所有我看过的书听过的故事收束到一起，就是这几公里内几千年前发生的事，如今它们终于穿越时空被唤醒。,banfo,正文段落,激昂,caab87f28e0ed2e50c8df62b8842b3d8,8.0,待处理,时空交织 + 情感冲击,煽情
即使没来过河南，河南也组成了我。,banfo,金句语录,积极,b0544a6814e9ea22791891389829d66c,9.0,待处理,深刻洞察,逻辑
这样有趣的博物馆，洛阳市还有一百零四个。,banfo,正文段落,激昂,5fa87f044f341d9225e8ff57a11766db,7.0,待处理,数据冲击,数据流
他笑了，那可太好了，又能多一个博物馆了！,banfo,金句语录,激昂,088f637e820d5d67203f992ec8bd163d,7.0,待处理,幽默化解 + 文化自信,逻辑
老家没必要自我吹嘘，自我叫卖。因为老家知道，你一定会回来。,banfo,金句语录,积极,ab613d8ee89c35fe82b8cd5ec7daf128,9.0,待处理,情感共鸣 + 笃定结论,"共情,煽情"
回家来，回神都来。,banfo,行动号召,积极,496d4be06a0e702939948c049e57ebc4,8.0,待处理,情感召唤,煽情
如同一个大家族，有孩子经商，就会有孩子从政，有孩子读书，就会有孩子务农。,banfo,正文段落,中性,e27ae356be8dc0207dcc24f32bebedca,7.0,待处理,家族比喻,逻辑
老家就是你每次回来，都会发生天翻地覆变化的地方，总在砸碎固有印象。,banfo,正文段落,积极,81ecd14f469ea47d7227a518b1f00da8,8.0,待处理,动态认知,逻辑
一想到未来田间地头都跑着智能拖拉机，自动返回充能，我就发现我对农业的认知太浅薄了。,banfo,正文段落,激昂,eb8f849cbcf98dca076d184079895b86,7.0,待处理,未来想象 + 认知颠覆,逻辑
要是当年给诸葛亮五百个智能拖拉机，别说魏国吴国，赛博坦星球都得姓刘。,banfo,金句语录,激昂,979699021637964568ebdbea5455e1bf,8.0,待处理,幽默穿越 + 夸张对比,对比
理解顾客的需求，然后直接超越顾客的需求。,banfo,金句语录,积极,109923750d961b74fa45e02683ccab8e,8.0,待处理,商业洞察,逻辑
这世界有一万个企业想教育客户，想要逼格，老家的企业在努力做到更接地气，更靠谱。,banfo,正文段落,积极,afa3c6aab827609d673dd1b8f4869c09,8.0,待处理,对比批判 + 价值肯定,对比
在你大城市打拼累了的时候，老家永远在，永远等着你回来。,banfo,正文段落,积极,63886c0a0c2f14f6bc1b90f291235e90,9.0,待处理,情感慰藉,煽情
沙摞沙，城摞城，从战国一直摞到清朝，人们一次次在遗迹上重建，修出了如今的开封。,banfo,正文段落,中性,aba65770645c822e872d1fbf0276a005,8.0,待处理,意象叠加 + 历史厚重感,逻辑
每个人都会产生疑问：黄河决堤这么多次，洪水十多次拍进城里，就不能跑开吗？这个城，就非建不可吗？,banfo,开头金句,激昂,43b2c4e990555eaca3b3312b4f91205b,8.0,待处理,设问引发思考,逻辑
走进这个大剧场前，你会穿进一片麦田，或是高粱田，它们长得齐齐的，令人欢喜。,banfo,正文段落,积极,cea7655136643e0dfcde2e3f1d0c3cee,6.0,待处理,场景描绘,逻辑
穿过一间间格子，能看到瓦砾中的斗拱飞檐，也能看到民国时的深宅大院，还能看到老车站，老教室，老影院。,banfo,正文段落,中性,72d71dcef73f55cc577084ab0d14db3e,5.0,待处理,时空穿梭,逻辑
没有王朝永不倾颓，也没有哪座城墙坚不可摧。,banfo,金句语录,中性,b117418373261e85aee3d2fe95bf8235,8.0,待处理,历史规律,逻辑
瓦砾中会长出草木，废墟中又有燕回。,banfo,金句语录,积极,0f175ddaf6be2b08182050e791cccfb9,8.0,待处理,生命循环,逻辑
生命是个圆，生老病死，喜怒哀乐，一切文明的兴起与重建，不过是种麦与麦熟的几次轮回。,banfo,金句语录,中性,ef490daf46e63489ba243eb1965e9db8,9.0,待处理,哲学隐喻,逻辑
没有河图洛书的年代，早有人钻出了第一捧火，神佛不曾降世的时刻，黄河象便从平原上驱逐过。,banfo,金句语录,中性,215ad0f1ef4890e9cc6da981a12d8e2a,7.0,待处理,历史纵深,逻辑
我知道，我的汗水滴进土地中，会涌出深秋的麦浪。,banfo,金句语录,积极,e2c8ce804baa88c5ccf6af82296c676d,8.0,待处理,情感共鸣,"共情,煽情"
土壤烧成城墙，烧成神佛雕像，护着孩子一辈一辈长。,banfo,金句语录,积极,61503ac83fb17cae9717a161c1fd2dd0,7.0,待处理,文化传承,逻辑
一捧粮种下去，能长出粮食，那就没有任何河流能击碎我的脊梁。,banfo,金句语录,激昂,4c2d71e09fda61cfab62edb55bdab888,9.0,待处理,坚韧精神,逻辑
不是河南如此，是中国这片土地上，每处都如此。,banfo,正文段落,积极,a442940935d01b3eeba48ce2f567bf93,7.0,待处理,以小见大,逻辑
那年冬天，他带着村民们治沙，种树，翻淤压碱，到死，也要看着沙丘治好。,banfo,正文段落,激昂,1b5f55c929e976a3eeef8e48093f1a4a,8.0,待处理,英雄叙事,逻辑
1990年，《焦裕禄》电影拍摄时，兰考县已无沙丘场景供取景。,banfo,正文段落,积极,2db5a788a916f9bcc38b62bbcc354ffc,6.0,待处理,成果对比,对比
2017年，兰考县率先脱贫摘帽。,banfo,正文段落,积极,1d39cb607dcb24eb20689483a16fcd66,5.0,待处理,成果展示,逻辑
今年再去兰考县张庄时，那里已经卖上了特产醋，庄子前有人在给大爷大妈们理发，等车的功夫，我还给我老婆买了两瓶本地产的藏红花。,banfo,正文段落,积极,f7a38fb2f9c5a1aade1e4c1d1d2765db,6.0,待处理,生活细节,逻辑
本地人认为，大英雄关二爷打了一辈子仗了，累了一辈子了，就连不打仗时还要读春秋，这都到了洛阳了，咋就不能歇歇？,banfo,正文段落,积极,f89864ab7be3e0995ed00b49a0b7e595,7.0,待处理,人性化解读,逻辑
睡！尽管睡！我们给看着，还给你盖被。,banfo,金句语录,积极,07cf658e4016611594908251ccaf3d25,8.0,待处理,情感共鸣,"共情,煽情"
读的是春秋？对，春秋是天凉，得加被。,banfo,正文段落,积极,3d7f274c018510885031d2c89bbfae1b,7.0,待处理,幽默双关,逻辑
本地人拜神佛吗？不，拜的是忠义。,banfo,金句语录,积极,44685329ce787c03ce2f86a8d2c23700,8.0,待处理,价值提炼,逻辑
尽管戏词里都是假的，但本地的大爷们宁可在杨家湖洗澡，不在潘家湖洗脚。,banfo,正文段落,积极,811e6c12086075e7bfb67e362972178b,7.0,待处理,民间立场,逻辑
在我去的时候，潘家湖冷清到有只孤单的水鸟，另一旁杨家湖里，一群开封大爷正在夕阳下玩起了浮沉。,banfo,正文段落,中性,cfe01a1d8b76095e4ab15697f7da301f,6.0,待处理,场景对比,对比
我不信神佛，但有了孩子以后，还是在白马寺上了一炷求平安的香。,banfo,正文段落,积极,badfef02de6d912fc2409d02fa768922,7.0,待处理,情感转折,煽情
大哥说好啊，愿你孩子可健康，你们全家都健康，健康是最大的福气。,banfo,金句语录,积极,23a10fa83fe8815c3f39189e179d8133,8.0,待处理,朴素祝福,逻辑
大哥说，中中中。中。河南人，中。,banfo,金句语录,积极,3fc59b86b8642ce54d1a57f78ecc7429,8.0,待处理,情感升华,煽情
你来人间一趟，不能只是一躺,banfo,金句语录,激昂,f3973c5bfe7cb79e39e4278d3821a02b,9.0,待处理,谐音双关 + 价值倡导,逻辑
他与探险家合作，完成了多个水底探险任务，拍下了许多弥足珍贵的照片，最具传奇色彩的就是对传说中的水底活化石腔棘鱼的拍摄。,banfo,正文段落,激昂,deeea479b3003ddeb9c467a5d289d98b,7.0,待处理,故事引入 + 建立传奇性,逻辑
他在自己牢不可破的领域推陈出新，在一个科考项目启动十周年的节点，推出了全新的产品，也开启了一个全新的分支。,banfo,正文段落,积极,07adf85a67ddcbfa2e0c2d934085d907,6.0,待处理,里程碑叙事 + 创新证明,逻辑
这意味着，即使在这个冒险不再被歌颂的年代里，他们依然没有停下自己探索的脚步。,banfo,金句语录,激昂,eb9a1214018ff4188c44eadeb8c6b7ec,9.0,待处理,时代对比 + 坚守价值,对比
它一开始就不是一个时尚饰品，技术与功能才是它的核心竞争力。,banfo,金句语录,中性,0eaf79359e48768939abc862112c83d9,8.0,待处理,本质定义 + 价值主张,逻辑
它优秀的质量得到了军方的认可，成为部分国家水下特种部队特供的“军表”，是不折不扣的实用派。,banfo,正文段落,积极,763afebb541116090fb9b49508769d81,7.0,待处理,权威背书 + 实力证明,逻辑
选择这款表作为创意来源，某种程度上是在怀念那个人类勇于探索的时代。,banfo,正文段落,积极,836f1037c5b1e0f94f6aeb83a4a0068e,7.0,待处理,情感连接 + 时代致敬,煽情
表面上看起来平平无奇，实际考究下来低调中充满了逼格。,banfo,金句语录,积极,dad7b4a908b9298397ae9a4395aa711b,8.0,待处理,先抑后扬 + 制造反差,对比
在复古的同时，材料上又融入了现代的技术，在复现经典的基础上大幅提升了性能和耐久性。,banfo,正文段落,积极,308e10acd8fd620f38cb4e722c671ee1,6.0,待处理,新旧融合 + 价值升级,逻辑
一切都在对标经典的设计，向那个开创的时代致敬。,banfo,金句语录,积极,55eb6818f9ea2aa037f2cc9054d012a3,7.0,待处理,情感共鸣 + 价值传承,"共情,煽情"
在这件物品身上，你能看到那个勇于开拓的残影。,banfo,金句语录,激昂,062941c6e649969536e4781692925511,8.0,待处理,意象连接 + 精神寄托,逻辑
那个时代里，人们还在思考怎么“解决问题”，面对未知的时候，有直面一切难题的勇气。,banfo,金句语录,激昂,4b260491a3c225fa8570dbf72103ad38,9.0,待处理,时代精神提炼 + 价值倡导,逻辑
