内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
运动品牌想学安德玛，属于作死。,banfo,开头金句,激昂,11ee50657b19870bfa7930eb08fc10c1,8.0,待处理,断言式警告,逻辑
感谢大家一直以来的阅读、在看和转发，由于平台变动，之后所有的抽奖都放置在后台，大家可在公众号页面发送相关暗号关键词获取抽奖，每一篇文章会给到一个不同的暗号，对应的抽奖都是独立的，此篇暗号为【学】，在后台回复【学】，即可点击进去参与抽奖！抽奖内容、金额、个数等都无变化，在开奖前参与抽奖，操作均有效。,banfo,行动号召,中性,573348e5dc2b1249a2462ec346fccdad,3.0,待处理,解释原因 + 明确指令 + 消除疑虑,逻辑
事后，他的老爹给儿子发了条短信：“不要害怕新事物”。,banfo,金句语录,积极,33f8be30916b9cf8a6a30967059e2ec8,7.0,待处理,权威建议 + 鼓励突破,逻辑
他能拿下这位巨星，靠的也是逆天的运气。,banfo,正文段落,激昂,b4f9267d56630988f6bcd018cfcfe594,6.0,待处理,核心观点陈述,逻辑
他不仅仅把这位球员当作签约对象，而是把他当成打入球队的秘密武器。,banfo,正文段落,中性,1bfc8e85bb46719c7ccd4d099673c068,7.0,待处理,战略洞察,逻辑
他把三款鞋放到不到两岁的女儿面前，让她挑。挑中谁，就选谁。,banfo,正文段落,激昂,e610deb4b25fb8508bfbb514636e0d41,8.0,待处理,戏剧化决策 + 情感共鸣,"共情,煽情"
这已经不是运气好不好的问题了，这是运气之神直接附身了。,banfo,正文段落,激昂,31e7d9df506542160d94c5ec918ecf46,7.0,待处理,夸张比喻 + 强调偶然性,逻辑
要知道签约他之前，这个品牌仅占美国篮球鞋市场0.35%的份额。第二年，其在美国篮球鞋市场增长350%。,banfo,正文段落,激昂,29fb86f522a396bb45f71cf8d8ea1965,8.0,待处理,数据对比 + 制造震撼,"对比,数据流"
一个人，带动一个公司。,banfo,金句语录,激昂,3ef1474e9d7922098a14497a3ae1c43f,9.0,待处理,高度概括 + 强调个体影响力,逻辑
来来来，这种运气，怎么学？,banfo,开头金句,激昂,2c5c18ea59f03ce635f1ecea4cccd553,7.0,待处理,设问互动 + 引发思考,逻辑
不管是电影爆红，还是明星代言，还是压中巨星，其崛起归因后，都属于无法用常规逻辑分析，因为明显都是运气好。,banfo,正文段落,中性,5fffcf3d271a089f477e7fdd0e4378e3,7.0,待处理,总结归因 + 否定常规逻辑,逻辑
但运气，不会始终降落到一个人或一家企业头上。,banfo,正文段落,中性,19a4ac3abba419b7c958af7156148888,8.0,待处理,转折 + 揭示普遍规律,逻辑
卖专业运动鞋的他却还不如一双几十美金的洞洞鞋公司，因为后者的市值现如今都有50亿美金。,banfo,正文段落,消极,003817a7002d42959a7899800d8452e2,8.0,待处理,讽刺对比 + 制造落差,"毒舌,对比"
运气有用，很有用。但运气这东西，随机性太大了。,banfo,正文段落,中性,d7e09ec5268be7830f831c2f3f8bf483,7.0,待处理,先肯定后否定 + 揭示本质,逻辑
你可以一手天胡干穿一切，也可能什么都没有被后起之秀乱打。,banfo,金句语录,激昂,7e7128b0df677d32f7515e8a7d41e051,9.0,待处理,比喻（赌博/游戏） + 命运两极,逻辑
成长中的他每一步如有神助攻。运气是一个非常重要的杠杆和工具。,banfo,正文段落,积极,f07e14535e1b8c91b7516032c56df7e6,7.0,待处理,比喻 + 价值定位,逻辑
但当企业过了某一个阶段，就和“运气”没关系了。大家拼的就是整体资源了。,banfo,正文段落,中性,e803d87c3b84437c99c93cdafcf0cd16,8.0,待处理,阶段论 + 揭示底层竞争逻辑,逻辑
运气能帮你抢下几个球星，但运气搞不定真正的顶级赛事。,banfo,金句语录,中性,2825798ba4864fbe9f9ced2b41358275,8.0,待处理,对比 + 指出运气局限,对比
运气有用，但也没有那么有用。,banfo,正文段落,中性,84e0d16fbc08f8db8f0bfc2e3a2d8b38,7.0,待处理,辩证总结,逻辑
靠运气搞起来，终究还会面临资源的挑战。,banfo,正文段落,中性,55b10fdd31c13667f36180e844f209da,8.0,待处理,核心洞见,逻辑
而他的下一次运气，还会来吗？不知道。但知道的是，依然是别人学不了的东西。,banfo,行动号召,中性,db84eb4f6932c3e485f2973e62d981a8,7.0,待处理,开放式结尾 + 强调不可复制性,逻辑
跟前辈们比，这个牌子很年轻。此时，耐克已经建立了又深又长的护城河。老选手尚且无力，新选手更是毫无出头之日。但他却敢直接去抢耐克营收最多的橄榄球和篮球鞋服这两个细分市场。,banfo,正文段落,激昂,2b5f658f9a5e5679dbbdb5de6b9fe234,7.0,待处理,先抑后扬 + 对比反差,对比
他为什么这么勇？是有创新的技术还是先进的策略？都不是。是运气。条条大路通罗马，有人出生在罗马。,banfo,金句语录,激昂,da95a06fdbff4f3781c7caf38c660438,9.0,待处理,设问自答 + 金句点题,逻辑
如果让他来写自己家企业，我建议可以取名为《lucky dog》。运气，就是他们的核心竞争力。这东西，学不了。,banfo,金句语录,激昂,aa97848f67274d6915e188dcc2454a20,9.0,待处理,类比讽刺 + 核心论点,毒舌
想要创业，最好自己就是用户。你不需要去做什么用户调研，问问自己就行。你也不需要千辛万苦去找KOL做测评，找自己队友就行。,banfo,金句语录,积极,40f03887296404c6b336588cee584edb,8.0,待处理,方法论提炼,逻辑
早期消费人群是运动型男，喜欢展示身材。当时运动服饰越来越宽松，分不清肚子是一块肌还是八块肌。他的T恤反主流，贴合肌肉曲线，雄性荷尔蒙爆表，很显身材。,banfo,正文段落,中性,397eca0cc83312129fa9e4eeca17f6e1,7.0,待处理,洞察痛点 + 产品定位,逻辑
很多人创业遇到的第一个坑就是不知道真正的需求是什么，做的全是伪刚需。等发现是伪需求了，钱也花光了。他运气好，几乎没有趟坑，就快速找到刚需。一动手就找准了点。,banfo,正文段落,消极,9582aadf083d3c8325d9b3658d12d97a,7.0,待处理,对比警示 + 反问强调,对比
1999年，好莱坞大导演准备拍摄一部橄榄球电影，需要装备赞助商。因为没能和NFL达成协议，耐克、阿迪等巨头不想得罪NFL，都拒绝了。名不见经传的小牌子成为了大导为数不多的选择。,banfo,正文段落,中性,1b8f6896794b07a78e478f43369a42ce,6.0,待处理,机遇叙事,逻辑
大导不但没要钱，甚至还给了4.4万美元。这笔钱对巨头来说毛毛雨，但对他来说是一个巨大的突破，而且最重要的是白蹭了个广告。,banfo,正文段落,积极,b251d7314bb3055686b6a69b7314cf3c,7.0,待处理,细节对比 + 凸显幸运,对比
团队又惊又喜，很想告诉全世界：是的，真的有个叫这个的牌子。可此时真的凑不出钱来打广告。,banfo,正文段落,激昂,d9cea4bea54c9d67bcc5dfc0fc2e7b63,6.0,待处理,情感共鸣 + 困境转折,"共情,煽情"
员工纷纷自掏腰包，捐钱给公司打广告。很多员工不知道的是，这时公司几乎接近破产。,banfo,正文段落,激昂,bc5f8646cc3495e7e07d2e80b4c96cbb,7.0,待处理,故事悬念,逻辑
如果没有这个电影，没有这些支持他的员工，他应该已经早就无了。运气太好。这种事情，你觉得要怎么复刻呢？一般当你想这么干的时候，员工早就跑光了。,banfo,正文段落,激昂,2c3ca9571454c111251d31a0fcd8bc4e,7.0,待处理,假设归因 + 反问强调,逻辑
但由于早期过于强调力量，在一般女性眼中，这是一个完全直男的运动品牌。公司高管没女性，广告寓意是男人的自留地。到这里，哪个知名女性敢给他代言？,banfo,正文段落,消极,364fec970cbb4726ff577ee495f19a58,6.0,待处理,问题剖析 + 反问推进,逻辑
这时，还是运气拯救了他。创始人的好友雪中送炭：“哥，要不让我老婆来吧”。于是，模特界的一线顶流，成为了他的代言人。终于，他在女性市场破了局。,banfo,正文段落,积极,adf21b12bfd544fe5f3b0fd71d33cda4,7.0,待处理,贵人相助 + 问题解决,逻辑
他的运气，能不能分我一点。,banfo,金句语录,积极,b2c8a9ac072417ba9985a2ff7770cc02,8.0,待处理,情感共鸣 + 幽默收尾,"共情,煽情"
拿不下最重要的赛事，那我搞一个新的行不行？恰好联赛结束后的空窗期缺少大IP。正在他打算这么干的时候，有人打算办个新联赛。真是瞌睡了有人递枕头。,banfo,正文段落,积极,7e1c18a39571abf3db6e9ec4db238068,7.0,待处理,主动破局 + 机遇巧合,逻辑
虽然新联赛只办了一年就关闭了，但对他来说足够了。该蹭的流量，已经蹭完了。简历上可以写上：曾经三大赛之一的赞助商了。影响力+1。品牌度+1。这个事情可以用一辈子。,banfo,正文段落,积极,5409261ca2d13cae7035d959e58246e8,7.0,待处理,结果导向 + 价值提炼,逻辑
速干衣做得再牛逼，价格区间也不过10-40美元。运动鞋不一样，一双就能卖到100-200美元。做鞋子才能天地广阔。,banfo,正文段落,中性,01020aebeb64689ee6dd1ab5a04f0b1b,7.0,待处理,商业洞察 + 对比论证,对比
但篮球鞋这个领域，很看重代言人。李宁的崛起绕不过韦德，安踏则绕不过克莱汤普森。后来者，总是需要从巨头手里挖球星。,banfo,正文段落,中性,be39aa2f829a73392caf559562337982,6.0,待处理,行业规律总结,逻辑
此时所有的知名球星和潜力新秀都被巨头们挖走了，留给他的只有坐板凳的菜鸟。问题是连这些菜鸟也看不上他。我们打球是菜，你在篮球领域连菜都算不上。谁！敢！穿！你！的！鞋！,banfo,正文段落,激昂,0eabe3f1adaf15ea0af2ece7153ff3d3,8.0,待处理,困境描写 + 对话增强代入感,逻辑
那个年头球星不敢穿他的鞋。篮球鞋是运动鞋技术的天花板。穿你的鞋崴脚咋办？这么大的体重身高速度对抗，一次问题可能就要影响职业生涯。,banfo,正文段落,消极,0d666d043a17dd9fa01f42aeae0d46f3,7.0,待处理,风险阐述 + 共情理解,共情
在篮球界，巨头几乎可以决定一切。有四分之三的球员穿它，市占率高达95%。所以，他们并不是很重视每一个球星。,banfo,正文段落,中性,478682be5abf653bdfb4cadf6a377de4,6.0,待处理,垄断背景铺垫,逻辑
2013年，一位球星和巨头的合约即将到期，在续约那天，巨头派出的工作人员把球星的名字说错了。口误也就罢了，PPT里的名字也写错了。名字栏里的名字不是他，而是另一位球星。这已经不是粗心，是侮辱了。,banfo,正文段落,激昂,a22782e66f2f56c8331acd511e0d5636,8.0,待处理,细节故事 + 情绪引爆点,逻辑
他替整个行业撞了南墙。,banfo,开头金句,激昂,fe3389b94ee91c69aea6ae770e360f1e,7.0,待处理,隐喻+行业叙事,逻辑
我选租车平台的最后一个玄学理由是，会更愿意选持续在品牌上投入的。,banfo,开头金句,中性,fcb85952a396890d8db569a44d60a862,6.0,待处理,提出独特视角,逻辑
租车平台投广告是为了让车快速翻台，每天赚租金，早点回本。,banfo,正文段落,中性,ff509e6fe492230756ffdd009560f0e5,5.0,待处理,商业逻辑拆解,逻辑
投广告会让平台更在意自己的羽毛，从而更在意用户，因为每个客户的获客成本都很高。,banfo,正文段落,中性,e6062ea4376b6646b0f851a9acf2a0cb,7.0,待处理,因果推理,逻辑
相比小租车行，大品牌的车更容易租出去，就没必要在细枝末节上薅用户钱、讹小刮痕，以免搞砸品牌。,banfo,正文段落,消极,083da44d2d03eae19c39471be55ccf2f,7.0,待处理,对比论证,对比
因为如果这么做了，广告就真的白投了。,banfo,正文段落,激昂,30e6ac7fad3491da3537216868dcf9b1,7.0,待处理,归谬法,逻辑
大家都是商业选手，把品牌做起来是为了细水长流，做更长期的生意。,banfo,金句语录,积极,ad1a5ccd7171abb3dfcae6c3420fdfba,8.0,待处理,价值主张,逻辑
很多人担心租车有坑而不愿尝试。头部品牌也有苦难言：不怕你不复购，但你第一次也不愿来，我怎么让你信我。,banfo,正文段落,消极,406a22a436463a5ddba982ae61d5b3a1,7.0,待处理,共情 + 痛点挖掘,共情
随心卡有城市限制，但完全可以理解，这是专门鼓励自驾游客户去薅羊毛的。,banfo,正文段落,中性,8650691006ca9ff06351ff4bb958e994,5.0,待处理,先抑后扬,逻辑
如果不限制城市，就会被通勤的人薅秃。大家都不坐地铁了，直接租车上班。有1500万辆车也不够用。,banfo,正文段落,激昂,c9b3d711c16ff092baa6576698e6c9fc,7.0,待处理,夸张假设,逻辑
即使担心有套路，但只需花9.9就能租两天车含异地还车费，一部分人的想法就会松动。,banfo,正文段落,积极,1f8d59fae819118781869513972027b8,6.0,待处理,降低决策门槛,逻辑
要真有套路又咋样，我都省了400了，哪怕你再套路我400，那也完全可以接受。,banfo,金句语录,激昂,a5c59265a3092cf17dad94c9c91c5b4a,8.0,待处理,风险对冲 + 用户心理,逻辑
那要不，就先试试？,banfo,行动号召,积极,d1ce7ac056c1d065ea23e79751fd01de,6.0,待处理,轻量号召,逻辑
如果继续打广告说自己多好，没啥用。很多人不乐意租车，不是怀疑某个牌子，而是怀疑整个行业。,banfo,正文段落,消极,a16c673d4f16b6dde6102be795dfac5f,8.0,待处理,否定传统营销 + 洞察本质,逻辑
要让用户卸下防备，就是让他们先真正用上一次，完整体验流程，再发现方便、新车多、划算、没套路。,banfo,正文段落,积极,6c4475d140b49299fb50b8dc34d877ef,7.0,待处理,体验破冰,逻辑
用户租车要的很简单：用相对便宜的价格体验一次不闹心的自驾。是新车，干净整洁，取还车不费劲不折腾，不讹人不套路，出事按合同来。,banfo,正文段落,积极,3745a33817cc06586a879ad255de9427,8.0,待处理,需求清单化,逻辑
用户要的就是这么简单。谁能满足，谁就来赚这个钱。,banfo,金句语录,积极,b1534be7d1b17aa6d2218ed7313f3b70,9.0,待处理,总结升华,逻辑
我非常喜欢自驾游。方便，舒服，更随心。生活太枯燥了，我需要一些随机性。,banfo,开头金句,积极,4a368048efa5545b6c09a04f0270b96d,7.0,待处理,需求共鸣 + 价值主张,共情
在途中遇到风光好的地方，可以直接停下来转转，不需要一定要去到人挤人的景区里。,banfo,正文段落,积极,301a3906ef2df631ebc3ba8a3eac8f1d,6.0,待处理,场景描绘 + 对比优势,对比
啥时候起床啥时候出发，啥时候想停下来就啥时候停下来看风景，确定性牢牢掌握在自己手里。,banfo,正文段落,积极,a7966c10a9d83d19ef2d107cdf112570,8.0,待处理,排比句式 + 核心价值点,逻辑
但我并不能接受那种从头到尾的自驾。例如我要是去三亚自驾玩，就不可能全程从杭州开到三亚。太累了，等开过去都不是到三亚了，而是人三高+亚健康组成的三亚了。,banfo,正文段落,消极,37ad954e1cf5a3425898b7f2282621ac,7.0,待处理,先扬后抑 + 夸张幽默,逻辑
我现在自驾游的话，一般会先飞到目的地，租辆车去周边玩。自驾游的乐趣有了，同时还不浪费时间，浪费精力。,banfo,正文段落,积极,f641941da2dbf914409d736982c50366,6.0,待处理,解决方案 + 价值总结,逻辑
租车是为了玩得更开心，但租车很多时候反而会让你不开心。甚至本来全程都很开心，就是因为租车这个事儿把这一趟的所有美好都给抹掉。,banfo,开头金句,消极,f78753b208422b2b0aa0be0f9493b5a6,7.0,待处理,制造冲突 + 情感共鸣,"共情,煽情"
提前十天订的车临近几个小时才告知你没车了，哥们儿你换别的吧。,banfo,正文段落,消极,f3c27d6616015029f575b57632cc06ac,6.0,待处理,场景还原 + 口语化吐槽,逻辑
租的时候选的是辉腾，取车的时候就变成了途观。说真的，网恋奔现都没有遇到过这么货不对板的。,banfo,正文段落,消极,e2a051f12cf83cf168959dda73adb427,8.0,待处理,对比反差 + 流行梗类比,对比
送车时给你拍的车身视频里小划痕根本看不到，当你还车的时候就变成特写了，你就会发现怎么突然多了几条非常隐蔽的小划痕？！列文虎克看了都得摇头，福尔摩斯租了都得认栽。,banfo,正文段落,消极,9858b496a6694fe18308b81680ab6061,8.0,待处理,场景描绘 + 名人梗夸张,逻辑
这条“宝贵”的祖传划痕甚至还会留给下一个，下下个怨种。对黑心租车行来说，这辆车的一条隐蔽的划痕才是真正的业绩保证啊。,banfo,正文段落,消极,7c4dc8ce371e758e3dea1827d07e093e,8.0,待处理,讽刺幽默 + 洞察本质,毒舌
花钱倒是小事儿，只是这种被宰的感觉真的跟吃了苍蝇一样恶心。你知道被宰，他也知道你知道被宰，但他依然会宰你，你还不得不认栽。,banfo,正文段落,消极,7446344f115e8102dd4fa93d50528642,9.0,待处理,情感共鸣 + 精准描述,"共情,煽情"
明码标价，透明收费，在这个行业里，仍然是个很稀缺的东西。,banfo,正文段落,中性,90f225af636da5763d6a4ca594e3a1ae,7.0,待处理,行业洞察 + 价值主张,逻辑
我租车自驾是为了高确定性地享受旅游的不确定性，租车本身当然也需要高确定性。,banfo,正文段落,中性,ad2bacc22c610b674b314f33df76d889,8.0,待处理,核心观点 + 辩证统一,逻辑
我是出来玩的，不是来玩【划痕在哪里】的。,banfo,正文段落,消极,d719d43791cb09eb43aa410e47b4eff6,7.0,待处理,幽默吐槽 + 核心诉求,逻辑
提前说了，我认，因为有预期。事后捅我，不行。,banfo,正文段落,激昂,0f8990b27ae68cc794a234b74c0e7f4b,8.0,待处理,对比原则 + 用户底线,对比
如果为了避免磕碰就要比平时还要更谨慎，那自驾的乐趣直接少了一半。,banfo,正文段落,消极,6fefb22fe878885df8d096670b40d670,7.0,待处理,因果推理 + 价值量化,逻辑
我自驾是为什么？是为了方便，也是为了舒服。,banfo,正文段落,积极,3865448a319f92ede92d7790f8bde9ad,6.0,待处理,自问自答 + 重申核心,逻辑
被套路、被宰是一种恶心，可开了一辆有异味的、尘屑到处飞的车，更恶心。,banfo,正文段落,消极,22d0a171645cac0244db9311144c3110,7.0,待处理,对比递进 + 情感强化,"对比,煽情"
当我戴着口罩用湿纸巾一遍遍擦拭方向盘和座位的时候，我整个人都是懵逼的状态。合着我是来当吸尘器的？,banfo,正文段落,消极,60621bb01687ed26232dcc2045e08b95,7.0,待处理,场景还原 + 自嘲反问,逻辑
对我来说，【新车多】【货要对版】要比【价格便宜】更重要。不然我花钱租一辆十几年车龄的老破车干嘛？,banfo,正文段落,中性,6029543677e10398f80b075f51377d14,7.0,待处理,价值排序 + 反问强调,逻辑
