内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
我玩了大半天，真的给劲，比试玩的时候还给劲，太好玩了，孩子也喜欢。,banfo,开头金句,激昂,5a8c9fa94dd749897c84ccc95bdebdfb,7.0,待处理,情感共鸣 + 个人体验,"共情,煽情"
这款游戏Steam同时在线已历史第二，正向历史第一发起冲击。考虑到第一是FPS网游，说它实现了【单机游戏】历史第一的同时在线也没问题。,banfo,正文段落,激昂,92be24efbe27d5bce8fb995cd34cd05e,7.0,待处理,数据论证 + 对比衬托,"对比,数据流"
对一款国产买断制游戏来说，这个开局已美妙到不可思议，不需要讨论赢不赢，只有中赢、大赢、超大赢的区别。,banfo,正文段落,积极,26ebbf99e116c03f1eb9b7c50ea88e30,8.0,待处理,夸张肯定 + 递进强调,逻辑
这款游戏非常好，但说它可以拯救国产买断制，就很滑稽了。,banfo,开头金句,消极,954b44b32f8a2e46f6e5202a50b42e46,7.0,待处理,先扬后抑 + 观点转折,逻辑
要拯救国产买断制，靠的不能是一款作品，而要是一群人来做这件事。需要的是，大家一起使劲。,banfo,正文段落,积极,388f75b3a98b78f2d59613753d59d6a0,8.0,待处理,核心论点 + 呼吁行动,逻辑
一整个行业光指着这一只猴薅，挺离谱的。凭啥给这个游戏上这么重的压力？,banfo,正文段落,消极,1b8a4dee573a923df655fe20cdefcee4,7.0,待处理,比喻反问 + 制造共情,共情
没有哪一个游戏能毁掉一个行业，也没有哪一个游戏能拯救一个行业。,banfo,金句语录,中性,c7170b90376a37fc0f2853ac3313a102,9.0,待处理,对仗金句 + 普遍真理,逻辑
如果一个行业都指着一款游戏来救命，那这个行业也没有什么存在的意义了。,banfo,金句语录,消极,7a9d14b83bf1cfe7832449500b411b8e,8.0,待处理,归谬法 + 犀利观点,逻辑
《流浪地球》上映时，大家也说中国科幻的大门开启了，后来怎么样呢？《上海堡垒》都笑了。,banfo,正文段落,消极,45e1e3b339cb76f9d013c326fea20369,7.0,待处理,历史类比 + 幽默讽刺,毒舌
但投入更大、内容更丰富更刺激的《流浪地球2》，还输给了《满江红》。,banfo,正文段落,消极,095fba3453a131702b1fd4017b4b9f1d,6.0,待处理,事实对比 + 制造反差,"对比,数据流"
如果一个行业，只靠一家公司，只靠一个系列来撑场子，那这个行业就是个失败的行业。,banfo,金句语录,消极,7042d9606d266465f6a4bd9fab353690,8.0,待处理,下定义 + 价值判断,逻辑
也许这个失败的行业里能出现一两个超越时代的超级神作给人以希望。但在一个足够庞大的市场里，一两款游戏的成功与失败并不能改变现状。,banfo,正文段落,中性,ff6f36d8fd189bf5e81abca078e556ca,7.0,待处理,让步承认 + 回归现实,逻辑
重要的不只是它的成功，更重要的是后面还能不能有人和公司跟上去，还有没有别的公司敢干这种超长线超高风险的豪赌。,banfo,正文段落,积极,5e828e4f3156de845bdf367894428a2a,8.0,待处理,递进强调 + 提出关键问题,逻辑
要做好一个行业，不能只靠一个公司一个游戏，靠的是行业内上下游所有人的力量。要靠厂商，更要靠玩家。,banfo,正文段落,积极,0d2678a41dd8e7c3cb7b60b72986e0c0,7.0,待处理,系统思维 + 责任共担,逻辑
需要更多厂商努力做高质量好游戏。需要更多玩家关注这个市场，去给高质量游戏掏钱。,banfo,正文段落,积极,0ac64ddd5c1ce9720484bb4e886c626e,6.0,待处理,并列呼吁 + 供需关系,逻辑
这样才能形成一个完整健康的市场，让资金流动起来，不断产出水平线上的游戏，养活热爱单机游戏、想靠此过日子的开发者。,banfo,正文段落,积极,9021128164047cc13250a71aaa6d5210,7.0,待处理,愿景描绘 + 因果链条,逻辑
这才算真正的好起来。这一切需要的是，大家一起使劲。,banfo,正文段落,积极,55bf31c9a56824e2528720455ca9d736,7.0,待处理,总结升华 + 重复强调,逻辑
讲道理，这几年的国内单机游戏市场看着很热闹，但依然还不算一个健康的市场。,banfo,正文段落,中性,6c1f219714378077256b3deb94b22a8f,6.0,待处理,冷静判断 + 揭示本质,逻辑
但在几款销量爆炸的游戏下面是茫茫多卖不过30万的产品。他们中的不少我玩过，很不错，但是销量就是不行。,banfo,正文段落,消极,49c6d6ca646f14c8572d7d9ee42e9546,6.0,待处理,数据对比 + 个人证言,"对比,数据流"
靠头部作品的热度冲一波销量很好，但这并不能让行业活下去。,banfo,正文段落,中性,daccb41bbf610d79689a68e968543990,7.0,待处理,短期利好 vs 长期生存,逻辑
它超出期待的乱杀，但大家不能全指望它搞定一切。如果之后还能有一堆水准线上下的产品，那才说明这个市场真的好起来了。,banfo,正文段落,积极,77c9a42f31c8e8f8b6fc9260da610c0e,8.0,待处理,设定合理预期 + 提出检验标准,逻辑
目前国产中小型独立游戏的赛道已经跑通了，虽然体量还小，但已足够让一些优质作品活下来。,banfo,正文段落,积极,a0b977c6537f2b50a07cb9667538acc4,6.0,待处理,肯定进步 + 举例论证,逻辑
现在它要做的就是开辟高价位市场，把国产单机游戏卖到268这个价位去。这就够了。能做好这个，已经是大不易了，真的太不容易了。,banfo,正文段落,积极,43f31e23108fa5973a3ad3bea48c7ff2,7.0,待处理,聚焦核心任务 + 情感共鸣,"共情,煽情"
更多的，什么拯救买断制市场，那不是这一款游戏的责任。是所有厂商和玩家的责任。,banfo,正文段落,中性,12223875ce912c4410e61562e64758b9,7.0,待处理,责任切割 + 责任共担,逻辑
一部游戏的影响力没有那么大。行业不行也不能把黑锅全都扣到某个游戏的头上。,banfo,金句语录,中性,9a6737d9201d3682dea479e704180ce5,8.0,待处理,破除迷思 + 公平论断,逻辑
如果行业不行，一定是因为这个行业本身就有一大堆问题，早已积重难返，这才催生了那个导火索。,banfo,正文段落,消极,4ae610c0cd920046a8e68e63d608ee3f,7.0,待处理,根源分析 + 比喻,逻辑
