内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
加油站看到蔚来换电也要直呼内行,banfo,开头金句,激昂,648f3a04522ee747ab93e084576b7af4,8.0,待处理,类比反差,对比
你拿最新的充电器给旧手机充电，充电器就是冒烟了手机也就那个速度，相当于老头乐跑高速。,banfo,金句语录,激昂,d539de906d6eeaaab0949ec5897c2534,8.0,待处理,类比讽刺,毒舌
不是路况不好，而是你油门踩死，速度就这么快。,banfo,金句语录,中性,5aceb64444a943fa919c8aef0057ecea,7.0,待处理,类比解释,逻辑
换电的爽点，看我说这么多其实也没用，试过就知道。,banfo,正文段落,积极,b73aaadaa2a3728ed9a108860e1166a1,6.0,待处理,体验优先,逻辑
建议没事路过商场去体验一下。,banfo,行动号召,积极,89c07f6c505508a03ace473813b4713d,5.0,待处理,直接建议,逻辑
还能薅一杯果汁的羊毛。没有任何损失，还能多喝一杯果汁。,banfo,正文段落,积极,9aa78f55d3d2aac58608a9e379a76b80,6.0,待处理,利益驱动,逻辑
下周我换个手机号再去试一次。毕竟他家的果汁做的，是真的挺好喝。,banfo,正文段落,积极,8a6cb82da0b2e703c24f3d8593ecc2fd,7.0,待处理,个人背书 + 幽默,逻辑
春秋航空，让社畜钱包发疯,banfo,开头金句,激昂,a783bf986e7d4275de287b8871d69264,8.0,待处理,制造反差 + 情绪引爆,对比
如果你真的坐过春秋航空，你会被科技的进步所震撼。怎么拖拉机都成精了，公交车都能上天了。,banfo,正文段落,激昂,32ab50b9119ea11878ff157b23e9946a,7.0,待处理,夸张比喻 + 先抑,逻辑
但即便如此，我选择机票时，还是会忍不住地看向春秋航空。因为春秋航空才是拯救钱包的唯一真神。,banfo,正文段落,积极,31612dd045e96ab3c66d1b11b9a3b229,7.0,待处理,转折 + 价值主张,逻辑
人类的出行方式是有鄙视链的。坐飞机鄙视坐高铁，坐高铁鄙视坐车，坐车鄙视坐地铁，坐地铁鄙视坐公交，坐公交的鄙视骑共享单车的，骑共享单车的鄙视给OFO交了押金的。,banfo,正文段落,中性,3e69223519e37a38c0395420d77a9745,8.0,待处理,社会洞察 + 递进结构,逻辑
但当你遇到春秋航空时，你会发现其实公交车也挺高端的。,banfo,正文段落,激昂,67178c7ed471b113d27653d01700e3a1,7.0,待处理,对比 + 反转,对比
我低头一看，第一次觉得20寸原来这么大。我开始理解那句话，有些东西小小的也挺可爱的。,banfo,正文段落,消极,db33348785995e4ddada207757334aa0,6.0,待处理,自嘲 + 情感共鸣,"共情,煽情"
我觉得，春秋航空应该改名春秋物流。因为它赚钱不靠运人，而靠运货。运我这个小蠢货。,banfo,正文段落,消极,d9fd040d3bb15a360b3dbe9af3319777,7.0,待处理,自嘲 + 洞察,逻辑
停机位永远最偏，大概率要摆渡。是因为停靠廊桥要额外付费吗？不，是为了让亚健康的你多走几步。,banfo,正文段落,消极,17ce887686f579315aa2fa0ad981af3a,7.0,待处理,设问 + 反讽,逻辑
是哪截绿皮火车这么有上进心，搁这跟我玩cosplay？,banfo,正文段落,激昂,2441ab5bea19c3dee8c9340c207adaca,7.0,待处理,比喻 + 调侃,逻辑
这么窄的间距，是为了塞更多座椅？不，为了拉进人与人的距离。,banfo,正文段落,消极,c2ed4659a76aec4907537a6848aec3c0,7.0,待处理,设问 + 反讽,逻辑
10厘米桌板，放不下午餐零食矿泉水，正好放下你无处安放的局促感。,banfo,正文段落,消极,fd6d87d99b57883a4ff49396c9d1596a,8.0,待处理,对比 + 情感共鸣,"共情,对比,煽情"
狭窄的座位空间，容不下老板的二郎腿，正好容得下你天生劳累的双腿。,banfo,正文段落,消极,fb3b116d056a3ce2a554623317787226,7.0,待处理,对比 + 自嘲,对比
要不是窗外白云朵朵，我都以为自己回到了16岁的夏天，还是那个坐着宇通汽车在县城间穿梭的少年。,banfo,正文段落,积极,171583217473168239ec4a5ee6be3c41,8.0,待处理,对比 + 情感共鸣,"共情,对比,煽情"
什么叫商务经济舱？就是经济舱的前两排。你可以理解为龙珠里的超级地球人，旅游大巴上的头等副驾驶。买的不是性价比，是尊严。,banfo,正文段落,中性,46d101af5444442dfba01ecc4b7dd881,7.0,待处理,定义 + 类比 + 洞察,逻辑
