内容,博主,片段类型,情绪,内容指纹,质量评分,状态,逻辑公式,风格标签
一个努力摆脱了家族的人说他想回去,banfo,开头金句,激昂,f7f5285c1189825e78f6a199d6ef4215,9.0,待处理,悬念设置 + 认知反转,逻辑
他当年特别讨厌家族这个概念，恨不得是逃出来的。,banfo,正文段落,消极,2f22a7fe41f1a27b3fb4385fd48b5777,7.0,待处理,先抑后扬,逻辑
当你经历了生老病死，特别是死亡之后，你才会发现，亲戚和家族的重要。,banfo,金句语录,激昂,ca1ae9645ee81ef2815e8b84adf03468,8.0,待处理,经验总结 + 情感共鸣,"共情,煽情"
一个人的生命结束了。其他人的痛苦开始了。,banfo,金句语录,消极,bc4f8a10098bc09a457c02554467d44c,8.0,待处理,对比递进,对比
亲戚和家族的存在，让她们能够有足够的时间和空间，去跟自己最亲的人好好告别。,banfo,正文段落,积极,813577d06df390aab05e514ed29ef6df,7.0,待处理,功能阐述,逻辑
这个时候，他才意识到，什么叫家是你永远的后方。,banfo,金句语录,积极,e37ef9cbcd332c263cf3f4744ef2a339,8.0,待处理,情感共鸣 + 金句提炼,"共情,煽情"
“那几天，整个人都是木的”，完全不知道自己在做什么。,banfo,金句语录,消极,93971cac8642c7bc430d9b2dc79857c2,7.0,待处理,细节描写 + 情感共鸣,"共情,煽情"
需要“人”，来抵御死亡带来的伤痛。它阻挡不了生老病死，但它让你更好地面对。,banfo,金句语录,激昂,2dfd5597457cd7b3a07187059104a05c,9.0,待处理,观点提炼 + 功能阐述,逻辑
疾病确诊到手术的那一个多月，是我人生中最孤独的一段时间。,banfo,正文段落,消极,63a3fc09499bbf26cea8a1bcbeb5e4be,7.0,待处理,情感共鸣 + 制造对比,"共情,对比,煽情"
昔日那些谈天说地，无所不谈的朋友，没有办法再多说什么。,banfo,正文段落,消极,b68a262131c8472be0294db058c9fc18,6.0,待处理,对比反差,对比
我并非在苛责自己的朋友，他们没有问题。能够安慰，也只能安慰。,banfo,正文段落,中性,6c0cbb3ab1b8fba79e7348106c479f64,6.0,待处理,理性克制 + 铺垫转折,逻辑
他们跟我不在一个生活圈子，不在一个收入层级，甚至没有共同语言。但当我有事的时候，他们在我身边。,banfo,金句语录,积极,23dda9b5800f1e032f262459ccf84de6,8.0,待处理,对比反差 + 情感升华,"对比,煽情"
过去自己看不起的一切，可能才是自己唯一的依靠。,banfo,金句语录,激昂,316372d25dc5ddb2083d1e2f00c55273,9.0,待处理,认知反转 + 金句提炼,逻辑
没有小地方的脏乱，没有太多的人情世故，没有那种农村大家族带来的纷扰嘈杂。一切按规则运行。人和人之间礼貌友好。,banfo,正文段落,积极,3039b2425a3f2379c264b05a0052ddd8,6.0,待处理,理想化描绘,逻辑
你突然会发现，这个干净整洁的城市里，不过是一条条并不相交的平行线，没人在意你的生死。,banfo,金句语录,消极,c6915a94830ab907fe1aa588c96d73ee,8.0,待处理,比喻 + 认知颠覆,逻辑
而过去那些你所厌恶的亲戚、家族，却成为了一道巨大的缓冲带，挡在了你与死亡之间。,banfo,金句语录,激昂,dc65703863bb4b8e5eec19c75a731a9c,8.0,待处理,比喻 + 功能阐述,逻辑
他们帮你挡下了些许的手足无措和一些的脆弱不堪，让你有了喘息的空间。,banfo,正文段落,积极,014da7a7b06071e0f8be0b32d98e4a1d,7.0,待处理,功能具体化,逻辑
如果你喜欢城市，喜欢小家庭，喜欢人人不互扰各自各安好的城市环境。这说明你很幸运，还没到直面生死的时候。,banfo,金句语录,激昂,4b3d16418edcf544b6ca5d5fbba50595,8.0,待处理,制造焦虑 + 认知分层,焦虑
人是社会关系的集合。,banfo,金句语录,中性,61afd39cb5949b47b18b202d11ba4f8e,7.0,待处理,哲学引用,逻辑
你只是发现了，世界的真相，是无常。所以，你会尝试在这个无常的世界中，寻求一些绝对稳定的事物。,banfo,金句语录,激昂,d1b8cc691be3e1aa136bbbda4ad1fe84,9.0,待处理,哲学升华 + 行为归因,逻辑
讨厌家族，理解家族，喜欢家族。一切，都是为了自己。,banfo,金句语录,激昂,796baf68923723fbc4eadea7179aa46b,10.0,待处理,递进总结 + 利己归因,逻辑
只要夏天还在，它就输不了。,banfo,金句语录,激昂,a955446e2afeaa9f9b9d565256f65c5b,9.0,待处理,绝对断言 + 情感绑定,煽情
请中奖的朋友在开奖后的5天内填写好收货地址及信息，我们会尽快安排顺丰寄出，请保持通话畅通。,banfo,行动号召,中性,c6824c5667f8c5e29c5fd8ec5a610900,3.0,待处理,明确指令,逻辑
六神花露水的英文名不是Six God，而是Florida water（佛罗里达水）。,banfo,开头金句,激昂,2ef35fc479f2ce797052232de905f489,7.0,待处理,认知颠覆,逻辑
Florida water是一款有“魔法”属性的著名香水。,banfo,正文段落,激昂,e9c7cd460762374f3cb2bc5f177aa6ac,6.0,待处理,赋予神秘感,逻辑
虽然被公认为驱蚊神水，但它用英文译名隐晦地传递信息：我，真的是一款香水。,banfo,正文段落,中性,9cb31360485834b9fbb5877ea407e948,7.0,待处理,身份宣言,逻辑
民国时，有人用唐朝古方做香水，取名用了欧阳修词里的“花露重”，才有了花露水。,banfo,正文段落,中性,15967bcab8fa5030ff1c9f9497a65df0,6.0,待处理,历史溯源,逻辑
所以，高端香水six god，并不只是一个梗，而是事实。,banfo,正文段落,激昂,0aff142e2e56a130f64df10501430520,8.0,待处理,结论强调,逻辑
1990年，六神花露水诞生，它不再是香水，而是一种夏季皮肤涂抹剂，成为了全新品类。,banfo,正文段落,中性,35407850be190c7d1bf4bf7e4877fb0a,6.0,待处理,品类创新,逻辑
它做了一个狡黠的策略：做有驱蚊功能的东西，同时用“花露水”这个名字给自己留了香水的位置。香水和驱蚊水的二象性。,banfo,正文段落,中性,589b21c4a5b0cc801c66db1002621d98,8.0,待处理,策略分析,逻辑
你觉得我是香水，不好意思，我驱蚊祛痱止痒。你觉得我只是驱蚊水，不好意思，我还吸汗留香。,banfo,金句语录,激昂,8d964e1fbfeef6c56a78186cb4562697,9.0,待处理,矛盾统一,逻辑
所以它一出，基本没有竞争对手，成为很早就能暴打外资品牌的品类。道理很简单，那时候老外没见识过这东西。,banfo,正文段落,积极,5f90ee3bfdf4cfae0ebabe3b505a75d5,7.0,待处理,蓝海市场,逻辑
因为一开始主打驱蚊，宣传止痒，哪怕很多人把它当香水，客单价也无法做高。,banfo,正文段落,中性,d9b5c23884823133d1120e50e308c2ce,6.0,待处理,定位困境,逻辑
只有夏天才有人愿意买。从一开始这就是一个天然受限的消费品。,banfo,正文段落,中性,67c3b58161b12aa4dc8479d0e5fbfae0,6.0,待处理,品类局限,逻辑
你市占率再高又如何？谁会冬天买花露水？,banfo,金句语录,激昂,49b7fb2a750c764db8119ee3bdf4a569,7.0,待处理,反问强调,逻辑
它暴杀市场时，是因为蚊虫在室内外肆虐。夏天太热要开窗，蚊子容易进来。,banfo,正文段落,中性,34e2bed8a163cf60a04d77f27d35c7ae,6.0,待处理,场景分析,逻辑
有了空调以后，开窗少了，驱蚊解暑需求就下降了。,banfo,正文段落,中性,0b666b2726f5e22cde911ccbe3568a07,6.0,待处理,外部冲击,逻辑
空调普及后，身上不再黏答答，爽肤功能也失去了作用。,banfo,正文段落,中性,43fb7cb371fba99793f639ad0c5399b1,6.0,待处理,功能失效,逻辑
并不是说它不行了。而是大家愿意买，但用得很慢，一整年可能都用不完。,banfo,正文段落,中性,b03e1c2885b0821735fc4977e53590db,6.0,待处理,需求钝化,逻辑
客单价低，用得慢，能有这成绩，多亏了它还有香水功能和情怀加持。,banfo,正文段落,中性,99b1af095915de825011db2721e01580,6.0,待处理,价值支撑,逻辑
毕竟这个味道，就是刻在基因里的。是国民驱蚊水，是国民祛痱止痒水，更是国民香水。,banfo,金句语录,积极,9c38b792544838ff9be9156a59e1c83c,8.0,待处理,情感升华,煽情
作为止痒水，它不行了。但作为香水，它还维系着花露水的体面。,banfo,正文段落,中性,b04193dd38950bc311edd54b909d5181,7.0,待处理,身份转换,逻辑
